,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ギマール,牡5,58.0,国分恭,岡田,452(-4),栗東,2021105931,01124,カレンブラックヒル,アールヌーヴォー,ブライアンズタイム
1,2,2,グランキングオー,牡4,58.0,斎藤,高橋康,458(+2),栗東,2022100664,01178,シニスターミニスター,ケリーズアリュール,ゴールドアリュール
2,2,3,セボンサデッセ,牡4,58.0,菱田,橋口,486(0),栗東,2022104903,01144,ルヴァンスレーヴ,チャームクォーク,クロフネ
3,3,4,グレイスオブゴッド,牝6,56.0,小沢,緒方,482(-13),栗東,2020103967,01185,ラニ,ネバーグレイス,スキャターザゴールド
4,3,5,スマートプレシャス,牝5,56.0,丸田,中村,514(+8),栗東,2021103939,01117,シャンハイボビー,スマートブローラ,スマートファルコン
5,4,6,マイレーヌ,牝6,56.0,横山琉,大和田,512(-12),美浦,2020104676,01192,ロゴタイプ,ユキノクイーン,タイキシャトル
6,4,7,トーレ,牡5,58.0,丸山,高橋亮,484(+4),栗東,2021103161,01127,マジェスティックウォリアー,マミモナ,ダンスインザダーク
7,5,8,マーウォルス,牡4,58.0,亀田,茶木,474(-2),栗東,2022102394,01176,アドマイヤマーズ,ウェイクミーアップ,ロックオブジブラルタル
8,5,9,イブニングタイド,牝4,56.0,西塚,林,452(-8),美浦,2022105232,01200,ドゥラメンテ,イブニングジュエル,Northern Afleet
9,6,10,トルショー,牡4,58.0,黛,伊藤圭,460(-2),美浦,2022103766,01109,シニスターミニスター,ハヤブサエミネンス,Medaglia d'Oro
10,6,11,キングツェッペリン,牡5,58.0,幸,牧田,468(-4),栗東,2021106521,00732,モーニン,トウカイベルタ,ワイルドラッシュ
11,7,12,コスモマルーン,牝6,56.0,菊沢,秋本,480(+8),美浦,2020105350,01161,ロージズインメイ,コスモキララ,タマモクロス
12,7,13,カスバートテソーロ,牝4,56.0,柴田大,畠山,430(-6),美浦,2022102263,01009,ゴールドアクター,パテオドバテール,Shirocco
13,8,14,ジュンラトゥール,牡5,58.0,富田,浜田,458(-10),栗東,2021104039,01168,パイロ,グーテデロワ,スペシャルウィーク
14,8,15,セザンワールド,セ6,58.0,長浜,蛯名利,498(-8),美浦,2020106051,01214,トゥザワールド,ディアテイスティー,ジャングルポケット
