,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,アウスヴァール,セ8,60.0,森一,昆,496(0),栗東,2018101010,01139,ノヴェリスト,カネツスペシャル,スペシャルウィーク
1,2,2,ブライトライツ,セ4,59.0,草野,秋本,436(0),美浦,2022103504,01113,ウインブライト,カムホームラッシー,Lawman
2,3,3,フジフォンテ,セ7,60.0,石神深,粕谷,468(-14),美浦,2019105759,01059,ロージズインメイ,シチリアーナ,メイショウオウドウ
3,3,4,アナザーエース,牡6,57.0,▲井上,宮,528(+2),栗東,2020104005,01151,ヤマカツエース,ホットフレイバー,タバスコキャット
4,4,5,スノーディーヴァ,牝5,57.0,▲水沼,深山,460(0),美浦,2021103504,01201,エイシンヒカリ,スノースタイル,ホワイトマズル
5,4,6,ホウオウサンデー,牡8,60.0,小野寺,井上,478(+8),栗東,2018105047,01123,キングカメハメハ,サンデースマイル,サンデーサイレンス
6,5,7,ボールドハーテッド,牡4,59.0,五十嵐,平岩,470(+18),美浦,2022103551,01069,マジェスティックウォリアー,フィアレス,スペシャルウィーク
7,5,8,クラウングスタフ,牡5,57.0,坂口智康,水野,520(+2),美浦,2021101256,01211,レイデオロ,クラウンロゼ,ロサード
8,6,9,インターステラ,牡4,59.0,江田勇,天間,474(-4),美浦,2022103576,01023,ダノンバラード,ラステラ,サッカーボーイ
9,6,10,ルーンファクター,牡6,60.0,大江圭,的場,464(+2),美浦,2020106552,01120,インカンテーション,シルカズギフト,Cadeaux Genereux
10,7,11,アルヴィア,牡5,60.0,上野,和田雄,478(0),美浦,2021106965,01087,シュヴァルグラン,アイアムラヴィング,ファルブラヴ
11,7,12,アバットゥータ,牡4,59.0,小牧加,中竹,466(+2),栗東,2022101139,01196,ハービンジャー,グッディー,キングカメハメハ
12,8,13,スノーリン,セ4,57.0,▲土田,和田雄,472(0),美浦,2022103588,01198,ノヴェリスト,レットイットスノー,ハーツクライ
13,8,14,ライツフォル,牡6,60.0,難波,高橋忠,500(+4),栗東,2020103398,01066,ミッキーアイル,シャルマント,エンパイアメーカー
