,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,レッドアヴァンティ,牡7,55.0,石川,尾関,500(-12),美浦,2019103594,01150,ドゥラメンテ,サウンタ,Invincible Spirit
1,1,2,シュタールヴィント,牡6,55.0,菱田,矢作,452(-2),栗東,2020103061,01144,ロードカナロア,マルセリーナ,ディープインパクト
2,2,3,クムシラコ,牡8,54.0,嶋田,千葉,470(-2),美浦,2018103205,01134,ディスクリートキャット,デイドリーマー,ネオユニヴァース
3,2,4,ナナオ,牝5,54.0,舟山,小栗,448(-6),栗東,2021102392,01221,ロードカナロア,バイザディンプル,オルフェーヴル
4,3,5,カルロヴェローチェ,セ6,57.0,丸山,須貝,500(-2),栗東,2020103434,01127,シルバーステート,スサーナトウショウ,ロックオブジブラルタル
5,3,6,サウンドモリアーナ,牝4,54.0,吉田隼,武英,448(+6),栗東,2022102057,01095,ミッキーアイル,サウンドリアーナ,ケイムホーム
6,4,7,ショウナンハクラク,牡7,56.0,小沢,松下,480(+2),栗東,2019110001,01185,Frankel,ショウナンアデラ,ディープインパクト
7,4,8,イツモニコニコ,牝5,54.0,西塚,浜田,496(-4),栗東,2021107063,01200,ビッグアーサー,オルトリンデ,ダンスインザダーク
8,5,9,クファシル,牡6,55.0,亀田,池添,504(+4),栗東,2020103356,01176,モーリス,グルヴェイグ,ディープインパクト
9,5,10,マイネルレノン,牡7,55.0,泉谷,宮,486(+4),栗東,2019100751,01182,ダイワメジャー,コスモルーシー,マイネルラヴ
10,6,11,テイエムリステット,牡5,55.0,荻野琢,秋山,478(+2),栗東,2021103725,01112,モーリス,シーズアウーマン,ネオユニヴァース
11,6,12,モズナナスター,牝4,54.0,柴田大,矢作,458(-2),栗東,2022100490,01009,モズアスコット,グランプリエンゼル,アグネスデジタル
12,7,13,ジョーメッドヴィン,牡5,57.0,横山琉,清水久,522(0),栗東,2021100522,01192,ドレフォン,ジョーアラマート,キングヘイロー
13,7,14,ナムラローズマリー,牝5,53.0,幸,羽月,468(+6),栗東,2021103092,00732,ミッキーアイル,ナムラストロベリー,ヨハネスブルグ
14,8,15,ムイ,牝4,53.0,富田,笹田,466(+8),栗東,2022102408,01168,ミッキーアイル,スウィートラヴァー,ルーラーシップ
15,8,16,ユキノファラオ,牡8,53.0,大久保,小野,494(-6),美浦,2018104347,01194,ワールドエース,ユキノシンデレラ,サンダーガルチ
