,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,スカイストライプス,牡2,56.0,Ｃデムーロ,安田,494(+6),栗東,2023107229,05473,コントレイル,ポジティブマインド,Equal Stripes,0.17185751128062496,4
1,2,2,パワポケウォーズ,牡2,56.0,長岡,大和田,426(+2),美浦,2023107440,01142,リアルスティール,レッドアクトレス,スクリーンヒーロー,-2.4288081511968187,9
2,3,3,クボウサマ,セ2,55.0,☆吉村,庄野,472(-8),栗東,2023102708,01216,ダイワメジャー,ラプザントゥール,キングカメハメハ,-2.7666750753953417,10
3,4,4,エコログレン,牡2,56.0,ジェルー,牧浦,482(+6),栗東,2023110060,05680,Dawn Approach,Tahlie,Rio de La Plata,-2.036901877917327,8
4,5,5,ニシノトリビュート,牡2,53.0,▲田山,新谷,496(0),栗東,2023104703,01220,モーリス,ドリームアンドホープ,Royal Applause,-1.7053378949646147,6
5,6,6,ピエナオルカ,牡2,52.0,★河原田,谷,484(-4),栗東,2023100715,01204,ゴールドドリーム,ピエナアイリス,スウェプトオーヴァーボード,0.32342240168448605,2
6,7,7,ユイノサシガネ,牡2,56.0,木幡初,竹内,496(-6),美浦,2023100970,01153,アルアイン,ルアーズストリート,キングカメハメハ,-1.7762149800038067,7
7,7,8,タイセイスプリーム,牡2,56.0,田口,西村,514(0),栗東,2023106933,01208,シルバーステート,エレクトラム,High Chaparral,-0.8092920227182638,5
8,8,9,ロードファイター,牡2,56.0,高杉,東田,470(-6),栗東,2023100430,01213,ホッコータルマエ,セラフィーヌ,ネオユニヴァース,0.311740832101916,3
9,8,10,セルジュバローズ,牡2,56.0,坂井,池江,494(-4),栗東,2023103092,01163,サートゥルナーリア,ホワットアスポット,Arch,0.42760062007227845,1
