,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ストップヤーニング,牡4,58.0,高杉,羽月,444(+4),栗東,2022107306,1213,サンダースノー,アルトゥーナ,ハーツクライ,-1.1557281723551291,11,-0.0397770576078697,1,,10,77.1,42.7,57.5,2
1,2,2,ドッビアーコ,セ5,58.0,鮫島駿,奥村豊,554(+2),栗東,2021110130,1157,Street Boss,Rubindy,Bernardini,-0.2379439109246564,8,-0.0171192754682244,9,,11,44.5,40.7,44.6,8
2,3,3,プラニスフェリオ,牡6,58.0,田口,牧浦,510(+4),栗東,2020100640,1208,ドゥラメンテ,プリオバーン,Galileo,-0.483598959099515,9,-0.023183879969477,10,,3,43.0,55.3,40.4,11
3,4,4,フラッシング,牡5,58.0,松岡,牧浦,500(0),栗東,2021105971,1085,ドレフォン,プントバンコ,フジキセキ,0.0040579643431891,6,-0.0111448586061851,11,,5,43.0,47.9,40.6,10
4,5,5,マキシマムビスタ,牝4,56.0,幸,斉藤崇,506(-2),栗東,2022103746,732,ヘニーヒューズ,サンビスタ,スズカマンボ,1.7247244272061797,1,0.0313340631719882,2,,6,57.8,47.3,56.6,3
5,6,6,アラナコア,牡5,58.0,菱田,田中克,504(+10),栗東,2021103002,1144,ブリックスアンドモルタル,ハワイアンローズ,キングカメハメハ,-0.1390110737438481,7,-0.0146768728628387,8,,8,44.6,44.8,43.1,9
6,6,7,ダブルジャッジ,牡5,58.0,西塚,笹田,504(-6),栗東,2021105221,1200,ロードカナロア,プリンセスオブシルマー,マジェスティックウォリアー,1.6069778723157515,2,0.0284271972553262,5,,9,47.3,43.7,46.9,6
7,7,8,ケイアイアルタイル,牡5,58.0,酒井,梅田,530(+4),栗東,2021100711,1034,ニューイヤーズデイ,カーディナルコーヴ,Leroidesanimaux,0.199714075752759,5,-0.0063146019403118,6,,1,46.3,76.1,74.6,1
8,7,9,エンマ,牡4,58.0,高倉,武英,474(+2),栗東,2022102956,1130,バゴ,ウェルノーテッド,ドリームジャーニー,0.2431878344755354,4,-0.0052413443183115,4,,7,48.7,45.0,49.0,5
9,8,10,タガノアニマシオン,セ4,58.0,吉村,奥村豊,470(-6),栗東,2022106564,1216,アニマルキングダム,タガノバトラ,フレンチデピュティ,0.2847428180979912,3,-0.0042154564214471,3,,4,52.1,49.7,51.6,4
10,8,11,ケイアイメキラ,セ6,58.0,藤懸,秋山,494(+6),栗東,2020104215,1138,パイロ,ケイアイベローナ,クロフネ,-0.6127705287223336,10,-0.026372800728031,7,,2,45.7,56.8,45.1,7
