,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ポワンキュルミナン,牡6,60.0,小牧加,岡田,442(+8),栗東,2020102955,01196,ロゴタイプ,ディオベルタ,フジキセキ
1,2,2,オリンポスカズマ,牡6,60.0,黒岩,平田,542(+8),栗東,2020102013,01072,ヴィクトワールピサ,サクラサクラサクラ,アッミラーレ
2,3,3,フォーディアライフ,セ5,60.0,石神深,矢嶋,536(-2),美浦,2021104770,01059,ドレフォン,ディアマイダーリン,ハーツクライ
3,3,4,ジロラータ,牡4,59.0,草野,久保田,466(-8),美浦,2022105347,01113,リアルインパクト,シティイメージ,Elusive City
4,4,5,ヴァルトバーデン,牡4,57.0,▲土田,粕谷,482(-12),美浦,2022101548,01198,ディープブリランテ,ネイチャーガイド,エルコンドルパサー
5,4,6,ロワゾブルー,牝4,57.0,小野寺,小島,452(+2),美浦,2022103559,01123,ノヴェリスト,ヘレナモルフォ,ジャングルポケット
6,5,7,セイフウサツキ,牡4,59.0,難波,松永幹,484(+4),栗東,2022101461,01066,サトノクラウン,モンローライン,ダンスインザダーク
7,5,8,コルデアニル,牝6,58.0,上野,金成,470(+2),美浦,2020103154,01087,モーリス,ブルザンインディゴ,フジキセキ
8,6,9,ヴォンヌヴォー,牝6,58.0,伴,天間,468(-6),美浦,2020106585,01149,ドレフォン,ヴェイルオブクララ,ゼンノロブロイ
9,6,10,メイショウコガシラ,牡6,60.0,中村,本田,510(-2),栗東,2020100979,01101,メイショウボーラー,マイラッキー,Elusive Quality
10,7,11,スラーヴァ,牡5,57.0,▲坂口,高橋文,484(-14),美浦,2021103916,01211,シャンハイボビー,ポリアフ,キングカメハメハ
11,7,12,スノーリン,セ4,59.0,五十嵐,和田雄,472(+6),美浦,2022103588,01069,ノヴェリスト,レットイットスノー,ハーツクライ
12,8,13,インターステラ,牡4,59.0,江田勇,天間,478(-8),美浦,2022103576,01023,ダノンバラード,ラステラ,サッカーボーイ
13,8,14,ヴァランセカズマ,牡9,60.0,大江圭,蛯名利,500(-12),美浦,2017105822,01120,モンテロッソ,トシザマキ,デュランダル
