,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フラムリンガム,セ5,54.0,北村友,柄崎,482(-8),美浦,2021104910,1102,ダイワメジャー,ファルネーゼ,フレンチデピュティ,1.388978566306808,4,0.023045343382123,13,,13,44.6,42.7,38.8,13
1,2,2,プレイサーゴールド,牡6,54.0,小沢,今野,498(0),栗東,2020100053,1185,シニスターミニスター,エクディス,クロフネ,3.669304996748847,1,0.0793408603565605,14,,8,44.5,46.0,37.9,14
2,3,3,メイショウシナノ,牡6,55.0,富田,大橋,502(+8),栗東,2020106635,1168,サトノダイヤモンド,アルボナンザ,キングカメハメハ,1.1550456670808185,5,0.017270129218288,12,,14,44.6,42.6,40.9,12
3,3,4,メイプルタピット,牡5,55.0,藤懸,梅田,518(+2),栗東,2021103140,1138,ラニ,ディヴィナライン,オルフェーヴル,0.6459880522011565,6,0.0047027786772212,8,,10,46.2,44.2,50.3,5
4,4,5,テスティモーネ,牡4,57.0,国分優,大根田,520(-2),栗東,2022103686,1125,ドレフォン,ワイズアンサー,サウスヴィグラス,-0.1858270850426533,11,-0.0158326422840774,2,,7,58.8,46.9,58.2,2
5,4,6,ノットイナフ,牡5,55.0,斎藤,浜田,482(-4),栗東,2021106625,1178,マジェスティックウォリアー,クライミングローズ,マンハッタンカフェ,1.713906927123834,3,0.0310670063368891,10,,1,45.3,80.1,78.5,1
6,5,7,ホルトバージ,牡5,55.0,川又,柴田,476(-6),栗東,2021102905,1166,キンシャサノキセキ,プレインズウーマン,Zensational,-0.0285876026437018,10,-0.0119507954430855,3,,9,51.0,44.3,49.5,6
7,5,8,テーオーダグラス,牡5,56.0,田山,須貝,496(+8),栗東,2021102246,1220,リアルスティール,ラブミーリル,ハービンジャー,-1.07401520133093,12,-0.0377597701327459,6,,3,46.8,55.7,45.5,11
8,6,9,カネトシゴウト,牡5,57.0,田口,大橋,480(+8),栗東,2021100709,1208,シニスターミニスター,カネトシビバーチェ,キングカメハメハ,2.690835314797313,2,0.0551849080095988,9,,11,45.8,43.9,49.2,8
9,6,10,メイショウオーロラ,牝6,52.0,太宰,本田,512(-6),栗東,2020101209,1037,ホッコータルマエ,エンパイアガール,エンパイアメーカー,-1.508482956330351,14,-0.0484856848745552,5,,12,48.0,43.2,46.0,10
10,7,11,タマモキャリコ,セ5,55.0,鮫島駿,宮地,424(0),栗東,2021103197,1157,シニスターミニスター,ナーゴナーゴハツエ,ネオユニヴァース,-1.338097007303381,13,-0.0442792848795361,4,,4,50.3,54.5,49.3,7
11,7,12,ゴールドダイアー,牡4,55.0,幸,平田,492(-4),栗東,2022103538,732,ゴールドドリーム,ニューコローラ,New Approach,0.0916695490833884,9,-0.0089819492130141,7,,2,46.8,57.5,51.7,4
12,8,13,グロバーテソーロ,牡5,54.0,菱田,高木,506(-10),美浦,2021101147,1144,オルフェーヴル,ツクシヒメ,カコイーシーズ,0.1170259165443123,8,-0.0083559643558681,11,,6,45.0,48.7,49.0,9
13,8,14,ペイシャモノノフ,牡6,55.0,酒井,畑端,478(-12),栗東,2020101020,1034,ニシケンモノノフ,ペイシャオブワキア,フリオーソ,0.5363345521089387,7,0.0019957099026198,1,,5,82.1,49.9,55.3,3
