,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,バニーラビット,牡4,60.0,小牧加,武幸,488(-2),6.9,4,栗東,2022104929,01196,アドマイヤマーズ,トレジャリング,Havana Gold
1,2,2,ナックエルドラド,牡4,57.0,▲水沼,小野,508(+4),16.7,7,美浦,2022106304,01201,マインドユアビスケッツ,エリンズハープ,ネオユニヴァース
2,3,3,メイショウアツイタ,牡8,60.0,難波,高橋忠,506(-2),5.3,3,栗東,2018105731,01066,フェノーメノ,ロジカルクィーン,Deputy Minister
3,4,4,コンテナワールド,牡5,59.0,▲井上,中竹,486(-4),2.4,1,栗東,2021104924,01151,エピファネイア,ユッカマウンテン,アグネスタキオン
4,5,5,マイネルメサイア,牡7,60.0,草野,水野,498(+16),13.7,6,美浦,2019100788,01113,ゴールドシップ,マイネソルシエール,ロージズインメイ
5,6,6,ヒットアンドロール,牡5,60.0,大江圭,田中勝,462(-2),9.7,5,美浦,2021104974,01120,ブリックスアンドモルタル,エオリアンハープ,キングカメハメハ
6,7,7,サングラデーション,セ6,60.0,上野,千葉,416(0),4.4,2,美浦,2020102864,01087,ドゥラメンテ,サンシャイン,ハーツクライ
7,8,8,アクロスザリバー,牡4,58.0,△坂口,蛯名利,428(-6),24.5,8,美浦,2022100481,01211,カリフォルニアクローム,トクラットリバー,ウォーエンブレム
