,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,チャリティチャリス,牡3,57.0,小崎,浅利,464(-2),259.1,14,美浦,2023103473,01152,ブリックスアンドモルタル,チャリティーライン,Manduro,-0.8358445454068136,14,-0.014563837019611831,10,-1.5365410143739209,15,-2.4760252327176304,13,0.013636384976580752,0.0030642990199621334
1,2,2,グランフィエスタ,牡3,57.0,原,稲垣,496(+2),203.6,13,美浦,2023105577,01184,サートゥルナーリア,ミルウ,ハービンジャー,-0.8772120034624303,15,0.005213058831944594,3,-0.8891615101909476,12,-3.1387626612878234,15,0.007028716803653761,0.003899606464008786
2,2,3,ツインドライヴ,牡3,54.0,▲石田,新開,522(+4),8.1,4,美浦,2023103438,01203,ブリックスアンドモルタル,ジュリエットシアトル,Seattle Fitz,0.45248662192373773,6,0.01323421806140094,1,-0.13774611114417815,4,-0.49918770374156296,4,0.09845298407819644,0.09801973778668999
3,3,4,カミカクシ,牝3,55.0,大野,竹内,462(-5),68.7,10,美浦,2023104045,01096,アジアエクスプレス,カナシバリ,プリサイスエンド,-0.5992271418043636,10,-0.015684343842822798,12,-0.05458494116227568,2,-1.4469513731962362,7,0.038161053199518145,0.011556912315461264
4,3,5,ヤマタケボニータ,牡3,57.0,野中,萱野,470(-2),35.3,9,美浦,2023100739,01158,イスラボニータ,フロルセレジェイラ,ロードカナロア,-0.5492023282723636,8,-0.005183860469704815,7,-0.32020693637528347,5,-1.5563487648384235,8,0.03420658105704494,0.022491781191846714
5,4,6,ブリリアンス,牡3,54.0,▲佐藤,大和田,452(+2),408.1,15,美浦,2023100637,01207,サトノクラウン,ディスパーション,ダイワメジャー,-0.7002764563803393,12,-0.016148347366415825,13,-1.3035291281409087,14,-1.572095028438222,9,0.03367217371621725,0.0019455032493805166
6,4,7,ヤマメナイト,牡3,57.0,菱田,田島,464(0),20.5,7,美浦,2023104854,01144,レイデオロ,アイリスフィール,ハービンジャー,0.629795336812615,4,-0.016148347366415825,13,-0.5116522619808506,8,0.11789785372358733,2,0.18248439685583373,0.0387297500523019
7,5,8,サングラント,牡3,57.0,三浦,金成,468(+2),5.1,3,美浦,2023106956,01122,ルヴァンスレーヴ,カールファターレ,キングカメハメハ,0.6146627802193049,5,-0.009903183871802178,8,-0.7356605799887148,11,-0.9389219137787727,5,0.06342416277646204,0.15567840707297823
8,5,9,サトノクラシカル,牡3,57.0,津村,宮田,508(+22),2.6,1,美浦,2023106974,01092,リアルスティール,クラシックココア,Fastnet Rock,2.7794243821922597,1,0.0,5,-0.08911981624388449,3,0.2855916082276416,1,0.21580137559281604,0.305369183104688
9,6,10,ネイティヴプライド,牡3,57.0,荻野極,高木,478(0),9.4,5,美浦,2023105319,01160,クリソベリル,ビキニブロンド,キングカメハメハ,0.7812398099999285,2,-0.011266923299964343,9,-0.6283206799708749,10,-0.026914510715944685,3,0.15788269305364083,0.08446381660342435
10,6,11,グラムエッジ,牡3,57.0,武藤,手塚久,562(+6),21.2,8,美浦,2023107305,01169,ナダル,ランズエッジ,ダンスインザダーク,-0.5908017129605714,9,-0.01705670259877798,15,-1.1492605918229706,13,-2.490330519543887,14,0.013442701231939906,0.03745093755057495
11,7,12,ジュングロワール,牡3,57.0,石川,堀内,476(-6),17.4,6,美浦,2023107425,01150,リアルスティール,グローリールピナス,マーベラスサンデー,-0.46757229267048045,7,0.01297599482987932,2,0.2663877279971152,1,-1.9770739606390548,12,0.022459032197310737,0.04562987793518328
12,7,13,ウォーレーションズ,牡3,57.0,菊沢,鈴木慎,516(-4),4.4,2,美浦,2023106368,01161,デクラレーションオブウォー,チャパティ,スクリーンヒーロー,0.74062217701825,3,0.0,5,-0.4115845079059992,7,-1.059256783400184,6,0.05623335215348315,0.18044542638004293
13,8,14,アルティシエル,牡3,57.0,木幡巧,辻,500(-10),126.3,11,美浦,2023101970,01162,ヴァンゴッホ,ワンメイク,フジキセキ,-0.6771474359572538,11,0.0,5,-0.32909450310333904,6,-1.6057200978227884,10,0.03255876860429482,0.006286301473255653
14,8,15,テルケンレンタッチ,牡3,57.0,石橋脩,勢司,520(+4),159.8,12,美浦,2023102159,01077,エスケンデレヤ,ジョディアリエル,ドゥラメンテ,-0.7009471912514781,13,-0.015409304447003922,11,-0.5142624388597465,9,-1.6692180683554374,11,0.03055562370300746,0.004968459800201433
