,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ピアストイヤーズ,牡4,57.0,☆田山,小崎,446(+4),7.4,3,栗東,2022103624,1220,カリフォルニアクローム,バーバラ,ディープインパクト,0.9141343084407764,5,-0.6849354049990927,10,-0.7145038010634763,8,-0.1702274742827668,7,0.0716963319358444,0.1076537197112751,51.7,47.4,48.8,11
1,1,2,ウェルカムソング,牡3,55.0,松若,河嶋,468(+6),4.5,1,栗東,2023107545,1154,Charlatan,Streetwithnoname,ストリートセンス,1.1998915544299358,3,0.3411092167901298,12,-0.1137658734495986,6,-1.3696141346945665,14,0.0216077690311384,0.1770305613029858,47.3,49.0,48.1,12
2,2,3,アスクザアメリカン,牡4,58.0,富田,野中,500(-2),85.6,17,栗東,2022106719,1168,American Pharoah,ゲットイクスプリシット,Get Stormy,-1.3421600783297316,16,-0.789344150875002,17,-1.2639808755274753,3,-1.566489128855741,15,0.0177463157895952,0.0093065131526102,33.6,59.3,34.6,17
3,2,4,ヒットザグラウンド,牝4,56.0,吉村,四位,452(-4),35.6,13,栗東,2022102406,1216,ファインニードル,ジェントルヴァウ,Broken Vow,-1.0587031988730338,15,-0.8593585226013147,6,-0.8230768863398532,14,-1.272629568682288,13,0.0238083769967327,0.0223774585916695,52.6,44.2,51.9,5
4,3,5,アーリントンロウ,牡4,58.0,西村淳,松下,518(+2),11.9,7,栗東,2022105921,1171,タワーオブロンドン,ユメノトキメキ,マーベラスサンデー,-0.5488588554391145,11,-1.7525348092350077,13,-0.7692315611051406,12,-1.82853198363321,16,0.0136554004186037,0.0669443299044904,46.5,45.5,52.5,4
5,3,6,ラブアイミー,牝4,56.0,松山,森田,410(+6),32.7,12,栗東,2022107258,1126,サンダースノー,ラブカンプー,ショウナンカンプ,-0.9308255954625582,14,-1.741757386428445,11,-1.0134179372129786,17,-1.0264030913562066,12,0.0304554198688986,0.0243620038490347,49.0,42.5,44.8,14
6,4,7,フィラーエ,牝3,53.0,国分恭,高橋康,450(-6),9.5,5,栗東,2023102025,1124,ノーブルミッション,イシス,キングヘイロー,1.1511733738887775,4,-0.3627040378313059,4,-0.017009243014817,16,0.2712976944019119,2,0.1114933286623781,0.0838565816698354,53.2,43.1,51.2,7
7,4,8,タガノアルブラック,牝3,53.0,幸,千田,442(-6),13.4,8,栗東,2023104333,732,デクラレーションオブウォー,ラーダー,ハービンジャー,0.7714284046430251,6,-0.2571464324951579,7,-0.3193533347538588,11,0.260237717124375,3,0.1102670090150684,0.0594505616315997,52.5,45.7,54.9,3
8,5,9,キョラムン,牝4,56.0,太宰,石橋,462(-2),11.6,6,栗東,2022107147,1037,カレンブラックヒル,ネリヤカナヤ,タイキシャトル,0.4395428624904116,7,-0.0816480998789751,1,-0.7953569837887059,15,-0.0777861115253705,6,0.0786400373319523,0.0686756487813307,78.5,43.9,51.6,6
9,5,10,ダイアナクイーン,牝4,56.0,酒井,高橋康,500(-6),9.2,4,栗東,2022102638,1034,マクフィ,ヤマカツセイレーン,グラスワンダー,1.3442429109289495,2,-0.5687461547102369,2,-0.2230599140752306,4,0.3596381018640942,1,0.1217908420405663,0.0865910354199387,55.4,49.4,51.1,8
10,6,11,ミライハーモニー,牝5,54.0,◇今村,飯田,418(0),6.1,2,栗東,2021104671,1193,タリスマニック,オンリートゥモロー,ディープインパクト,1.572699772648344,1,-0.26251303055128,14,-0.5558276535285432,5,0.0921464487767746,4,0.0932061317522534,0.1305963157153174,45.1,49.3,47.5,13
11,6,12,ペルフェツィオーネ,牡5,58.0,長岡,杉山佳,448(-6),67.7,16,栗東,2021106690,1142,ルーラーシップ,クレオール,チチカステナンゴ,-0.5421578055193197,10,-0.0839118351523261,15,-0.4683965073521408,7,-0.204440482736837,8,0.0692848716009,0.0117671717261955,37.3,48.1,40.4,15
12,7,13,マウンテンバローズ,牡3,55.0,コレット,清水久,542(+10),13.9,9,栗東,2023100942,5691,キタサンブラック,ターフウォー,War Front,-0.2532771655795577,9,-0.8363735144927956,9,-0.4206990367575136,1,-0.6759219941574117,11,0.0432390952191852,0.057312052220391,52.1,83.5,80.1,1
13,7,14,レオナルドスター,セ5,56.0,◇永島,秋山,444(-8),27.3,10,栗東,2021104806,1187,ダイワメジャー,レディマカパ,Equiano,0.0613642591036458,8,-0.0147483267155071,3,-0.3883638951142251,2,0.0857107638798683,5,0.0926082125314047,0.0291808617532394,54.4,60.8,57.3,2
14,8,15,ソリスディエス,牡4,58.0,菱田,小崎,482(-4),46.6,15,栗東,2022105496,1144,キタサンブラック,プリュス,ヴィクトワールピサ,-1.3694297950166536,17,-1.1168175362368284,16,-0.5226073331232455,13,-2.3487151570610854,17,0.0081169291976957,0.0170952258768977,35.2,45.3,34.8,16
15,8,16,バーケンティン,牡5,58.0,Ｍデムーロ,平田,500(+16),36.6,14,栗東,2021105868,5212,ロードカナロア,リーチング,Dansili,-0.7783459610323972,13,-0.8191334728208741,5,-0.7826452529589351,9,-0.6735087563819276,10,0.0433435674446049,0.0217660526192195,53.0,46.7,50.7,9
16,8,17,イリスアスール,牝5,56.0,田口,角田,452(-6),30.6,11,栗東,2021103493,1208,イスラボニータ,クイックメール,タイキシャトル,-0.6307189913214962,12,0.1932997406530822,8,-0.5232651182035297,10,-0.550023405817861,9,0.0490403611631769,0.0260339060739685,52.5,46.1,49.5,10
