,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ムーンベリル,牝2,55.0,坂井,西村,460(-6),1.1,1,栗東,2024106276,1163,クリソベリル,クインズムーン,Gutaifan,2.7775984931897626,1,-0.0072164255188685,1,-0.3669644057830534,1,-1.6461365421853782,8,0.0709684564923212,0.6910673024321782,75.6,77.6,75.2,1
1,2,2,ケンシロウワールド,牡2,55.0,団野,森秀,518(+6),12.0,3,栗東,2024108272,1180,Violence,Colby Cakes,Scat Daddy,-0.2124138675266383,4,0.0017867991864033,5,-0.3623019290871202,7,-1.368582530477224,5,0.0936710817123817,0.063347836056283,48.5,45.8,48.7,5
2,3,3,スウィット,牡2,55.0,木幡巧,牧,468(+10),20.4,4,美浦,2024101373,1162,エイシンフラッシュ,マツヨイヒメ,キングカメハメハ,-0.4439236091492998,8,-0.0115974021122807,4,-0.2235502374053972,4,-1.6191403428909106,7,0.0729104301004306,0.0372634329742841,48.6,46.9,49.2,4
3,4,4,トムキャット,牝2,55.0,松岡,伊藤伸,434(-2),40.3,6,美浦,2024101524,1085,ステルヴィオ,メガミチャン,クロフネ,-0.5618191308812217,9,-0.0115974021122807,6,-0.2403164684456643,6,-1.6969068227943882,9,0.0674553044970238,0.0188628792227145,44.1,46.0,43.6,7
4,5,5,リケアチャチャチャ,牝2,52.0,▲石田,上原博,414(-8),98.9,9,美浦,2024105243,1203,グレーターロンドン,アースファイヤー,クロフネ,-0.3503383922368357,6,-0.0011810738734191,9,-0.1494255950042024,3,-1.109082162173446,3,0.1214241616052982,0.0076862895113791,43.5,47.1,43.4,10
5,6,6,ドナビッグベン,牝2,55.0,荻野極,秋本,452(-4),19.1,5,美浦,2024101341,1160,タワーオブロンドン,エアリーリージェン,ルーラーシップ,0.0355557060306212,2,-0.0115974021122807,3,-0.3141793670873984,5,-0.7880165635564972,1,0.167394864939716,0.039799687574628,52.6,46.2,52.8,3
6,7,7,ウカテンセイ,牝2,55.0,小崎,佐藤吉,458(0),134.3,10,美浦,2024103179,1152,リオンリオン,ファインロマンス,ゴールドアリュール,-0.3839972260303139,7,-0.0115974021122807,8,-0.2075049830750437,9,-1.1492844526968593,4,0.1166394546852675,0.0056602682998912,43.8,45.6,43.6,6
7,7,8,ココニイルヨ,牝2,51.0,★谷原,粕谷,386(0),70.5,8,美浦,2024108121,1219,エスケンデレヤ,スマイルハライト,バトルプラン,-0.6374232993486929,10,-0.0115974021122807,10,-0.2716716028849519,10,-1.810079000537988,10,0.0602373773112128,0.0107826103925588,43.5,45.3,43.4,9
8,8,9,レオライジング,牝2,55.0,原,杉浦,466(-2),88.6,7,美浦,2024101902,1184,インディチャンプ,センコウノマイヒメ,スタチューオブリバティ,-0.222156142375732,5,-0.0115974021122807,7,-0.2817333018301479,8,-0.921566670730148,2,0.146467765718405,0.0085798423552527,43.8,45.8,43.5,8
9,8,10,ユイノキャッツアイ,牡2,55.0,木幡初,深山,484(+4),6.5,2,美浦,2024103015,1153,カリフォルニアクローム,ジュリアヴィーナス,ジャスタウェイ,-0.0010825316716504,3,-0.0115974021122807,2,-0.3412383097932643,2,-1.4915684155478326,6,0.0828311029379427,0.1169498511808301,56.1,53.8,56.6,2
