,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ブライトベリル,牝3,55.0,中井,中内田,512(+2),36.6,12,栗東,2023100907,1141,Uncle Mo,オルグランデス,Le Havre,-0.8520867358446835,14,-0.0583234451244396,10,0.2845224879291529,1,-1.4161908701049029,12,0.0316782615328422,0.0217013399848585
1,1,2,グリミスティ,牝3,55.0,菱田,森田,432(-4),20.7,10,栗東,2023101308,1144,アルアイン,マリアンヌカフェ,マンハッタンカフェ,0.1260471881125389,7,0.0429016665147868,2,-0.7487008159311677,11,-0.2948024014917763,3,0.0972241520222744,0.0383704851906194
2,2,3,ルージュマデイラ,牝3,55.0,富田,上村,450(-6),7.2,4,栗東,2023102228,1168,モーリス,ダーヌビウス,キングカメハメハ,0.6018133059179602,3,-0.0641760979149726,12,-0.8140457867598856,12,-0.6933038314267425,8,0.0652690350302768,0.110315144923031
3,2,4,カフジラクレット,牝3,55.0,長岡,杉山佳,460(-8),117.8,16,栗東,2023104835,1142,ダノンスマッシュ,マルモレイナ,エンパイアメーカー,-1.299887851381556,16,-0.11261694785037,15,-0.3195468088891214,5,-2.6748105663980835,15,0.0089980779488515,0.0067425215912209
4,3,5,ヴェルサイユローズ,牝3,55.0,酒井,大久保,434(+8),92.2,15,栗東,2023105117,1034,エピファネイア,クラサーヴィツァ,ハーツクライ,-1.299146265160825,15,-0.11261694785037,15,-1.2503397919424224,16,-2.899366808484786,16,0.0071883003373176,0.0086146317076553
5,3,6,メイショウメゴヒメ,牝3,55.0,田口,大橋,456(-4),6.3,2,栗東,2023109040,1208,アニマルキングダム,メイショウアシタバ,スタチューオブリバティ,1.3726782550269236,2,0.0218833025650432,3,-0.5630514598010771,8,-0.1329670205748579,2,0.1143031968228254,0.1260744513406068
6,4,7,ヤマニンエルファバ,牝3,55.0,高杉,千田,472(+16),4.2,1,栗東,2023104362,1213,ルヴァンスレーヴ,ヤマニンバステト,ディープインパクト,2.5845474794449594,1,-0.0583234451244396,10,-0.2637003717464892,4,0.1594470421551495,1,0.1531271469108961,0.1891116770109103
7,4,8,ハツアカネ,牝3,55.0,松若,小崎,478(-6),14.7,8,栗東,2023103323,1154,ニューイヤーズデイ,アンバーミニー,ダイワメジャー,-0.2906462410479624,10,-0.0353874196237238,6,-0.4595335055431088,7,-1.0315433488619856,11,0.0465384201312026,0.0540319077174029
8,5,9,エンジェルグラース,牝3,53.0,◇永島,高橋康,420(-2),11.7,6,栗東,2023104979,1187,シャンハイボビー,スラリーアイス,オレハマッテルゼ,-0.3384343006907147,11,-0.0512735614587095,9,0.2230041250164229,2,-1.5160624455420115,13,0.0286673577297371,0.0678862430295575
9,5,10,クレスコフェーヴ,牝3,55.0,藤懸,羽月,388(-18),39.6,13,栗東,2023103829,1138,オルフェーヴル,ティイ,エイシンフラッシュ,-0.2354552008714913,9,-0.1024975090128572,14,-1.1045955657748217,13,-0.4273836864141251,5,0.0851519981674214,0.0200572990769147
10,6,11,ヒデガミティアラ,牝3,52.0,▲森田,浜田,410(+4),42.3,14,栗東,2023100864,1222,サトノダイヤモンド,ムーンエクスプレス,アドマイヤムーン,-0.7007212198284182,12,-0.0182515657048601,4,-1.220574553106568,15,-1.0147770986894398,9,0.0473252727775104,0.0187770459443457
11,6,12,テクノピーチ,牝3,54.0,☆田山,橋口,454(+6),8.6,5,栗東,2023102739,1220,モーリス,ラルシュドール,シンボリクリスエス,0.5901515215624802,4,-0.0353874196237238,6,-0.3235796482596401,6,-0.4620933423105821,6,0.082247107131838,0.0923568655169562
12,7,13,スマイルガーデン,牝3,55.0,西村淳,西村,474(-10),12.3,7,栗東,2023107077,1171,ナダル,スマイルシャワー,シンボリクリスエス,0.1903540845188169,6,-0.0353874196237238,6,-0.7271741907340182,10,-0.5355103549117898,7,0.0764251021802514,0.0645747189793352
13,7,14,エレーデサンライズ,牝3,55.0,幸,平田,454(-2),7.6,3,栗東,2023100912,732,エピファネイア,カラズマッチポイント,Curlin,0.3138882064061101,5,0.0656890088720542,1,-0.1557968872286292,3,-1.0243553562158931,10,0.0468741430944733,0.1045090846639241
14,8,15,デアアテナ,牝3,55.0,国分恭,田中克,450(+10),23.4,11,栗東,2023106391,1124,マジェスティックウォリアー,ゴッドフロアー,ハーツクライ,-0.8477035223580325,13,-0.0353874196237238,6,-0.6164824461270241,9,-1.885892076893028,14,0.0198049019995814,0.0339431215147787
15,8,16,エイシンキタールン,牝3,55.0,吉村,野中,508(-6),18.5,9,栗東,2023100417,1216,オルフェーヴル,エイシンムジカ,キングカメハメハ,0.0846012961938945,8,-0.0641760979149726,12,-1.1397478862298418,14,-0.381192500471007,4,0.0891775261826996,0.0429334618078823
