,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,デルマハルナ,牝3,52.0,▲和田陽,天間,462(-4),60.1,8,美浦,2023101370,1223,ディーマジェスティ,フェリシアルチア,サウスヴィグラス,-0.8980754895121792,10,-0.318040384812385,4,0.7315588689825653,3,-1.187335542518697,9,0.0549489832061715,0.0132135749927206,48.1,49.1,44.9,9
1,2,2,ラブデウザ,牝3,51.0,★河原田,加藤和,398(-2),18.4,7,美浦,2023109094,1204,リアルスティール,ボンニデー,キングカメハメハ,-0.6314156386002006,8,-0.8180701875001724,10,-0.6090298895474128,7,-1.0325375953383111,6,0.0641486549691734,0.0431595574490496,43.7,45.8,45.2,8
2,3,3,ハネマン,牝3,55.0,原田和,伊坂,420(-10),57.7,9,美浦,2023103936,1143,ファインニードル,オルレアンシェリ,ハービンジャー,-0.4817463681391968,7,-0.6052898674542785,7,-0.3532757220186909,10,-0.4443276174695773,3,0.115516468214904,0.0137631864308927,45.4,45.6,46.8,5
3,4,4,ジャーナーリア,牡3,57.0,池添,本田,528(0),3.0,1,栗東,2023100596,1032,サートゥルナーリア,ベルライン,ダイワメジャー,1.432199233675737,2,-0.4718331910584842,1,-1.031498180655592,1,-0.2133252711137651,2,0.1455348312651869,0.2647119523541711,77.3,78.0,77.8,1
4,5,5,ミスマラッカ,牝3,55.0,丹内,本間,442(-2),7.4,5,美浦,2023103857,1091,マテラスカイ,ノーブルサファイア,サウスヴィグラス,-0.3878756896117863,6,-0.9892719274711552,8,-0.245423049240386,9,-1.617352429440156,10,0.0357442097066548,0.107315656359799,45.3,45.7,46.3,6
5,6,6,ホワイトラバーズ,牝3,55.0,古川吉,大根田,478(-8),21.9,6,栗東,2023101742,1015,ディーマジェスティ,ホッコーエレノア,クロフネ,-0.3731956558548442,5,-0.1488728506011288,9,-0.8921092951508985,6,-0.5028242778799054,4,0.1089529830857666,0.0362619112813933,43.7,45.8,45.4,7
6,7,7,ミスチヴマリアンヌ,牝3,55.0,佐々木大輔,小野,436(-4),9.1,4,美浦,2023103231,1197,ミスチヴィアスアレックス,マイネマリアンヌ,ダイワメジャー,-0.2702991081711285,4,-1.084931316930889,5,-1.3940570917854531,2,-0.9025633662777036,5,0.0730524263770813,0.0872676766002761,48.0,51.0,48.4,4
7,7,8,エコロセレナ,牝3,55.0,斎藤,斎藤誠,470(0),3.8,2,美浦,2023107403,1178,コントレイル,アマルティア,アドマイヤムーン,2.0459338365898194,1,0.0763393160218669,2,-0.3204916197861309,5,0.4808184700465214,1,0.2913598756714788,0.2089831202796087,52.2,46.5,51.3,2
8,8,9,アルマフレイヤ,牝3,52.0,▲遠藤,伊藤伸,396(-4),48.6,10,美浦,2023101761,1218,オルフェーヴル,アルマディヴァン,メジロベイリー,-0.8765607133999017,9,-0.0684796598769748,6,0.1384706793124998,8,-1.1867588247683858,8,0.0549806824000133,0.0163402439724797,45.5,45.8,44.5,10
9,8,10,トルークマクト,牝3,53.0,△鷲頭,福永,448(-4),3.8,3,栗東,2023101088,1202,ドレフォン,エトピリカ,キングカメハメハ,0.44103559302368,3,-0.3151999231829841,3,-0.4405781921743789,4,-1.1726680794385749,7,0.0557608851035689,0.2089831202796087,50.8,46.7,49.5,3
