,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フェニーチェドーロ,牝4,56.0,荻野琢,宮本,472(0),64.8,12,栗東,2022101408,1112,ナダル,ゴッドフェニックス,ブライアンズタイム,-0.7036783146588377,11,-0.0103692549006235,10,-0.94064199345392,9,-1.2095864058737955,8,0.0315772159232576,0.0122349763504216,44.5,44.5,44.0,10
1,2,2,ライラックデューン,牝4,53.0,▲和田陽,緒方,464(-2),90.0,13,栗東,2022101473,1223,コパノリッキー,スターライラック,シニスターミニスター,-0.7522013542187562,12,-0.0103692549006235,12,-1.463983174534641,8,-1.3236497359322854,11,0.0281732378628432,0.0088091829723035,41.7,44.5,42.6,12
2,3,3,ゴールドヴィーナス,牝3,53.0,松本,森秀,462(+4),14.9,6,栗東,2023105672,1191,ドレフォン,グラニーズチップス,ハーツクライ,-0.419753183338795,8,0.0,7,-0.5716680823630885,11,-1.2421430218512113,9,0.0305657233595924,0.0532098300340483,49.2,44.1,46.5,8
3,3,4,プリンセスアツコ,牝3,53.0,鮫島駿,河嶋,420(+2),3.7,1,栗東,2023104046,1157,ドレフォン,カフジウインド,ディープインパクト,2.55334724279973,1,0.0,3,-0.5127479083338153,4,1.0008390132844656,1,0.2879714273453877,0.214277423650627,55.8,54.6,79.4,1
4,4,5,ブーケドグレイス,牝5,56.0,横山琉,相沢,468(-10),59.3,11,美浦,2021102494,1192,ヴァンセンヌ,グレースローラ,アサクサデンエン,-0.760101856706705,13,0.0047170436322522,9,-0.2298791251047097,10,-1.5484782685298877,13,0.0225006451648721,0.0133697549326698,44.9,44.1,43.7,11
5,4,6,ビーチイン,牝3,53.0,横山和,和田勇,420(0),5.6,4,美浦,2023105830,1140,ダノンプレミアム,アグアアスール,ロードカナロア,1.0721004750149088,2,0.0,1,-0.8393350763216739,3,0.3630583648893971,2,0.1521825239969199,0.1415761549120214,78.1,56.5,59.9,2
6,5,7,ジーティーアリア,牝3,53.0,北村友,田中克,446(-4),5.1,3,栗東,2023105358,1102,コントレイル,ヴァラディヤ,Siyouni,1.0168216043338798,3,0.0,4,-0.4391838852014444,2,0.2095182622288773,3,0.1305218327521599,0.1554561700994745,54.4,58.0,52.1,5
7,5,8,クッカユフラ,牝3,53.0,斎藤,池上,444(-2),58.1,10,美浦,2023104420,1178,マジェスティックウォリアー,ロニセラ,ディープインパクト,-0.4949810182235825,9,0.0,13,-2.0423616680613303,12,-0.5753553702388503,6,0.0595411030183088,0.0136458944493514,40.4,43.8,41.3,13
8,6,9,ミリオンアップ,牝3,50.0,★河原田,野中,458(+4),27.7,8,栗東,2023102250,1204,オルフェーヴル,レッドリボン,ディープブリランテ,-0.316304550967019,7,0.0,8,-0.701050925617387,13,-0.4176156165763488,5,0.0697143817771036,0.0286218941338382,47.6,43.4,50.3,6
9,6,10,ゴールドドレッサ,牝3,53.0,横山武,中川,440(+2),18.5,7,美浦,2023102432,1170,ゴールドドリーム,ラタンドレス,エンパイアメーカー,-0.3041233901983077,6,0.0,5,-0.8813818145470107,1,-0.6155500324325665,7,0.0571953281236966,0.0428554847301254,51.2,80.0,49.2,7
10,7,11,ストラニエーロ,牝4,56.0,佐々木,尾関,460(+7),37.5,9,美浦,2022106613,1197,キズナ,アニエラ,Dubawi,-0.701658184629595,10,-0.0103692549006235,11,-1.5611580511668,5,-1.5285085676431622,12,0.0229544928373538,0.0211420391335285,43.7,48.8,45.4,9
11,7,12,リピース,牝3,51.0,△鷲頭,前川,422(-6),7.9,5,栗東,2023107412,1202,サンダースノー,キモンクイーン,クロフネ,-0.0934578609000308,5,0.0,6,0.0494598024124082,7,-1.282904427043938,10,0.0293448723574288,0.1003577806971291,50.8,47.0,52.5,3
12,8,13,スタンピー,牝4,56.0,黛,深山,462(-6),139.7,14,美浦,2022101315,1109,アルアイン,ハタノフォルトゥナ,グラスワンダー,-0.9252052723255968,14,0.0,14,-0.7178149955465325,14,-2.7223652858066925,14,0.0069563642884748,0.0056752073550989,39.1,43.3,40.8,14
13,8,14,ヴァレンティーニ,牝3,53.0,吉田隼,新開,484(0),4.2,2,美浦,2023106847,1095,ナダル,アラゴネーゼ,ゴールドアリュール,0.829195664018709,4,0.0,2,-0.6121324358990375,6,-0.4021512282017328,4,0.0708008511926001,0.1887682065493619,58.6,47.3,52.3,4
