,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,テーオータウンズ,牡3,57.0,高杉,藤岡健,504(+2),32.3,10,栗東,2023102844,1213,アジアエクスプレス,グーテデロワ,スペシャルウィーク,-0.6125852388081966,11,0.0359534803415592,13,-1.0713691588192935,1,-1.146657687307371,9,0.0334358236815802,0.0245717176259325,39.6,78.5,39.1,13
1,2,2,テイエムファントム,牡3,57.0,田口,鈴木孝,484(-2),12.5,6,栗東,2023102569,1208,フィレンツェファイア,エスミラクル,モーリス,-0.2796393834296038,6,0.0870761022560561,3,0.2553991141342102,6,-0.951759627763136,8,0.0406307817310284,0.0634933183454096,54.2,51.2,52.6,6
2,3,3,トゥレネヴェリテ,牡3,55.0,△柴田裕,中竹,458(+3),40.2,10,栗東,2023104418,1212,コントレイル,ルミエールヴェリテ,Cozzene,-0.8143259792430165,13,-0.071539626904065,8,-1.1098080055761397,7,-2.3220714245583043,13,0.0103213457456412,0.0197429472467069,49.3,48.1,46.5,10
3,3,4,フレアオブセンス,牡3,57.0,西村淳,高野,484(+4),3.7,1,栗東,2023107022,1171,ポエティックフレア,ザイラ,フェノーメノ,2.7484895004548004,1,0.0656890088720542,4,0.0076302779838673,3,1.077210556538693,1,0.3090478546605336,0.214504453869627,53.3,55.5,55.2,2
4,4,5,アイアン,牡3,57.0,Ｍデムーロ,辻野,430(-4),13.9,7,栗東,2023103096,5212,レイデオロ,マニヤラ,Manduro,-0.4740666570200744,10,0.0870761022560561,2,0.1303719299871448,14,-1.6557878170078446,11,0.0200955372050184,0.0570983078645769,54.6,40.9,52.8,5
5,4,6,リリーサンダー,牡3,56.0,☆田山,緒方,418(+6),7.1,3,栗東,2023104172,1220,ミスチヴィアスアレックス,クロランサス,ディープインパクト,0.7074691260352132,3,0.0656890088720542,7,-0.3651036028259916,2,0.204031858125649,2,0.129065165528219,0.1117840111714957,50.6,56.8,49.3,8
6,5,7,テーオーレックス,牡3,57.0,菱田,岡田,458(-4),84.0,14,栗東,2023101580,1144,サートゥルナーリア,テーオービクトリー,ブラックタイド,-0.8075421573172242,12,0.0517832964423219,12,-1.545724322308285,11,-1.5856539076136704,10,0.0215555143516935,0.0094484104680669,44.8,42.5,44.3,12
7,5,8,ウルトラハート,牡3,57.0,角田和,中尾,502(+8),3.8,2,栗東,2023104157,1186,ホッコータルマエ,プレイフォーユー,ハーツクライ,1.3028263232488475,2,0.0656890088720542,6,-0.5948261161391161,13,0.0838778992066644,3,0.1144529105723456,0.2088595998204263,51.6,41.5,49.5,7
8,6,9,ビーウィナー,牡3,57.0,秋山稔,羽月,548(+10),78.2,14,栗東,2023106022,1181,ビッグアーサー,ビーウィッチド,ハービンジャー,-0.4245438786643297,9,-0.0794787566238117,14,-0.7062409924029639,8,-0.3535173880930526,6,0.0739040913482295,0.010149187715059,32.0,45.6,33.0,14
9,6,10,サトノライトニング,牡3,57.0,コレット,田中克,482(0),18.7,8,栗東,2023100995,5691,サンダースノー,チリエージェ,サクラバクシンオー,-0.092884191275313,5,0.0656890088720542,5,-0.142675567937349,12,-0.1840797212167092,4,0.0875496321043801,0.0424420577175197,52.4,42.2,53.2,4
10,7,11,レッドフレーザー,牡3,57.0,松若,矢作,494(-12),22.0,8,栗東,2023105340,1154,ドレフォン,ラーゴブルー,ハーツクライ,-0.3414998557155102,7,-0.0980409462953119,10,-0.8560486584802613,9,-0.5706452111844948,7,0.0594800145751673,0.0360757490598918,47.4,45.5,46.6,9
11,7,12,メイショウゲッコウ,牡3,57.0,西塚,笹田,476(0),10.4,5,栗東,2023101940,1200,ミッキーアイル,メイショウレクセラ,キングカメハメハ,-0.4020008095382913,8,-0.0902942992187087,9,-0.7763267920666607,10,-2.2710472970878084,12,0.0108616504786195,0.0763140845497711,48.1,42.9,45.9,11
12,8,13,コズミックフレア,牝3,55.0,幸,吉田,464(-4),7.5,4,栗東,2023103852,732,アメリカンペイトリオット,ハービンマオ,ハービンジャー,0.3185188862061445,4,0.0426710903963058,1,0.0221978549172191,4,-0.259946666783487,5,0.0811532149893602,0.1058221972423493,77.3,55.0,54.7,3
13,8,14,サカトクフェイス,牡3,57.0,長岡,今野,448(+4),40.3,12,栗東,2023101898,1142,ダノンスマッシュ,マナブフェイス,ブラックタイド,-0.8282156849334441,14,-0.0182515657048601,11,-0.8081691706378527,5,-2.5225378006245225,14,0.0084464630281828,0.0196939573031667,45.0,53.8,77.3,1
