,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,マンダリンボレロ,牡6,58.0,松岡,伊藤伸,496(-8),---.-,7,美浦,2020101655,1085,スピルバーグ,ジャーメイン,アドマイヤムーン,1.0345082247230826,6,-0.0876430133937287,6,0.1596174756175707,4,45.4,47.2,48.5,5
1,2,2,ウインアルドーレ,牡5,58.0,菊沢,奥平,496(-4),---.-,10,美浦,2021106192,1161,ビーチパトロール,アルデュール,フレンチデピュティ,1.0345082247230826,6,-0.0876430133937287,5,0.1596174756175707,5,46.6,46.3,43.6,8
2,3,3,レッドベルダンス,牡4,58.0,嶋田,手塚久,486(+6),---.-,4,美浦,2022104897,1134,レイデオロ,ダンシングラグズ,Union Rags,1.0345082247230826,6,-0.0876430133937287,1,0.1596174756175707,1,75.2,75.6,74.0,1
3,4,4,ディーズゴールド,牡4,58.0,坂井,中舘,484(-4),---.-,1,美浦,2022105847,1163,リオンディーズ,ボニーゴールド,ディープインパクト,1.0345082247230826,6,-0.0876430133937287,2,0.1596174756175707,2,58.3,57.3,54.1,3
4,5,5,ダディーズトリップ,牡10,58.0,横山典,千田,472(-4),---.-,9,栗東,2016100126,660,ドリームジャーニー,ヴードゥーレディ,デインヒル,1.0345082247230826,6,-0.0876430133937287,10,0.1596174756175707,9,41.5,44.2,38.1,10
5,6,6,エリーナストーム,牝4,56.0,三浦,鹿戸,524(0),---.-,2,美浦,2022105030,1122,サトノアラジン,プンタステラ,Elusive City,1.0345082247230826,6,-0.0876430133937287,7,0.1596174756175707,7,45.1,44.5,43.0,9
6,7,7,クロドラバール,セ5,58.0,石川,奥村武,520(+4),---.-,8,美浦,2021101733,1150,ロードカナロア,ジュエルメーカー,エンパイアメーカー,1.0345082247230826,6,-0.0876430133937287,9,0.1596174756175707,10,43.7,43.1,44.1,7
7,7,8,トゥーザムーン,牝4,56.0,木幡巧,辻,502(+14),---.-,5,美浦,2022102700,1162,American Pharoah,ミチャチスインテンタ,Paynter,1.0345082247230826,6,-0.0876430133937287,4,0.1596174756175707,3,48.0,52.1,53.0,4
8,8,9,キングツェッペリン,牡5,58.0,石橋脩,牧田,470(-2),---.-,6,栗東,2021106521,1077,モーニン,トウカイベルタ,ワイルドラッシュ,1.0345082247230826,6,-0.0876430133937287,3,0.1596174756175707,6,51.0,45.5,54.6,2
9,8,10,ユイノマチブセ,牡6,58.0,木幡初,竹内,442(+2),---.-,3,美浦,2020105147,1153,シニスターミニスター,デフィニール,ブラックタイド,1.3451250978252256,1,-0.0296809186284518,8,0.1596174756175707,8,45.1,44.2,46.9,6
