,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,マーゴットガイア,牝3,55.0,西村淳,石坂,482(-2),---.-,1,栗東,2023101702,1171,コントレイル,アントハッティー,Camelot,1.1471152243787777,7,0.0656890088720542,5,-0.2327580731069657,2,53.0,57.4,76.2,1
1,1,2,ヒデガミティアラ,牝3,52.0,▲森田,浜田,406(-8),---.-,16,栗東,2023100864,1222,サトノダイヤモンド,ムーンエクスプレス,アドマイヤムーン,0.0054479470872821,15,-0.071539626904065,14,-0.314977964559875,3,35.5,53.4,37.1,14
2,2,3,アキノビューティー,牝3,55.0,鮫島良,河嶋,420(-8),---.-,3,栗東,2023100233,1099,ゴールドドリーム,ジョーゲルダ,オペラハウス,1.3970961510658304,2,0.0656890088720542,4,-0.0130928760488403,8,53.0,46.8,52.2,9
3,2,4,カワキタベレッタ,牝3,55.0,望月洵,角田,428(+4),---.-,13,栗東,2023104048,5666,マインドユアビスケッツ,カワキタロック,ゴールドアリュール,0.7605095650995698,8,-0.0182515657048601,13,-0.0091212779957493,13,41.4,44.7,41.2,13
4,3,5,オーケーキュート,牝3,55.0,Ｍデムーロ,笹田,426(-10),---.-,4,栗東,2023100275,5212,リアルスティール,ヴォレダンルシエル,キングカメハメハ,0.0502076027962731,14,-0.094686087386124,12,-0.1203014821723461,14,49.2,44.2,47.5,12
5,3,6,アンティスマ,牝3,55.0,太宰,石橋,488(-6),---.-,2,栗東,2023100989,1037,ベンバトル,オースミハナチャン,ハーツクライ,1.7089192559766266,1,0.0517832964423219,10,0.3542414257064267,6,52.0,49.6,55.7,2
6,4,7,ショルタメンテ,牝3,53.0,△田山,田中克,414(+8),---.-,10,栗東,2023103819,1220,ニューイヤーズデイ,リトミカメンテ,オルフェーヴル,0.6010634335770675,9,-0.0583234451244396,2,0.1197069864965308,5,55.2,50.6,53.9,4
7,4,8,モンテパステル,牝3,55.0,富田,四位,460(0),---.-,8,栗東,2023106819,1168,ルヴァンスレーヴ,アイスパステル,Shackleford,1.3835650410948157,3,0.0656890088720542,8,-0.0249830389408241,10,52.4,45.2,52.8,7
8,5,9,ダンツカレン,牝3,52.0,▲川端,四位,492(+10),---.-,12,栗東,2023104337,1195,サートゥルナーリア,ウインジュビリー,シンボリクリスエス,0.4144540520944252,11,-0.0182515657048601,1,-0.3132098877339215,1,75.6,84.3,55.0,3
9,5,10,イットガール,牝3,55.0,角田和,矢作,496(0),---.-,11,栗東,2023105313,1186,リアルスティール,トレジャリング,Havana Gold,1.2339180230594269,5,0.0656890088720542,7,-0.1564820382507067,12,52.6,44.8,47.6,11
10,6,11,ヴォメロ,牝3,55.0,松山,宮地,458(+6),---.-,6,栗東,2023103868,1126,ゴールドドリーム,シホノコプント,エピファネイア,0.2844727317358509,12,-0.0583234451244396,9,-0.1584900736887134,4,52.0,52.0,52.3,8
11,6,12,ダノンロワール,牝3,55.0,団野,池添,460(-10),---.-,5,栗東,2023107040,1180,ダノンプレミアム,ショウリュウハル,ジャスタウェイ,0.4703976669853778,10,-0.0583234451244396,6,0.0048873410639532,7,52.8,49.2,52.1,10
12,7,13,デルマトカチ,牝3,55.0,国分優,畑端,490(0),---.-,15,栗東,2023101363,1125,レッドファルクス,デルマシズカチャン,スウィフトカレント,1.282748831664154,4,0.0656890088720542,15,-0.1135730478056346,9,34.8,45.8,35.1,16
13,7,14,セントピュアベース,牝3,55.0,松若,藤野,414(-2),---.-,7,栗東,2023100580,1154,クリソベリル,プリンシアコメータ,スパイキュール,0.2276402569274727,13,-0.0182515657048601,11,-0.4773683684323224,11,51.5,45.1,53.4,5
14,8,15,ヴェロシオン,牝3,55.0,高倉,武英,418(-4),---.-,14,栗東,2023105121,1130,マクフィ,ショウナンタレント,アグネスタキオン,-0.2275822186072054,16,-0.11261694785037,16,-0.2440621283056295,16,34.7,43.4,35.1,15
15,8,16,エンジェルグラース,牝3,53.0,◇永島,高橋康,422(-8),---.-,9,栗東,2023104979,1187,シャンハイボビー,スラリーアイス,オレハマッテルゼ,1.1528861817979732,6,0.0672240306739974,3,-0.2379891024496628,15,54.2,43.4,52.8,6
