,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ピクラリーダ,牝5,56.0,木幡巧,清水英,464(+8),---.-,16,美浦,2021106347,1162,ブラックタイド,ハイフリート,アフリート,1.259635345500297,1,0.0077519102142444,15,-0.3331179018150763,16,43.5,42.4,39.2,16
1,1,2,アテンスマイル,牝5,53.0,▲上里,室井,460(-12),---.-,14,美浦,2021102396,1217,キズナ,ヤエノグラフ,ロードカナロア,-0.0184297823096631,9,-0.0026497167974026,14,-0.5947894188432757,2,43.7,58.1,39.4,14
2,2,3,アルマロクザン,牝6,56.0,松岡,伊藤伸,488(+2),---.-,10,美浦,2020100759,1085,ドレフォン,アルマディヴァン,メジロベイリー,0.617044713477492,6,-0.0026497167974026,6,-0.1559290053557854,1,48.3,83.8,77.9,1
3,2,4,ミセスリリー,牝4,53.0,▲石田,宮田,478(+6),---.-,11,美浦,2022105000,1203,ワールドエース,フレグラントブレス,クロフネ,0.8326976335062858,4,-0.0026497167974026,12,-0.0069985128166793,13,43.9,43.7,41.9,12
4,3,5,ルパヴィヨン,牝4,56.0,菊沢,小手川,468(-4),---.-,6,美浦,2022105279,1161,イスラボニータ,オーレリアズベル,Lemon Drop Kid,-0.6424678750142421,12,-0.0041300848961758,2,-0.937375752836567,4,58.7,52.8,58.5,2
5,3,6,ラヴノー,牝3,53.0,津村,林,408(+6),---.-,2,美浦,2023105325,1092,モーリス,フィールザレース,Orpen,-0.1678352011145467,10,-0.0026497167974026,7,-0.6979692070309422,12,48.3,45.1,54.5,5
6,4,7,レッドカメリア,牝6,56.0,嶋田,佐藤吉,464(0),---.-,13,美浦,2020100084,1134,レーヴミストラル,インブルーム,シンボリクリスエス,0.7302855320387889,5,-0.0026497167974026,11,-0.077724588361971,6,44.7,49.9,45.4,11
7,4,8,パッションディーバ,牝4,56.0,武藤,武藤,448(+2),---.-,15,美浦,2022101312,1169,ゴールドシップ,ハタノオヌール,サウスヴィグラス,-1.130652670423478,16,-0.0147909316437176,13,-0.6380786817641484,10,43.7,45.9,39.3,15
8,5,9,ブラックティンカー,牝4,56.0,原,粕谷,462(0),---.-,4,美浦,2022100075,1184,シルバーステート,パシュート,キングヘイロー,0.8360770815315635,3,-0.0016147461408949,8,-0.0664510717470531,5,47.9,49.9,48.0,9
9,5,10,プリュノワール,牝5,56.0,杉原,浅利,452(+6),---.-,9,美浦,2021105747,1135,ロードカナロア,プチノワール,シングスピール,-0.85545857628887,14,-0.0139538162712955,16,-0.498003601944895,8,43.4,47.6,41.3,13
10,6,11,リラベガ,牝3,53.0,丸山,岩戸,434(+12),---.-,3,美浦,2023106372,1127,タリスマニック,パティシエール,タニノギムレット,0.1060751872605942,7,-0.0041300848961758,3,-0.4204298801053409,7,56.5,48.7,54.2,6
11,6,12,カシノリアーナ,牝3,50.0,▲佐藤,天間,426(-6),---.-,12,美浦,2023100421,1207,サトノクラウン,ミュゼミランダ,ダイワメジャー,0.0061604328046358,8,-0.0026497167974026,10,-0.5778073494693663,14,45.0,43.5,46.3,10
12,7,13,ルージュブリッツ,牝3,53.0,荻野極,古賀慎,440(+16),---.-,7,美浦,2023101558,1160,エイシンフラッシュ,ブランシェール,ディープインパクト,-1.041136387179502,15,-0.0041300848961758,9,-1.212697310590931,11,45.6,45.6,50.2,8
13,7,14,トワニ,牝3,53.0,横山典,蛯名正,424(0),---.-,1,美浦,2023102694,660,リオンディーズ,イニシャルダブル,ウォーエンブレム,-0.5792903259611574,11,-0.0124478815157204,1,-0.397183422796601,3,82.8,53.7,55.9,4
14,8,15,カガラプンツェル,牝3,53.0,江田照,萱野,476(0),---.-,5,美浦,2023103036,689,タワーオブロンドン,ラブミーダイヤ,ダイワメジャー,-0.8398379068873107,13,-0.0124478815157204,4,-0.5771182901381775,9,54.7,46.9,57.1,3
15,8,16,ロンドンアームズ,牝5,56.0,田辺,伊坂,474(0),---.-,8,美浦,2021105956,1075,グレーターロンドン,エンブレマータ,ウォーエンブレム,0.8871327990591127,2,-0.0026497167974026,5,0.0305945604240996,15,49.2,42.5,51.0,7
