,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,アメリカンビヨンド,牡4,58.0,西塚,藤原,526(-6),---.-,6,栗東,2022110104,1200,McKinzie,Church by the Sea,Harlan's Holiday,0.8082281114605385,6,-0.024889072054958,7,0.0538114552566534,7,47.9,46.0,46.2,9
1,2,2,カネコメファミリー,牝5,54.0,◇今村,中尾,504(-4),---.-,3,栗東,2021104151,1193,ホッコータルマエ,プロテクトジアース,アフリート,0.145896116711889,8,-0.2448020439990545,4,0.085572028274777,4,49.8,51.7,48.1,5
2,3,3,エルル,牝3,53.0,菱田,小崎,494(+10),---.-,5,栗東,2023110098,1144,Yaupon,Munnings' Finest,Munnings,1.2603862591932922,3,0.0446505590645565,5,0.1561400398213738,2,49.3,52.1,48.4,4
3,4,4,ベラジオリン,牝3,53.0,西村淳,小椋,422(-2),---.-,4,栗東,2023106968,1171,シスキン,ギーニョ,サンデーサイレンス,-0.0827496620496378,11,-0.1676866816587867,2,-0.1389486151096953,6,54.6,49.5,52.5,3
4,4,5,イチトゼロノアイダ,牝4,56.0,吉村,石坂,476(-4),---.-,10,栗東,2022101607,1216,サンダースノー,トーホウルス,ディープインパクト,-0.3686126660517344,13,-0.19448649380435,12,-0.2300552492420573,10,42.4,44.5,41.8,13
5,5,6,プルミエールパス,牝5,54.0,△柴田裕,河嶋,480(0),---.-,8,栗東,2021103451,1212,ロゴタイプ,シャインパーミット,ファルブラヴ,0.1444213808462591,9,0.0961544552894282,8,-0.439771946516124,3,46.2,51.7,46.3,8
6,5,7,ピオニエーレ,牡5,58.0,酒井,高橋康,448(+2),---.-,12,栗東,2021104138,1034,リオンディーズ,パイオニアプライド,クロフネ,1.486500333026569,1,0.1221362810910742,13,0.141589630498267,11,42.3,44.1,42.2,12
7,6,8,ブルーマッキンジー,牡3,55.0,松山,杉山佳,494(-6),---.-,1,栗東,2023110106,1126,McKinzie,Blueeyesintherein,Magna Graduate,1.255999113044037,4,0.0446505590645565,1,0.1541089230414946,1,80.7,81.3,80.9,1
8,6,9,ミヤフロント,牝3,50.0,▲森田,斉藤崇,452(-4),---.-,2,栗東,2023102606,1222,Kingman,フロントゲート,War Front,1.0099408143496955,5,0.2219172806388112,6,-0.2325853283618313,5,48.0,51.6,47.8,7
9,7,10,アスコットアイ,牝4,56.0,高杉,緒方,432(-2),---.-,11,栗東,2022103485,1213,モズアスコット,アイアムキャツアイ,アイルハヴアナザー,-0.1940868399779953,12,-0.0755734043149081,10,-0.3322375781356995,9,45.7,44.7,47.9,6
10,7,11,アイファーモービル,牡4,58.0,藤懸,宮本,464(-6),---.-,7,栗東,2022101117,1138,アポロケンタッキー,レディワシントン,Vindication,-0.0347973752360905,10,0.0961544552894282,9,-0.5227448428737616,13,46.0,43.6,46.1,10
11,8,12,ナムラトロム,牡4,55.0,▲水沼,石栗,458(-6),---.-,13,美浦,2022106874,1201,アドミラブル,ナムラモヨ,ラブリーデイ,0.2731371722029256,7,-0.0791338338339831,3,-0.1104481449465796,12,53.8,43.7,55.8,2
12,8,13,ミヤラティーニ,牝3,53.0,松若,東田,436(+10),---.-,9,栗東,2023103862,1154,ルヴァンスレーヴ,ファニーフラッシュ,ゴールドアリュール,1.2746166311507896,2,0.1413841922761682,11,0.013875309786139,8,43.3,45.6,46.0,11
