,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,リフルフォース,牝3,55.0,団野,上村,464(-2),---.-,6,栗東,2023105788,1180,ロードカナロア,イトワズマジック,War Front,0.8852752120952623,1,0.5556412846717599,6,-0.3737242591779821,11,52.8,45.8,49.6,9
1,1,2,ロングジーニアス,牝3,55.0,長岡,高橋亮,394(-2),---.-,10,栗東,2023103159,1142,ベンバトル,ジニアスミノル,ディープインパクト,0.0989682527252256,10,-0.3343188332466554,2,-0.5016775160859189,3,58.6,54.5,51.1,7
2,2,3,メドウセージ,牝3,55.0,高杉,藤岡健,474(+14),---.-,15,栗東,2023103777,1213,ミッキーアイル,サマーローズ,ハービンジャー,-1.541318874727544,18,-1.735599203009229,16,-1.0241650220519185,14,38.2,43.1,39.2,16
3,2,4,ニシノトリビュート,牡3,55.0,△田山,新谷,494(+5),---.-,8,栗東,2023104703,1220,モーリス,ドリームアンドホープ,Royal Applause,-1.4302500859319691,15,-1.6120254195871164,9,-1.0048917705203804,8,50.9,49.8,50.3,8
4,3,5,ヒャクギマル,牡3,57.0,国分優,坂口,480(+6),---.-,13,栗東,2023105890,1125,フォーウィールドライブ,マジックビューティ,オルフェーヴル,-0.5890317409428933,14,-1.755057837192574,12,-0.2531889813693604,7,46.5,52.6,43.4,14
5,3,6,アイルトン,牡3,57.0,酒井,橋田,508(+2),---.-,1,栗東,2023102920,1034,ダノンスマッシュ,ダノングラシアス,マンハッタンカフェ,0.346736529498501,3,-0.4748184815487992,1,-0.2250488083232465,2,79.6,59.9,59.8,2
6,4,7,サラサキングスター,牡3,54.0,▲森田,斉藤崇,448(-10),---.-,11,栗東,2023102561,1222,Kingman,アロハスター,Starspangledbanner,0.2179395176048518,7,-1.0535570246648431,8,-0.0029416391671159,15,51.2,43.0,49.0,10
7,4,8,ナデシコザクラ,牝3,53.0,△柴田裕,秋山,418(-2),---.-,12,栗東,2023103916,1212,ビーチパトロール,ナデシコニッポン,アドマイヤジャパン,0.4276203792062057,2,-0.6776204810414725,13,-0.0466395011379965,16,45.4,42.4,44.8,13
8,5,9,マルモリキャスター,牝3,55.0,泉谷,大橋,486(-10),---.-,4,栗東,2023104839,1182,ビッグアーサー,ミヤビキャッスル,マンハッタンカフェ,-0.4841057939568619,13,-1.1116447769254016,3,-0.5306567709835528,17,57.8,41.6,56.9,4
9,5,10,レイノルズナンバー,牡3,57.0,幸,大久保,488(0),---.-,18,栗東,2023101055,732,ミッキーアイル,ラブエナヴィダ,Gemologist,-1.4633943710728985,17,-1.6004796580572866,17,-1.0378271246477864,6,38.0,53.8,39.1,17
10,6,11,デュードロップ,牝3,53.0,◇永島,平田,418(+10),---.-,9,栗東,2023107123,1187,リオンディーズ,ディーコンセンテス,ディープインパクト,-1.4444916583533145,16,-1.1398499705685678,5,-1.281338161570117,10,54.5,45.9,51.8,5
11,6,12,シャンデリュイーズ,牝3,55.0,松若,小栗,410(-4),---.-,7,栗東,2023103353,1154,ダノンキングリー,エマソング,Unbridled's Song,-0.2810581529420539,12,-0.8584691067593003,7,-0.5107307620600252,9,51.6,46.6,51.6,6
12,7,13,ルージュルガーノ,牝3,55.0,秋山稔,昆,454(+8),---.-,2,栗東,2023106618,1181,キタサンブラック,シックスイス,Luhuk,0.2019498730081327,8,-0.4348230289273345,10,-0.3630613239190691,18,49.8,41.3,48.5,11
13,7,14,ミヤノラングリー,牡3,57.0,太宰,石橋,472(-8),---.-,16,栗東,2023101380,1037,ナダル,ツボミ,スペシャルウィーク,0.3461692609183592,4,-0.1962012573580754,14,-0.3819175232579678,1,42.8,83.2,81.1,1
14,7,15,ランスオブラヴ,牝3,55.0,西村淳,奥村豊,448(-4),---.-,3,栗東,2023102639,1171,サトノダイヤモンド,オーバービュー,Frankel,0.0013144874846485,11,-1.0070776974690308,4,-0.2019307964143307,4,56.7,54.3,56.9,3
15,8,16,パープルウインド,牝3,55.0,藤懸,羽月,394(+6),---.-,17,栗東,2023109108,1138,サトノアラジン,ラベンダーカラー,サクラバクシンオー,0.199696749235721,9,-0.1629356994894212,18,-0.5174974068590665,5,37.5,54.3,38.5,18
16,8,17,マリノムーンリーフ,牝3,55.0,角田和,角田,496(+6),---.-,5,栗東,2023100798,1186,タワーオブロンドン,クラウンビション,メジロベイリー,0.2323475375156524,6,-0.506684420625212,11,-0.298456890048324,12,46.7,44.6,47.9,12
17,8,18,アンコ,牝3,55.0,富田,武英,494(+8),---.-,14,栗東,2023101440,1168,フィレンツェファイア,ファーマペニー,ジャングルポケット,0.238288553348761,5,-0.4385499948873261,15,-0.3319658958660426,13,41.2,43.4,40.5,15
