,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ボディブロー,牡5,58.0,荻野極,森秀,524(-14),---.-,6,栗東,2021110057,1160,City of Light,Race to Urga,Bernstein,0.4116645220858899,2,-0.0011810738734191,3,0.0677898132432399,3,52.2,50.0,51.7,4
1,2,2,ゲキザル,牡7,58.0,原,青木,470(-12),---.-,8,美浦,2019102102,1184,ザファクター,トゥモローズライト,アフリート,0.4851632027522258,1,0.0058294516794486,8,0.0066548767989757,9,44.6,43.8,46.4,7
2,3,3,ラストシャリナ,牡4,58.0,石川,矢嶋,488(-8),---.-,7,美浦,2022100418,1150,アルアイン,ラピーダシャリナ,Vicar,0.4116645220858899,2,-0.0011810738734191,1,0.0677898132432399,1,74.4,77.0,74.4,1
3,4,4,メイショウコバト,牝6,56.0,石橋脩,和田勇,466(-6),---.-,10,美浦,2020106908,1077,ダノンレジェンド,メイショウサワヤカ,メイショウサムソン,-0.9567171105449755,9,-0.0115974021122807,10,-0.0387254936476669,7,36.5,44.9,36.0,10
4,5,5,ピックアップライン,牡6,58.0,木幡巧,田中剛,506(-10),---.-,9,美浦,2020103088,1162,ロゴタイプ,ラブリリック,ワイルドラッシュ,-0.2185890706893805,6,-0.0011810738734191,9,-0.0309896644578121,6,44.2,46.8,42.8,9
5,6,6,アイアムユウシュン,牡5,58.0,小崎,奥平,514(-10),---.-,5,美浦,2021103204,1152,ヘニーヒューズ,アイアムネフライト,アグネスタキオン,-0.3009429348415521,8,-0.0042040132096724,6,-0.0125683939834482,10,45.8,43.6,45.9,8
6,7,7,テセラリアン,牝5,56.0,菊沢,鈴木慎,448(-6),---.-,3,美浦,2021100338,1161,リアルスティール,テセラレフィナード,ファルブラヴ,0.1769148742334563,4,-0.0115974021122807,2,0.1389483453359834,2,53.6,53.9,52.6,2
7,7,8,イリフィ,牝4,56.0,坂井,高野,430(0),---.-,2,栗東,2022110077,1163,Too Darn Hot,Trethias,Invincible Spirit,-0.2771057538548441,7,-0.0115974021122807,4,0.0677898132432399,5,51.9,47.6,52.0,3
8,8,9,ゲイルライダー,牡4,58.0,戸崎圭,牧浦,508(-8),---.-,1,栗東,2022103684,5386,ドレフォン,プライムチョイス,ロードカナロア,-1.3241068772770663,10,-0.0072164255188685,5,-0.1417091344754448,4,51.0,47.8,51.4,5
9,8,10,カネショウレジェン,牡4,58.0,大野,稲垣,486(0),---.-,4,美浦,2022102790,1096,ダノンレジェンド,マスターコーク,フレンチデピュティ,0.034111068179183,5,0.0017867991864033,7,-0.0221419231646169,8,45.7,44.6,46.7,6
