,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ツルノマイハシ,牝3,53.0,佐々木,杉浦,466(+8),---.-,2,美浦,2023103528,1197,モーリス,ブリッツアウェイ,ディープインパクト,-1.5214080869382285,10,-0.0109598037539903,3,-0.19896129299008,5,50.3,48.2,46.0,5
1,2,2,キミノナハオリョウ,牝3,50.0,▲遠藤,千田,432(+4),---.-,8,栗東,2023105199,1218,アドマイヤマーズ,クリールソレイユ,フレンチデピュティ,1.828018937784584,1,0.0070747361998612,10,0.0790498046003336,2,42.7,53.4,75.1,1
2,3,3,デルマリシリ,牝3,53.0,武豊,田中克,474(-4),---.-,1,栗東,2023100997,666,ビッグアーサー,デルマヒスイ,エイシンフラッシュ,-0.2957753811033392,5,0.0002250289596722,1,-0.1448797118048191,1,76.5,76.5,58.6,2
3,4,4,ココソラーレ,牝3,51.0,◇古川奈,天間,430(+8),---.-,10,美浦,2023109031,1190,セイウンコウセイ,ニシノプレジール,オルフェーヴル,0.7124041212102139,2,0.0070747361998612,8,-0.0759670489094489,6,42.7,46.7,42.2,10
4,5,5,ライトニングロッド,牝3,53.0,横山琉,高橋忠,468(+2),---.-,6,栗東,2023101143,1192,サンダースノー,ニードルクラフト,Mark of Esteem,-0.0700394926601457,3,-0.004309032721141,5,-0.0663994801192097,8,49.6,44.1,48.8,4
5,6,6,アルバニー,牝5,55.0,☆舟山,千田,466(+6),---.-,7,栗東,2021105715,1221,ロードカナロア,ピースアンドウォー,War Front,-0.604435213687604,7,-0.004309032721141,4,-0.140654807291306,7,50.2,44.8,45.8,7
6,7,7,メイショウハッケイ,牝3,53.0,浜中,本田,470(-2),---.-,3,栗東,2023105035,1115,ダイワメジャー,メイショウヒサカタ,シニスターミニスター,-0.9988890303856182,9,-0.0109598037539903,2,-0.1263562514987849,3,52.8,51.6,50.1,3
7,7,8,ジュジュドール,牝3,53.0,丹内,西園翔,456(-2),---.-,9,栗東,2023106912,1091,レイデオロ,エクシードリミッツ,Exceed And Excel,-0.1306095931885887,4,-0.0004756262575621,9,-0.1146490403809621,10,42.7,42.6,42.3,9
8,8,9,ルージュナリッシュ,牝4,56.0,池添,手塚徳,460(+6),---.-,5,美浦,2022105162,1032,ドレフォン,レッドラヴィータ,スペシャルウィーク,-0.5655741984944135,6,0.0009287233360444,7,-0.1896809267835358,9,45.9,42.9,45.4,8
9,8,10,ストレイトアスク,牝5,53.0,▲小林美,藤原,438(+2),---.-,4,栗東,2021102312,1206,ロードカナロア,ストレイトガール,フジキセキ,-0.7257692426153823,8,0.0009287233360444,6,-0.2119403404436609,4,46.6,49.2,45.8,6
