,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,キタノバトゥーキ,牝2,55.0,江田照,萱野,438(0),---.-,13,美浦,2024103657,689,ゴールドドリーム,ウィズジョイ,ヴィクトワールピサ,1.0345082247230826,8,-0.0876430133937287,8,0.1596174756175707,2,46.7,55.7,47.4,8
1,2,2,ミュークゼウス,牡2,55.0,野中,稲垣,504(0),---.-,11,美浦,2024103051,1158,タイセイレジェンド,ミラクルモーメント,フジキセキ,1.0345082247230826,8,-0.0876430133937287,9,0.1596174756175707,12,46.6,43.5,45.7,9
2,2,3,メイクアマーク,牡2,55.0,三浦,武井,488(0),---.-,8,美浦,2024105033,1122,ホッコータルマエ,アガサ,マンハッタンカフェ,1.0345082247230826,8,-0.0876430133937287,14,0.1596174756175707,14,43.0,39.9,45.4,10
3,3,4,コンテミュール,牝2,55.0,横山典,村田,458(0),---.-,4,美浦,2024106660,660,ルヴァンスレーヴ,モンペルデュ,Cairo Prince,1.0345082247230826,8,-0.0876430133937287,4,0.1596174756175707,7,52.1,50.3,56.5,4
4,3,5,ヤマタケゲンジ,牡2,55.0,小林脩,萱野,486(0),---.-,15,美浦,2024101779,1183,ウィルテイクチャージ,ディーズプリモ,シニスターミニスター,1.0345082247230826,8,-0.0876430133937287,12,0.1596174756175707,9,43.2,47.3,37.3,15
5,4,6,メジャーシンガー,牡2,55.0,菊沢,伊藤大,492(0),---.-,2,美浦,2024103358,1161,ダイワメジャー,シングシングシング,ヨハネスブルグ,1.0345082247230826,8,-0.0876430133937287,2,0.1596174756175707,3,58.4,55.4,76.0,1
6,4,7,ベルグラース,牝2,55.0,杉原,浅利,478(0),---.-,6,美浦,2024106591,1135,マインドユアビスケッツ,ベルディーヴァ,ダイワメジャー,1.0345082247230826,8,-0.0876430133937287,3,0.1596174756175707,4,53.7,53.3,56.6,3
7,5,8,ポッドレーヴ,牡2,52.0,▲石田,平岩,442(0),---.-,10,美浦,2024101358,1203,ルヴァンスレーヴ,ポッドクヒオ,キングカメハメハ,1.0345082247230826,8,-0.0876430133937287,15,0.1596174756175707,15,42.5,38.7,37.9,14
8,5,9,モーモーワン,牡2,55.0,小崎,萱野,444(0),---.-,14,美浦,2024103006,1152,インティ,ベストマティーニ,ドリームジャーニー,1.0345082247230826,8,-0.0876430133937287,13,0.1596174756175707,13,43.1,42.8,42.1,13
9,6,10,クロダテ,牡2,55.0,津村,田中博,498(0),---.-,1,美浦,2024100686,1092,キタサンブラック,ファッショニスタ,ストリートセンス,1.0345082247230826,8,-0.0876430133937287,1,0.1596174756175707,6,81.8,50.8,56.6,2
10,6,11,ユイノリュウギ,牡2,55.0,木幡初,竹内,450(0),---.-,7,美浦,2024100431,1153,クリソベリル,ゴーインピース,シニスターミニスター,1.0345082247230826,8,-0.0876430133937287,7,0.1596174756175707,1,49.0,80.9,52.9,7
11,7,12,ダブルブロッサム,牝2,55.0,柴田大,菊川,484(0),---.-,12,美浦,2024104700,1009,マインドユアビスケッツ,ニューウェーブ,ハーツクライ,1.0345082247230826,8,-0.0876430133937287,11,0.1596174756175707,11,43.9,45.5,42.2,12
12,7,13,ファルコシニョーラ,牝2,55.0,武藤,高橋文,472(0),---.-,5,美浦,2024101429,1169,ナダル,レディホークフィールド,Hawk Wing,1.0345082247230826,8,-0.0876430133937287,6,0.1596174756175707,8,50.8,49.4,54.8,6
13,8,14,スードランダム,牝2,55.0,荻野極,伊坂,458(0),---.-,9,美浦,2024100640,1160,アメリカンペイトリオット,エンクリプション,ストーミングホーム,1.0345082247230826,8,-0.0876430133937287,10,0.1596174756175707,10,43.9,45.5,42.8,11
14,8,15,オーケーエース,牡2,55.0,木幡巧,相沢,456(0),---.-,3,美浦,2024102821,1162,ホットロッドチャーリー,セラファン,ベーカバド,1.0345082247230826,8,-0.0876430133937287,5,0.1596174756175707,5,51.3,50.9,55.7,5
