,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フィオラーノ,牡3,55.0,松若,吉田,448(-4),---.-,3,栗東,2023102027,1154,インディチャンプ,カツンダモン,エンパイアメーカー,0.394520828796917,5,-0.4403277792556319,3,-0.2062736853305942,5,52.0,48.2,54.5,3
1,2,2,ネフェルアスティ,牝3,53.0,望月洵,地方今津博,422(-9),---.-,12, ,2023105129,5666,ヴァンゴッホ,クイックレス,エスポワールシチー,1.3324286467702915,1,0.3430584036009217,11,0.1025079475266471,11,42.6,41.6,38.0,12
2,3,3,スピリットライズ,セ4,58.0,高杉,高柳大,428(-4),---.-,6,栗東,2022103750,1213,キンシャサノキセキ,スズカエンジェル,High Yield,-0.3171786313906098,9,-1.3854002867761503,7,-0.2437400777731675,6,47.7,47.8,48.7,6
3,4,4,キョラムン,牝4,56.0,太宰,石橋,464(+2),---.-,2,栗東,2022107147,1037,カレンブラックヒル,ネリヤカナヤ,タイキシャトル,-0.3398767261164364,10,-0.7828539929004871,2,-0.6001262087569548,8,54.7,44.6,52.4,4
4,5,5,ケイアイクビラ,牡6,58.0,加藤,宮本,498(-8),---.-,7,栗東,2020105561,1156,ビッグアーサー,ケイアイアテナ,Afleet Alex,-0.1034875713792077,7,-0.785645735582775,6,-0.4098888971881321,4,48.9,55.4,50.1,5
5,5,6,ソリスディエス,牡4,58.0,田山,小崎,486(+6),---.-,8,栗東,2022105496,1220,キタサンブラック,プリュス,ヴィクトワールピサ,-0.5892934181330867,12,-0.8966523644260139,9,-0.7353074354310386,9,45.7,43.1,44.6,9
6,6,7,グッドピース,牡3,55.0,西村淳,高野,446(-10),---.-,1,栗東,2023110055,1171,Kingman,フィドゥーシア,Medaglia d'Oro,0.6498813276157159,2,0.0201438023342652,1,-0.2609711597655519,1,78.2,75.7,57.1,2
7,6,8,ギザキズラヴ,牝4,56.0,田口,加藤公,460(+2),---.-,10,栗東,2022106715,1208,キズナ,アップワードスパイラル,Teofilo,-0.4306119348028666,11,-0.8410217515855325,10,-0.6398895564343304,12,45.0,40.4,44.2,10
8,7,9,マウンテンバローズ,牡3,55.0,吉村,清水久,532(+2),---.-,5,栗東,2023100942,1216,キタサンブラック,ターフウォー,War Front,-0.0361053876665569,6,-0.4864859891041082,4,-0.5240574909659289,2,51.7,58.0,76.3,1
9,7,10,リアルアルバ,牡3,55.0,西塚,大橋,466(-2),---.-,11,栗東,2023101065,1200,マテラスカイ,サンコロネット,スペシャルウィーク,0.5883056556520081,4,-0.4863057889059464,12,-0.0257954919703491,10,37.4,43.0,39.9,11
10,8,11,ミライハーモニー,牝5,56.0,今村,飯田,418(-6),---.-,4,栗東,2021104671,1193,タリスマニック,オンリートゥモロー,ディープインパクト,0.6279904806540836,3,-0.3850314311333755,8,-0.0509772320171803,3,46.5,55.8,48.1,7
11,8,12,ラブアイミー,牝4,56.0,幸,森田,404(-14),---.-,9,栗東,2022107258,732,サンダースノー,ラブカンプー,ショウナンカンプ,-0.2144544309146548,8,-1.278124708290743,5,-0.2219770921040538,7,49.7,46.3,46.1,8
