,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,リザレクティア,牝3,55.0,秋山稔,高橋康,456(0),56.5,11,栗東,2023102232,1181,サートゥルナーリア,フリークアウト,キンシャサノキセキ,-0.7867547339399713,13,-1.3912264790954447,12,-0.1923068826366515,8,-1.5994526581690036,13,0.0279920928680721,0.0140938536137062,44.6,49.3,43.7,11
1,1,2,コースタルロード,牝3,55.0,西塚,辻野,434(0),23.5,10,栗東,2023100973,1200,ロードカナロア,ロイヤルストリート,ディープインパクト,-0.1432689428034529,9,0.9301297030403411,7,0.4272551158036143,3,-0.6828499070225126,7,0.070002070758153,0.0338852225180596,53.3,58.1,79.6,1
2,2,3,アリディプラチノ,牝3,55.0,国分優,畑端,426(+2),106.9,13,栗東,2023102063,1125,ホークビル,タイセイラルーナ,ゴールドアリュール,-0.7608788541987488,12,-1.1898470271086632,17,-0.2952011855452793,15,-1.317163282199285,11,0.0371220617308733,0.0074490433037829,38.6,42.4,40.7,13
3,2,4,ドゥボヌール,牝3,53.0,◇永島,奥村豊,406(+2),11.1,9,栗東,2023103381,1187,モーリス,キャンディスイート,ヴィクトワールピサ,0.4296276379110581,5,-0.4802978129897496,3,0.0111960885328736,5,-0.4635126474250204,4,0.0871701611291125,0.0717389846103063,56.2,53.1,54.2,5
4,3,5,ビケイムフリー,牝3,55.0,田口,吉村,408(+6),101.9,15,栗東,2023104381,1208,サートゥルナーリア,エレーデ,ディープインパクト,-0.7531911503713017,11,-0.51783195168233,15,-0.5483872365722361,9,-1.3071699968014567,10,0.0374948928896429,0.007814550826049,38.9,44.7,40.5,17
5,3,6,シャンデリュイーズ,牝3,55.0,松若,小栗,408(-2),10.7,6,栗東,2023103353,1154,ダノンキングリー,エマソング,Unbridled's Song,0.1208010328742063,7,0.1285098968747407,5,-0.8670831583878055,10,-0.9271708628211134,8,0.0548281565727298,0.0744208158106916,55.9,44.2,54.8,4
6,4,7,ピンクパンサー,牝3,55.0,加藤,庄野,470(0),32.3,7,栗東,2023100490,1156,アルアイン,フレイムコード,タヤスツヨシ,-0.7946158194939297,14,-0.05742025678203,2,-0.1846714310202627,11,-2.117306988656209,16,0.0166776206894321,0.0246533352685573,57.7,43.7,55.5,3
7,4,8,ブライトエンジェル,牝3,55.0,角田和,角田,456(-4),6.4,4,栗東,2023104374,1186,コントレイル,イベリス,ロードカナロア,0.9255136801408635,4,-0.2535153716054888,8,-0.2122200520808055,14,-0.5232846139806763,5,0.0821124883970436,0.1244223014335001,52.5,42.9,50.4,9
8,5,9,テンタイムトップ,牝3,55.0,亀田,高柳大,456(-4),129.4,16,栗東,2023103436,1176,ナダル,ジュエルオブナイル,デュランダル,-1.0664841842586017,17,-0.399657333436166,16,-0.5818310949041693,17,-2.726788429724793,17,0.0090664999914495,0.0061538077988748,38.7,42.0,40.6,14
9,5,10,ホーリーステップ,牝3,52.0,▲森田,斉藤崇,448(0),4.8,1,栗東,2023102145,1222,ダノンキングリー,ホーリーシュラウド,Cape Cross,2.0926951706065005,1,-0.5137429824823165,9,-0.1716329064092402,1,0.09733791387749,1,0.1527362602543712,0.1658964019113335,52.2,80.9,48.0,10
10,6,11,ハクサンテドリガワ,牝3,55.0,吉村,小崎,436(-4),11.0,5,栗東,2023105692,1216,ハクサンムーン,キャメロンロード,デュランダル,-0.0870954077245639,8,-0.60158205335086,4,-0.2788083369113624,2,-1.3234036643779947,12,0.0368911271877424,0.0723911571976728,55.9,59.5,54.0,6
11,6,12,ヨウリンケイジュ,牝3,55.0,団野,吉村,446(+6),83.9,14,栗東,2023103978,1180,マジェスティックウォリアー,ビップキャッツアイ,シンボリクリスエス,-0.9304769941497176,15,-1.0959223856622626,13,-0.3136474390869122,7,-1.9979674125759588,15,0.0187915503308807,0.009491093315547,39.3,49.5,40.6,15
12,7,13,フルフィルメント,牝3,55.0,国分恭,宮地,516(+4),16.4,8,栗東,2023106464,1124,ベンバトル,パフォーム,マツリダゴッホ,0.2200645018678028,6,-0.2741350459084051,10,0.1198360908458125,12,-0.4290422307651403,3,0.0902273413330076,0.0485550444618537,49.8,43.6,51.1,8
13,7,14,ロージーキャンドル,牝3,55.0,幸,小栗,474(+3),36.7,12,栗東,2023106792,732,サトノクラウン,アドヴェントス,ジャングルポケット,-0.5522330443642953,10,-0.4086699516458104,11,-0.2916892266621494,6,-1.1722199254924657,9,0.0429121415369654,0.0216976220483487,45.6,53.0,43.6,12
14,8,15,ベルセクレト,牝3,55.0,高杉,藤岡健,468(-2),4.8,3,栗東,2023109072,1213,リアルスティール,ベルリオーズ,エピファネイア,1.9156156802623368,2,0.2397537454829437,6,-0.1426814613314863,13,-0.0207124269687388,2,0.1357292786804462,0.1658964019113335,55.1,43.6,52.3,7
15,8,16,ティグリス,牝3,55.0,コレット,杉山晴,450(-2),5.5,2,栗東,2023104994,5691,エピファネイア,アタブ,New Approach,1.1098944997975193,3,-0.4726336683927036,1,-0.2237054327787467,4,-0.556112325894928,6,0.079460687698467,0.1447823143953456,76.8,57.3,60.0,2
16,8,17,マルモズイルバア,牝3,55.0,富田,中尾,414(+5),119.6,17,栗東,2023104345,1168,シルバーステート,バリアーモ,シンボリクリスエス,-0.9392130721557084,16,-0.8414701528715046,14,-0.604280129564439,16,-1.8971158334909253,14,0.0207855679516101,0.0066580495750367,39.0,42.1,40.5,16
