,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,クイーンズワーフ,牝5,56.0,原,青木,444(-2),13.5,6,美浦,2021105168,1184,アルアイン,バーミーブリーズ,キンシャサノキセキ,-0.5212727180396737,10,-0.412532693775637,5,-0.6438978769057314,7,-1.012665099713442,14,0.0447945907913843,0.0584686004835888,50.1,46.4,50.3,4
1,2,2,ペプロス,牝4,56.0,菊沢,矢野,470(-4),23.5,10,美浦,2022100106,1161,サートゥルナーリア,サラファン,アグネスタキオン,-0.7593031745628105,12,-0.7063934252631561,10,-0.8764131216633949,8,-0.8713290508679372,10,0.0515949314377827,0.0335883449586573,44.5,46.3,45.0,10
2,3,3,サフランルージュ,牝3,53.0,野中,室井,406(+2),18.7,9,美浦,2023101820,1158,ワールドプレミア,サフランハーモニー,グラスワンダー,-0.3548566272709325,9,-0.0760228929291875,8,-0.3558628030393811,6,-0.5148366551770471,6,0.073693591047243,0.0422099522207726,48.3,46.6,47.1,8
3,3,4,ジェルブロア,牝4,56.0,坂井,矢作,420(-6),9.2,4,栗東,2022106618,1163,キズナ,イングランドローズ,Dansili,-0.1495096555271735,6,0.2376522520156523,2,-0.3560571640399828,2,-0.9925529865469456,13,0.0457046253543642,0.0857963159270053,58.8,56.9,57.5,3
4,4,5,ロゼフェリシア,牝4,56.0,三浦,浅利,466(-6),8.7,7,美浦,2022105181,1122,エピファネイア,ロサグラウカ,ルーラーシップ,0.417294956413987,4,-1.006104340711422,7,-0.1488360467023963,5,-0.3860070166507888,5,0.0838261887791838,0.0907271386814309,48.7,48.5,49.0,7
5,4,6,キューティリップ,牝4,56.0,武藤,戸田,448(0),11.7,5,美浦,2022105131,1169,リアルスティール,リップスポイズン,Mamool,-0.3341136108504394,7,-0.1370208677076476,4,-0.4936339767842254,3,-0.9024228033523808,12,0.0500153364415985,0.0674637697887563,51.8,50.4,50.3,5
6,5,7,ブルスカメンテ,牝4,56.0,石川,黒岩,430(-12),8.4,2,美浦,2022104844,1150,ドゥラメンテ,スウィッチインタイム,Galileo,0.4832083549462461,3,-0.6195828176574784,3,-0.101386813261019,1,-0.3651551519014586,4,0.0855924722845263,0.0939673936343391,54.6,82.9,78.7,1
7,5,8,テンドリームガール,牝4,56.0,石橋脩,矢野,414(-2),101.4,13,美浦,2022106347,1077,モーリス,ファインアイリス,ルーラーシップ,-0.934728917076813,13,-0.5780252125950417,13,-0.7260944788838793,11,-0.6547090902889584,7,0.0640743033830608,0.0077842811294718,41.0,45.4,41.1,13
8,6,9,ノーブルクラウド,牝3,53.0,吉田豊,久保田,470(+14),63.9,11,美浦,2023103069,733,カレンブラックヒル,ノーブルスノー,クロフネ,0.1495724980192151,5,-1.411566786049641,11,-0.8112554798161493,9,0.1401276151954781,1,0.1418655964877253,0.0123525212289272,43.9,45.5,43.4,11
9,6,10,サルワールカミーズ,牝3,53.0,丸山,矢嶋,462(+6),5.6,3,美浦,2023106802,1127,シスキン,シャクンタラー,ゼンノロブロイ,1.2611857953632863,2,-0.0180070173968624,1,-0.6108227423450528,4,-0.2328399773096735,2,0.0977010702333917,0.1409510904515087,79.7,50.1,59.8,2
10,7,11,ニシノコマチムスメ,牝5,56.0,大野,松山,428(-10),77.2,14,美浦,2021107253,1096,ルーラーシップ,ニシノハナムスメ,ディープインパクト,-0.9756151726061644,14,0.1643732711836986,14,-0.7326343068557282,13,-0.7452372398327535,8,0.0585285840268805,0.0102244314317156,40.8,45.2,40.9,14
11,7,12,ルージュリリック,牝3,53.0,荻野極,上原佑,458(-14),2.7,1,美浦,2023103543,1160,ポエティックフレア,ベアトリッツ,ディープインパクト,2.7347924180784524,1,-0.1060501511616345,6,-0.4888860068148675,10,-0.7501993507925891,9,0.0582388780696112,0.292343002417944,49.4,45.4,49.4,6
12,8,13,ユメシルベ,牝3,53.0,柴田大,粕谷,420(+4),19.2,8,美浦,2023106412,1009,ウインブライト,キーパップ,フレンチデピュティ,-0.6661445731368546,11,-0.6241815707256352,9,-0.5811204674958231,14,-0.8800188317140042,11,0.051148525186161,0.0411107347150233,46.6,45.1,45.8,9
13,8,14,ヒサエノオモカゲ,牝4,56.0,田辺,千葉,486(-2),34.3,12,美浦,2022101710,1075,ノーブルミッション,クレマチスクィーン,ダンスインザダーク,-0.3505095737503287,8,-0.3741458333611884,12,-0.3007412906805836,12,-0.2797761847474604,3,0.0932213064770862,0.0230124229308585,41.9,45.2,41.9,12
