,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ドルチェミスト,牝3,50.0,▲森田,小栗,444(-2),14.9,8,栗東,2023101174,1222,タリスマニック,ラドルチェ,Gone West,-0.4438865593079519,10,-1.4928039770689665,17,-0.6546113883627919,11,-1.3287774123188456,14,0.0198723938362128,0.0532139467732779
1,1,2,リアルアルバ,牡3,55.0,西塚,大橋,464(-2),79.1,16,栗東,2023101065,1200,マテラスカイ,サンコロネット,スペシャルウィーク,-0.9603093944655112,17,-0.3753180684708397,6,-1.097198168632259,16,-1.900409990693859,17,0.0112200117331541,0.0100238660799221
2,2,3,セレブトーチ,牝3,50.0,▲川端,坂口,500(+4),14.5,5,栗東,2023105833,1195,ダノンスマッシュ,キープセイク,Sea The Stars  Sea the Stars,-0.0501994490340075,8,-0.6069258107660706,10,-0.870537013566519,15,-0.2589471333644866,7,0.0579257375544874,0.0546819177187477
3,2,4,フィラーエ,牝3,53.0,国分恭,高橋康,456(+10),12.2,6,栗東,2023102025,1124,ノーブルミッション,イシス,キングヘイロー,0.0008417758256062,7,-0.4685384828632746,9,0.0359122003448404,1,-0.352720367100748,8,0.0527407588548249,0.0649908038460526
4,3,5,ウインマスカレード,牡4,58.0,松山,宮本,470(+4),3.9,1,栗東,2022106217,1126,ウインブライト,ウインソワレ,ロージズインメイ,1.798687994112115,2,0.5168102599140441,1,-0.3078448143522927,6,0.2348044579387614,2,0.0949085118532275,0.2033045658773953
5,3,6,ジュエルハウス,牝4,54.0,◇永島,橋田,482(+8),66.8,13,栗東,2022103150,1187,ヘニーヒューズ,タイキグラミー,フレンチデピュティ,-0.7724989468463229,14,-0.6769946108883602,13,-0.7049319502176545,13,-0.97778940766204,12,0.0282281449715584,0.0118695779479317
6,4,7,ラブカムーン,牝5,56.0,藤懸,千田,466(-2),55.6,14,栗東,2021106586,1138,アドマイヤムーン,ラブカーナ,オース,-0.6861262707931206,13,-0.2116450176091282,3,-0.6239309534918356,10,-0.7769206875764337,11,0.0345078988134705,0.0142605720669395
7,4,8,ノボリリア,牝4,56.0,高杉,石橋,442(-8),5.2,2,栗東,2022103058,1213,カリフォルニアクローム,ノボリレジェンド,ディープインパクト,1.1362995442617274,3,-0.6983329110758966,14,-0.5840599003620323,9,0.0543602822941711,4,0.0792390488869856,0.1524784244080464
8,5,9,テルヴィセクス,牡3,55.0,団野,斉藤崇,496(+14),6.8,4,栗東,2023104355,1180,フォーウィールドライブ,ジョリーダンス,ダンスインザダーク,0.7380713760380847,4,-0.3482884502214659,4,-0.0834434997489422,2,0.0012327184664253,5,0.0751391445242578,0.1166011480767414
9,5,10,ギザキズラヴ,牝4,56.0,田口,加藤公,452(-8),67.3,15,栗東,2022106715,1208,キズナ,アップワードスパイラル,Teofilo,-0.9387676402819852,16,-0.611147693938531,11,-0.6897848852766834,12,-1.8649501654004983,16,0.0116250095284306,0.0117813938621373
10,6,11,ウォーターデライト,牡3,53.0,△柴田裕,高柳大,450(-8),9.6,7,栗東,2023101865,1212,ロードカナロア,ウォーターラボ,マンハッタンカフェ,0.160828699628412,5,-0.3955011114676527,7,-0.1294415171704557,3,-0.3823734982916417,9,0.0511997903971739,0.0825924798876918
11,6,12,ベネメレンティ,牝5,54.0,△田山,前川,458(-10),35.6,11,栗東,2021106648,1220,ニューイヤーズデイ,ブルーモーメント,ダンスインザダーク,-0.5847515542113229,11,-1.18364273791025,16,-0.8370164806359806,14,-0.716065183619132,10,0.0366731086777727,0.0222721294079169
12,7,13,シャインベック,セ4,58.0,秋山稔,北出,446(+8),50.4,12,栗東,2022104392,1181,エピファネイア,ストライクルート,Smart Strike,-0.3618649261490896,9,-0.3511095885045781,5,-0.4646298529378478,8,-0.1347101347308571,6,0.0655883967695784,0.0157319009309889
13,7,14,アットザラヴアスク,牝4,56.0,吉村,野中,458(+2),103.9,17,栗東,2022104436,1216,オルフェーヴル,トレノトマト,デヒア,-0.9178370558021088,15,-0.6628177435970685,12,-1.439300199946101,17,-1.4346322214183564,15,0.0178763161225863,0.0076312589694113
14,8,15,ベルファスト,牝5,56.0,松若,今野,480(-18),7.0,3,栗東,2021101414,1154,ダイワメジャー,タミーン,Shirocco,2.4746495444885723,1,-0.0121610028086777,2,-0.4233945971129247,7,1.214495923561847,1,0.2528015668118992,0.1132696867031202
15,8,16,ジューンオアシス,牡3,55.0,富田,飯田,470(+8),23.1,9,栗東,2023101722,1168,ミッキーアイル,ジューンアクア,クロフネ,0.0330291286304315,6,-0.4158797564240959,8,-0.2175521791624451,4,0.1436368208566223,3,0.0866386271729941,0.034324147485794
16,8,17,モルティフレーバー,牝4,56.0,コレット,清水久,472(-4),25.6,10,栗東,2022104901,5691,キタサンブラック,チャイマックス,Congrats,-0.6261662660935268,12,-0.7205138334941799,15,-0.2853929884468469,5,-1.1477709010357753,13,0.0238155334913852,0.0309721799578844
