,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フィーユレアル,牝3,52.0,▲上里,斎藤誠,478(+2),32.9,7,美浦,2023101443,1217,リオンディーズ,アリストライン,ハーツクライ,-0.7977562277517685,13,-0.0876430133937287,14,-0.0101756392185398,5,-1.304130936365011,11,0.0341935075166175,0.0241832002940122,44.9,49.6,45.1,10
1,2,2,ヒロイックヴァース,牡3,54.0,▲石田,浅利,476(-4),6.2,3,美浦,2023102418,1203,ベンバトル,ポップシンガー,スマートファルコン,0.412665704611256,4,-0.0876430133937287,1,-0.1078490252669929,1,-1.0569865156946352,9,0.0437801364155044,0.1283269822053232,84.0,85.1,79.4,1
2,2,3,ゴットタレント,牡3,57.0,杉原,中舘,452(+2),15.0,5,美浦,2023100377,1135,ダノンプレミアム,エーシンベタラネリ,Elusive Quality,-0.5346229178578084,10,-0.0296809186284518,4,-0.1623174852565558,9,-1.433014154561366,12,0.0300587130035516,0.0530418193115335,49.3,47.3,53.9,4
3,3,4,トランセンコ,牝3,55.0,木幡育,松永康,446(-6),55.6,11,美浦,2023104273,1167,トランセンド,オトリコミチュウ,ブラックタイド,-1.0355919662176565,15,-0.0876430133937287,8,-0.1252601861304066,13,-1.7579340413292146,13,0.0217199823486319,0.0143098433394425,46.4,44.7,42.4,12
4,3,5,グラスフェザー,牡3,57.0,木幡巧,田島,488(+2),50.3,12,美浦,2023106352,1162,ゴールドドリーム,ダンシングミッシー,シニスターミニスター,0.973852589686774,2,0.1048278148475494,11,0.0367089567450105,12,0.5062546619788824,1,0.209018211743113,0.0158176399537376,45.2,45.9,40.1,15
5,4,6,アーティキュレート,牡3,57.0,菊沢,手塚久,492(-2),8.9,4,美浦,2023106860,1161,サートゥルナーリア,アーキテクチャー,Zoffany,0.0456855253907354,6,-0.0876430133937287,7,-0.2184879514868461,14,-0.9601940084290546,7,0.0482295891403441,0.0893963246823599,47.4,43.9,50.5,6
6,4,7,ニシノトマラナイ,セ3,54.0,▲佐藤,矢野,462(-2),18.3,8,美浦,2023106272,1207,ドレフォン,ニシノウララ,リーチザクラウン,0.2653542218177658,5,-0.0876430133937287,10,-0.014411846427557,2,-0.0930716546098184,3,0.1147889321169614,0.0434769010750275,45.6,52.2,46.2,9
7,5,8,レヴェンドール,牝3,52.0,▲石神道,柄崎,454(+2),79.3,13,美浦,2023106025,1209,カレンブラックヒル,メルティングポット,Hard Spun,-0.8419389480613275,14,-0.0876430133937287,13,-0.0748502709414754,7,-1.0476184471792624,8,0.0441921988339719,0.010033131017314,45.0,48.1,43.3,11
8,5,9,ディメンシア,牡3,57.0,野中,稲垣,492(0),95.6,14,美浦,2023102042,1158,ヘンリーバローズ,メイショウノビヤカ,マジェスティックウォリアー,-0.2121545862250427,8,-0.0876430133937287,15,0.0248548049167429,11,-0.1814735622020982,4,0.105076973392519,0.0083224611890481,44.9,46.8,41.6,14
9,6,10,ペイシャオーヴァル,牡3,57.0,松岡,伊藤伸,494(0),99.0,15,美浦,2023100470,1085,オーヴァルエース,ペイシャオブワキア,フリオーソ,-0.5719916620812209,11,-0.0876430133937287,12,0.0248548049167429,3,-0.5657317619267866,5,0.0715527515644866,0.0080366392896263,45.1,50.3,41.8,13
10,6,11,ルストラーレ,牡3,57.0,原,黒岩,548(0),28.8,9,美浦,2023106377,1184,ルーラーシップ,スーンシャイン,ジャスタウェイ,0.4141062641863166,3,-0.0876430133937287,9,-0.0507916120438573,10,0.1379188605843221,2,0.1446165250478954,0.0276259475580904,46.2,46.9,48.2,8
11,7,12,ジュンヴィヴァン,牡3,57.0,荻野極,伊坂,488(+2),31.8,10,美浦,2023106770,1160,ジュンツバサ,ジュンクミチャン,ネオユニヴァース,-0.7508137345382228,12,-0.0876430133937287,6,-0.0422667511334992,15,-1.2047133829109693,10,0.0377676660402621,0.025019726090346,48.5,43.4,49.0,7
12,7,13,レアリゼソンレーヴ,牡3,57.0,三浦,大竹,474(+2),16.9,6,美浦,2023104401,1122,コントレイル,ドリームジョブ,Dubawi,-0.2351528362722977,9,0.1306512600880256,5,0.0087902142744259,6,-0.6747868068859504,6,0.0641599970019522,0.0470785378504736,48.6,48.7,52.7,5
13,8,14,サングラント,牡3,57.0,戸崎圭,金成,466(-2),7.4,2,美浦,2023106956,5386,ルヴァンスレーヴ,カールファターレ,キングカメハメハ,-0.1196615904363393,7,-0.0876430133937287,3,-0.2296539432746442,4,-2.157009161723757,15,0.0145728114330298,0.1075172013071626,51.3,49.9,56.1,3
14,8,15,クリムゾンリーフ,牡3,57.0,坂井,加藤士,472(+2),2.0,1,美浦,2023102967,1163,クリソベリル,ワインレッドローズ,ルーラーシップ,2.988020163748837,1,-0.0876430133937287,2,-0.0955479902716868,8,-2.046720613936029,14,0.0162720044011583,0.3978136448365019,57.6,47.4,59.8,2
