,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ジェバーダ,牝4,54.0,◇永島,松下,510(+6),32.6,12,栗東,2022110141,1187,Volatile,Top Hat Tango,Graydar,-0.7476969761391685,14,0.0359534803415592,13,0.0463964391680834,5,-2.3277278072729914,15,0.0082729537864059,0.0243495616519599,40.2,53.9,41.0,13
1,2,2,タマモスカイ,牡3,55.0,吉村,茶木,490(+6),17.2,6,栗東,2023102469,1216,ナダル,タマモマナムスメ,マンハッタンカフェ,-0.3883286306796709,7,-0.0973693309780069,9,-0.3661493466231956,8,-0.8889029430036648,8,0.0348766125961028,0.0461509133635985,49.8,44.9,49.0,10
2,2,3,メイショウオグマ,セ7,58.0,国分恭,安達,488(+4),23.7,9,栗東,2019104261,1124,ホッコータルマエ,メイショウワゴコロ,マンハッタンカフェ,-0.6545982870001943,10,0.0218833025650432,6,-1.3919115378861855,7,-1.98379006789972,13,0.0116689253264253,0.0334934898672529,51.9,46.1,49.9,8
3,3,4,オオツカ,牡3,55.0,高杉,大久保,444(+2),3.2,2,栗東,2023103919,1213,キタサンブラック,ブルーダイヤ,モーリス,1.5431623772119232,2,0.0870761022560561,3,0.1055109249732478,3,0.0932550758198656,4,0.0931279633322442,0.2480611593293423,54.1,55.9,54.4,4
4,3,5,ラブインアクション,牝3,53.0,西塚,橋口,486(+16),5.5,1,栗東,2023110043,1200,Nyquist,My Sweet Girl,Bernardini,0.9556134104462368,3,0.0429016665147868,1,-0.1868246685701991,4,0.3276141339877358,3,0.1177228997163339,0.1443264927007082,78.1,54.8,56.5,2
5,4,6,リアルペガサス,牡5,55.0,▲森田,大橋,460(-4),92.9,14,栗東,2021103316,1222,ダンカーク,ボストンビリーヴ,アグネスタキオン,-0.6902068336125514,12,-0.0980409462953119,14,-0.8630126299983978,14,-0.9805770307890164,10,0.0318215072756671,0.0085446255097297,40.0,43.5,40.4,14
6,4,7,キリオス,牡3,55.0,松山,庄野,516(+10),6.4,5,栗東,2023103884,1126,ロードカナロア,アイヴィベル,Archarcharch,0.8803128235859703,4,-0.0902942992187087,8,-0.7439290617475949,2,0.4103433668352597,2,0.1278762229965219,0.1240305796646711,50.6,61.1,50.0,7
7,5,8,セルジュバローズ,牡3,55.0,コレット,池江,518(+8),53.2,10,栗東,2023103092,5691,サートゥルナーリア,ホワットアスポット,Arch,-0.6739524992659515,11,0.0429016665147868,12,0.0901474375011789,10,-1.121653219158928,11,0.0276345334407636,0.0149209719897348,43.2,44.4,41.7,12
8,5,9,キアヌ,牡4,58.0,藤懸,小崎,498(-2),44.0,15,栗東,2022106585,1138,ディスクリートキャット,ジョディーズロマン,サムライハート,-0.736262745393491,13,-0.1079372342671593,10,-1.465802856217087,6,-1.6605449128530785,12,0.0161218341002577,0.0180408115875885,49.2,46.8,49.9,9
9,6,10,ジュンプリメーロ,牡3,55.0,富田,友道,490(+8),22.6,8,栗東,2023107059,1168,キタサンブラック,ジュントップヒトミ,ゼンノロブロイ,-0.4775184030799504,8,0.0429016665147868,7,0.0949398739061869,11,-0.9175866714522878,9,0.0338904325855561,0.035123703975836,50.7,43.9,51.4,6
10,6,11,ヴィエントデコラ,牡3,53.0,△田山,寺島,448(+4),7.3,4,栗東,2023103677,1220,ルヴァンスレーヴ,イッツオンリーアクティングダッド,Giant's Causeway,0.1565200445417521,5,0.0517832964423219,2,0.1288360383670364,12,-0.6191329607443326,7,0.0456766150226757,0.10873913833615,55.6,43.6,56.2,3
11,7,12,コルヴァス,牡3,55.0,川田,矢作,494(+14),6.6,3,栗東,2023104411,1088,キズナ,ペルルドール,ウィルテイクチャージ,2.463640074540576,1,0.0656890088720542,4,-0.1052530160874156,1,1.4025365779676342,1,0.3449005102508892,0.1202720772505902,53.2,79.7,78.2,1
12,7,13,テーオーノーベル,牡4,58.0,菱田,岡田,492(+6),39.6,11,栗東,2022100725,1144,ロードカナロア,ジャストアスミッジ,Into Mischief,-0.499787626634157,9,-0.0798167741283246,11,-0.7937531083126669,9,-0.6127468566379604,6,0.045969244026572,0.0200453462084317,47.4,44.6,45.1,11
13,8,14,ニシノミチアキ,牡4,58.0,幸,吉村,478(-2),49.3,13,栗東,2022104403,732,ニューイヤーズデイ,パラーティウム,マンハッタンカフェ,-0.7980176989409077,15,0.0429016665147868,15,-0.5348322034964882,15,-2.164144883544272,14,0.0097432480541258,0.0161013328570769,33.0,43.3,34.7,15
14,8,15,エアフォースワン,牡7,58.0,川須,大根田,482(-2),21.0,7,栗東,2019103506,1128,リヤンドファミユ,レディラック,タイキシャトル,-0.3328790295804152,6,0.0656890088720542,5,0.4102630253442453,13,-0.5148625962283386,5,0.050696497489458,0.0377997957073283,52.9,43.5,51.6,5
