,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ウッケン,牝3,52.0,▲上里,松山,416(-4),42.3,10,美浦,2023102527,1217,イスラボニータ,ヴァリアントレディ,ウォーエンブレム,-0.4616157534918365,12,-0.1858419839808311,5,0.1637184777574576,3,-1.4098700771575758,10,0.0200446802854502,0.0188450326291821
1,1,2,エコロゼット,牡3,57.0,菊沢,岩戸,444(-2),17.9,6,美浦,2023106146,1161,フィエールマン,カラミンサ,ルーラーシップ,-0.0889677631871412,4,-0.2164920793723008,8,-0.5964520115700457,15,-0.2509742958491149,6,0.0638706265589517,0.0445332335315309
2,2,3,ウインベルチェーロ,牝3,55.0,原,手塚久,458(0),45.8,11,美浦,2023105879,1184,エピファネイア,コスモチェーロ,Fusaichi Pegasus,-0.5552606079181133,15,-0.139831685021318,4,-0.4035404607698232,11,-3.0174993225376907,16,0.0040161934487822,0.0174049100483494
3,2,4,ヤマニンリンキング,牡3,57.0,大野,辻,430(0),20.3,7,美浦,2023104359,1096,ディーマジェスティ,ヤマニンアドーレ,ダイワメジャー,0.1785957081803472,3,-0.4559147337033029,11,0.1684344526638284,2,0.3716862648985968,3,0.1190472101257291,0.0392682207002169
4,3,5,シュタットパーク,牡3,57.0,小崎,金成,468(-6),78.5,15,美浦,2023107188,1152,サトノクラウン,フロールデセレッソ,スウェプトオーヴァーボード,-0.5205920755486468,14,-0.6970617196472743,14,-0.5212035706320771,14,-1.5323785894817183,12,0.0177334960573329,0.010154711849865
5,3,6,ミナヅキ,牡3,57.0,石橋脩,清水英,460(-6),7.0,2,美浦,2023105449,1077,ガルボ,アドリアーネ,アグネスデジタル,1.108746532809973,2,-0.6203806474301317,13,-0.460290093537242,13,0.9764267663461508,2,0.2179489017410014,0.1138778400306292
6,4,7,オーブレーヌ,牝3,52.0,▲石神道,和田郎,380(-8),15.4,8,美浦,2023106812,1209,ブリックスアンドモルタル,ムーンライトナイト,ステイゴールド,-0.2715881533949699,8,-0.5693542647691656,12,-0.4481201552594566,12,-1.290990495081381,9,0.0225750062961698,0.0517626545593769
7,4,8,ソアサージュ,牝3,55.0,吉田豊,浅利,442(-4),110.6,16,美浦,2023105408,733,ブリックスアンドモルタル,ファウンドアダイヤモンド,Colonel John,-0.5744832962649479,16,-0.1888898892288213,6,-0.0028436868797282,5,-2.04435832929728,15,0.0106278248104447,0.0072074582297866
8,5,9,ヴァルカンテソーロ,牡3,57.0,戸崎圭,嘉藤,450(0),1.6,1,美浦,2023106744,5386,ゴールドシップ,チェストケリリー,Scat Daddy,3.4220788949029224,1,-0.3336055910310592,10,-0.1275557028993222,8,1.1724340649525191,1,0.2651426381206786,0.4982155501340028
9,5,10,ホウオウショパン,セ3,57.0,木幡巧,大竹,520(0),61.9,14,美浦,2023102373,1162,ベンバトル,クラックコード,ダンスインザダーク,-0.2247518329013444,7,-0.1019351137374897,2,-0.2964468914569676,10,-0.1565338417251421,5,0.0701966108628503,0.0128779463685687
10,6,11,ギリーカラム,牡3,57.0,岩田康,栗田,522(0),17.7,5,美浦,2023107104,5203,ロードカナロア,ダンサール,ハーツクライ,-0.3705812790493973,9,-0.1233892405763774,3,-0.0516043316648251,6,-2.025057277520361,14,0.0108349454001435,0.0450364339104183
11,6,12,レイナエヴィータ,牝3,55.0,小林脩,田中博,502(0),45.9,12,美浦,2023103781,1183,キタサンブラック,サンタエヴィータ,Smart Strike,-0.1980956351621832,6,-0.2668495579918627,9,0.157106328448228,4,-0.1496706390066845,4,0.0706800414768962,0.0173669908543443
12,7,13,ブライスフェアリー,牝3,55.0,松岡,堀内,416(-4),25.6,7,美浦,2023105892,1085,ウインブライト,メジロフォーナ,ナリタトップロード,-0.406576783446684,10,-0.2071183761727629,7,0.2672731206224799,1,-1.5164477265824845,11,0.0180182682624992,0.0311384718833751
13,7,14,スティールシップ,牡3,57.0,嶋田,大竹,484(0),53.8,13,美浦,2023100932,1134,ルーラーシップ,シークレットアセット,Awesome Again,-0.4212897711945926,11,0.0413270413838692,1,-0.1091444730436644,7,-0.9548240851765069,8,0.0315953446364294,0.0148168193348402
14,8,15,チャンピオンホープ,牡3,57.0,三浦,勢司,472(+2),14.5,3,美浦,2023104580,1122,シルバーステート,セルフィーバイブス,キングカメハメハ,-0.1279948036844323,5,-1.2357481820536689,16,-0.153652271814936,9,-0.5759757858963845,7,0.0461482060200408,0.0549755089803037
15,8,16,ヴォンサクレ,牡3,57.0,武藤,勢司,486(+14),35.4,9,美浦,2023100651,1169,アルアイン,アンジュデュバン,ハーツクライ,-0.4876233806489543,13,-0.7628436835105219,15,-0.6598275565803507,16,-1.9637487061593075,13,0.0115200058965992,0.0225182169552091
