,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ジェントルアイズ,牝2,52.0,▲佐藤,矢野,422(0),13.5,7,美浦,2024102155,1207,フィレンツェファイア,アヴァンセヴェリテ,オルフェーヴル,-0.3245976292859537,5,-0.0041300848961758,6,-0.3210628183691112,6,0.0193673336563501,1,0.1222067962286365,0.0588354856331408,45.6,46.2,48.1,6
1,2,2,エコロテラ,牡2,55.0,菊沢,菊沢,446(0),4.2,2,美浦,2024104541,1161,ジャンダルム,レッドプリモ,ルーラーシップ,1.4581991718481675,1,-0.0041300848961758,5,-1.2555510966509984,8,-0.2214759810463809,9,0.0960502359848302,0.189114060963667,47.6,45.7,49.6,5
2,3,3,ウカテンセイ,牝2,55.0,小崎,佐藤吉,458(0),50.8,10,美浦,2024103179,1152,リオンリオン,ファインロマンス,ゴールドアリュール,-1.4706142557133333,10,-0.0041300848961758,10,-0.0804271955348112,10,-0.1965425758201963,5,0.0984752011330732,0.015635414489122,41.9,41.5,35.6,10
3,4,4,ヴェールネージュ,牝2,52.0,▲上里,伊坂,412(0),13.4,9,美浦,2024107005,1217,オルフェーヴル,シナノネージュ,フレンチデピュティ,-0.7100262852515663,8,-0.0041300848961758,4,-0.4927960898923628,2,-0.1886323890927812,4,0.0992572473500748,0.0592745564214478,47.6,53.3,49.6,4
4,5,5,ワレモコウ,牝2,55.0,三浦,小笠,446(0),4.3,1,美浦,2024102061,1122,タワーオブロンドン,アンナトルテ,エンパイアメーカー,1.191501421277372,2,-0.0041300848961758,1,-1.36794176268915,4,-0.345202037128048,10,0.084872089189366,0.1847160595459073,75.2,50.2,53.2,3
5,6,6,ラヴィサンエール,牝2,52.0,▲石神道,小手川,432(0),6.3,3,美浦,2024103581,1209,ベンバトル,エンゲルヘン,マツリダゴッホ,0.5885192883786237,4,-0.0041300848961758,2,-0.9342595268076054,1,-0.1014819563763953,2,0.1082956915619226,0.1260760406424446,58.6,76.4,54.6,2
6,7,7,サクセスボーイ,牡2,55.0,石川,相沢,446(0),15.7,8,美浦,2024101195,1150,アルアイン,サドキンザン,オルフェーヴル,-0.909198148886459,9,-0.0041300848961758,8,-0.3283416384830165,5,-0.218791807962904,8,0.0963083977633709,0.0505910226781784,44.2,47.4,40.6,9
7,7,8,サンヴァンガード,牡2,52.0,▲石田,新開,438(0),4.9,4,美浦,2024100337,1203,ヘンリーバローズ,ピントゥハティ,アドマイヤムーン,1.057442049644613,3,-0.0041300848961758,3,-0.7865697874100599,3,-0.1845747822288453,3,0.0996608124387578,0.162097766540286,50.2,51.2,73.6,1
8,8,9,ハルガスミ,牝2,55.0,松岡,堀内,416(0),10.0,6,美浦,2024102004,1085,イスラボニータ,エレスチャル,ショウナンカンプ,-0.4066047349011709,6,-0.0041300848961758,7,-0.7963903824530801,7,-0.2134436103778919,7,0.0968248539274851,0.0794279056047401,45.2,45.9,47.5,7
9,8,10,トム,牡2,55.0,杉原,石栗,484(0),10.7,5,美浦,2024102127,1135,アルクトス,エイシンエルヴァー,タイキシャトル,-0.4746208771102934,7,-0.0041300848961758,9,-1.3276080086801554,9,-0.2008832940061883,6,0.0980486744224823,0.0742316874810655,44.0,42.2,47.5,8
