,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,テンエースワン,牡5,58.0,コレット,大久保,474(0),43.3,8,栗東,2021105637,5691,ワールドエース,ダイワオンディーヌ,クロフネ,-0.3334873509453502,5,-0.0980409462953119,7,-0.649362600452752,9,-0.1972033076212869,3,0.1141743529059749,0.0177010948399615,45.8,42.8,45.1,7
1,2,2,タガノアニマシオン,セ4,58.0,吉村,奥村豊,474(+4),30.2,6,栗東,2022106564,1216,アニマルキングダム,タガノバトラ,フレンチデピュティ,-0.6014427248972817,9,0.0656890088720542,5,-0.2483774147349128,5,-0.9883445070651524,9,0.0517583355211948,0.025379384323521,51.3,46.3,49.4,5
2,3,3,ケイアイアルタイル,牡5,58.0,松山,梅田,526(-2),11.9,3,栗東,2021100711,1126,ニューイヤーズデイ,カーディナルコーヴ,Leroidesanimaux,-0.1602587370291566,4,0.0218833025650432,2,-0.028805150676412,1,-0.3016167997144773,4,0.1028542769312953,0.0644081854260787,55.8,73.6,52.3,3
3,4,4,エンマ,牡4,58.0,高倉,武英,478(-2),39.0,9,栗東,2022102956,1130,バゴ,ウェルノーテッド,ドリームジャーニー,-0.6535570506664179,10,0.0429016665147868,6,-0.1279658359648358,7,-1.0882118999336423,10,0.0468390894603263,0.019652754014624,51.1,43.6,42.7,9
4,5,5,ブルックリンダンス,牡4,58.0,亀田,田中克,494(+4),14.3,5,栗東,2022105791,1176,ルヴァンスレーヴ,サダムグランジュテ,キングカメハメハ,-0.3604311892526247,6,0.0429016665147868,3,-0.2266457858047237,6,-0.647585539911701,7,0.0727729601140267,0.0535984200398837,51.9,44.2,50.3,4
5,6,6,ホウショウルクス,牝3,53.0,角田和,東田,450(+10),19.9,4,栗東,2023106298,1186,パイロ,ホウショウレイル,ヴィクトワールピサ,0.248944332760913,2,-0.0973693309780069,10,-0.602749800147406,2,0.4232527304447633,1,0.2123387187384566,0.0385154475663485,38.6,57.9,74.5,1
6,7,7,トモジャザーン,牡5,58.0,幸,大根田,500(-6),32.3,7,栗東,2021104295,732,マジェスティックウォリアー,トモジャオール,エンパイアメーカー,-0.4245077467641063,7,-0.0973693309780069,4,-1.0752851247005442,8,-0.4401045476564902,5,0.0895525363560825,0.0237293314727658,51.6,43.2,46.0,6
7,7,8,ショウナンバンライ,牡3,55.0,田山,松下,474(-4),1.3,1,栗東,2023107036,1220,オルフェーヴル,シュガーショック,Candy Ride,2.708423991011045,1,-0.0794787566238117,1,-1.0953830134961398,3,0.1630581563646352,2,0.1636922524425218,0.5895826204387208,72.9,56.2,56.4,2
8,8,9,プウスカンドゥール,牝6,56.0,中井,坂口,468(+6),54.2,10,栗東,2020104791,1141,シャンハイボビー,トレノトマト,デヒア,-0.5838820990777477,8,0.0426710903963058,8,0.3566444421299137,10,-0.7364700297790142,8,0.0665837110853472,0.0141412805640283,40.4,42.6,38.3,10
9,8,10,サンライズケヴィン,牡3,55.0,松若,平田,500(+6),5.0,2,栗東,2023106546,1154,シニスターミニスター,カシュカシュ,アフリート,0.160198574860728,3,0.0517832964423219,8,-0.9981603507336436,4,-0.5600064511764111,6,0.0794337664447736,0.1532914813140674,40.4,49.6,44.9,8
