,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ジオ,牡2,55.0,丹内,宮田,482(0),9.6,6,美浦,2024107038,1091,シスキン,パルクデラモール,ディープインパクト,-0.5661355735746473,6,-1.0168462000716256,8,-0.1488912705828949,10,-0.4600282485271779,9,0.0460593121697917,0.0829999285045165,45.4,41.8,49.3,5
1,2,2,トルネードサンダー,牝2,55.0,吉田隼,安達,402(0),38.0,8,栗東,2024100245,1095,ヘンリーバローズ,マイヴィクトリア,キングカメハメハ,-0.85487628219699,9,-0.3035103896110346,6,-0.4962070229400798,8,-0.0145484193711182,5,0.0719096011142052,0.0209684029906147,48.1,44.9,48.7,7
2,3,3,リラカリス,牝2,52.0,▲和田陽,新谷,388(0),76.2,10,栗東,2024102008,1223,レイデオロ,クロコスミア,ステイゴールド,-1.0480640852708956,10,-0.4691931591000337,10,-0.4688209989062663,9,-0.2258403545125174,6,0.0582135330851493,0.0104566839060808,35.2,41.9,34.1,10
3,4,4,デアグランツ,牡2,55.0,浜中,鹿戸,478(0),8.5,4,美浦,2024106399,1115,サトノダイヤモンド,スターズアンドクラウズ,マクフィ,-0.5996736012674277,7,0.2999374854973678,4,-0.0870694392829157,4,-0.8522490760192046,10,0.031115594781838,0.093741095722748,50.3,51.8,49.7,4
4,5,5,イッペイ,牡2,55.0,武豊,松永幹,482(0),2.0,1,栗東,2024104442,666,エフフォーリア,ゴールデンドックエー,Unusual Heat,2.0067504008167463,1,0.1459268741503739,1,-0.2541642744855027,1,-0.3185301946652837,7,0.0530602475828359,0.3983996568216793,74.3,76.2,73.5,1
5,6,6,アオイノリプー,牡2,54.0,☆舟山,尾形,482(0),51.7,9,美浦,2024100715,1221,サートゥルナーリア,アオイスカーレット,ディープインパクト,-0.4999407993714777,5,-0.2670822813207653,5,0.2619279693364412,3,0.5135867491082168,3,0.1219419313113097,0.015411978987299,48.4,52.2,53.3,3
6,7,7,アルデシンザン,牡2,55.0,佐々木,矢野,500(0),5.5,2,美浦,2024105809,1197,レイデオロ,カラクレナイ,ローエングリン,0.470426747808176,4,0.0740491140589148,3,-0.386136630046974,2,0.446899403150388,4,0.1140751694919404,0.1448726024806106,52.3,52.3,48.9,6
7,7,8,ニーナラルゴ,牝2,55.0,原田和,上原博,442(0),19.7,7,美浦,2024106829,1143,Corniche,クラリース,Bay of Plenty,1.1440095953932352,2,-0.0407158937369177,7,0.3044748668019789,6,1.423463534164168,1,0.3029057629050816,0.0404466656671755,47.1,46.1,42.2,9
8,8,9,トムクリオーザ,牡2,55.0,横山武,藤原,468(0),10.8,5,栗東,2024106216,1170,エピファネイア,エクセレンス,Champs Elysees,-0.6102880585368053,8,-0.1647287972940054,9,0.2933633716381946,7,-0.3829696493593282,8,0.0497489103124088,0.0737777142262369,44.5,46.0,46.9,8
9,8,10,ブラッグス,牡2,55.0,北村友,平田,514(0),6.7,3,栗東,2024106228,1102,ブリックスアンドモルタル,エマノン,ハーツクライ,0.5577916562000869,3,-0.2653121191666615,2,-0.4747510281147977,5,0.7271225164479703,2,0.1509699372454392,0.1189252706930385,54.3,46.7,53.3,2
