,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,タイキルッジェーロ,牡3,55.0,斎藤,高野,504(-2),栗東,2023102178,1178,リオンディーズ,タイキキララ,キングヘイロー,-1.0749099185189985,8,-0.9742638567891296,8,,
1,2,2,コッツォリーノ,牡3,55.0,佐々木,池上,464(+2),美浦,2023106718,1197,シルバーステート,シンジュボシ,ダイワメジャー,0.21345201548853568,5,-0.5736923277107641,5,,
2,3,3,ウインベラーノ,牡4,56.0,△舟山,宮,466(0),栗東,2022106231,1221,ウインブライト,サマーソング,ロージズインメイ,0.3646201720991192,4,-0.5266918241697264,4,,
3,4,4,ポタリング,セ4,55.0,▲遠藤,武藤,438(-8),美浦,2022101191,1218,ノーブルミッション,ウインルキア,ディープインパクト,-1.1287934051340571,9,-0.9910170610368899,9,,
4,5,5,マイネルモメンタム,牡5,58.0,横山琉,相沢,486(0),美浦,2021106811,1192,ゴールドシップ,マイネアルデュール,アドマイヤコジーン,0.017772397073550533,6,-0.6345321289257411,6,,
5,6,6,グレーヌドジョワ,牡3,55.0,荻野琢,今野,442(-4),栗東,2023103351,1112,ロードカナロア,エバーブロッサム,ディープインパクト,1.7717247121446267,1,-0.08920139364615347,1,,
6,7,7,マイバラード,牡6,57.0,☆長浜,松永康,468(-16),美浦,2020100621,1214,ダノンバラード,マイネアロマ,ロージズインメイ,-1.1510893547266854,10,-0.997949214482927,10,,
7,7,8,スタードメイソン,牝4,53.0,▲和田陽,加藤公,394(0),栗東,2022105392,1223,ブリックスアンドモルタル,ソウルスターリング,Frankel,-0.6913757392812783,7,-0.8550171850458995,7,,
8,8,9,ナイスプレーアスク,牝3,53.0,丹内,田村,432(-4),美浦,2023105420,1091,アドマイヤマーズ,エンジェルドンキ,ディープインパクト,0.9819627115146929,2,-0.33475053930918547,2,,
9,8,10,ネッタイヤライ,牡3,53.0,◇古川奈,矢作,446(+10),栗東,2023104690,1190,コントレイル,サンライズシェル,キンシャサノキセキ,0.6966364093404923,3,-0.4234628724908075,3,,
