,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,キャプテンシー,牡5,60.0,中村,松永幹,476(-6),栗東,2021105370,01101,モーリス,アドマイヤリード,ステイゴールド
1,2,2,セイウンパシュート,セ6,60.0,五十嵐,上原博,458(-4),美浦,2020100233,01069,ハーツクライ,シーソルティキッス,キングカメハメハ
2,3,3,グランジョルノ,牡4,60.0,伴,高柳瑞,490(-2),美浦,2022104673,01149,ゴールドドリーム,ヴィータアレグリア,ネオユニヴァース
3,3,4,テーオーレガシー,牡6,60.0,小牧加,宮,514(-12),栗東,2020100604,01196,ダンカーク,ココモオレンジ,キングカメハメハ
4,4,5,メイショウカゼマチ,牡6,60.0,黒岩,角田,468(0),栗東,2020106534,01072,ミッキーアイル,メイショウマイカゼ,メイショウボーラー
5,4,6,ヒロピアーナ,牡6,57.0,▲土田,石栗,548(+12),美浦,2020105914,01198,リアルインパクト,ハルノアシオト,エンパイアメーカー
6,5,7,アップストローク,セ7,60.0,草野,杉浦,464(-14),美浦,2019104675,01113,ディーマジェスティ,エマソング,Unbridled's Song
7,5,8,ブライトマン,セ5,60.0,大江圭,蛯名正,482(0),美浦,2021105007,01120,キズナ,キトゥンズダンプリングス,Kitten's Joy
8,6,9,ダスク,牡6,60.0,難波,宮本,468(0),栗東,2020106953,01066,シニスターミニスター,フォルクスオーパー,テイエムオペラオー
9,6,10,プレミアブルー,牡4,60.0,金子,菊川,464(+8),美浦,2022102387,01052,トーセンラー,ナイキアムール,マヤノトップガン
10,7,11,ゴールデンステップ,牝5,58.0,高田潤,和田勇,500(+10),美浦,2021103555,01046,ブリックスアンドモルタル,ルミナスレッド,トーセンダンス
11,7,12,アルシミスト,セ5,57.0,▲坂口,浅利,520(+2),美浦,2021105805,01211,オルフェーヴル,ミセスワタナベ,Tapizar
12,8,13,デスティネ,牡9,60.0,江田勇,萱野,488(+2),美浦,2017106490,01023,リアルインパクト,スプリングドリュー,ミシル
13,8,14,ジャクソン,牡6,57.0,▲小林凌,武市,540(+4),美浦,2020104354,01177,サトノアラジン,プードルデコール,New Approach
