,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,キングロコマイカイ,牡7,55.0,▲森田,畑端,498(-4),栗東,2019103829,1222,キングカメハメハ,オツウ,ハーツクライ,0.0195304029491037,5,-0.010762883061567,13,,10,45.7,45.4,43.5,11
1,2,2,クリノフィガロ,牡5,58.0,幸,荒川,496(-4),栗東,2021101226,732,ゴールドシップ,クリノスペシャル,スペシャルウィーク,-0.7900659834864887,11,-0.0307497790193502,3,,9,49.4,46.8,49.6,4
2,3,3,ソウルアンドジャズ,セ5,58.0,川須,武井,488(-6),美浦,2021106694,1128,ブリックスアンドモルタル,ナスノシベリウス,Unbridled's Song,-0.0916247835653488,6,-0.0135070246922054,8,,7,46.5,47.8,47.9,7
3,4,4,クロノスバレット,牡4,58.0,松山,吉村,512(-4),栗東,2022110123,1126,Global Campaign,Above Heaven,Mr. Greeley,0.3608530779317198,1,-0.0023364857761926,2,,2,52.7,50.3,52.0,3
4,4,5,ジーニアスバローズ,セ6,58.0,松若,辻野,454(-14),栗東,2020100681,1154,ハーツクライ,スカイノダン,サクラバクシンオー,-0.2785368806950823,9,-0.0181214136657415,11,,12,45.8,44.8,44.5,10
5,5,6,エリカヴェネチア,牝5,56.0,北村友,吉岡,508(+8),栗東,2021110106,1102,Curlin,First Passage,Giant's Causeway,0.3448042736155599,2,-0.002732690338723,10,,8,45.8,47.4,43.3,13
6,5,7,メイショウマントル,牡8,58.0,藤懸,安達,514(+2),栗東,2018100858,1138,メイショウボーラー,ピンクトルマリン,Fusaichi Pegasus,-0.0920500666680529,7,-0.013517523861012,12,,13,45.7,44.6,43.4,12
7,6,8,フラッシング,牡5,56.0,△田山,牧浦,496(+8),栗東,2021105971,1220,ドレフォン,プントバンコ,フジキセキ,-1.083605067143192,13,-0.0379965197692934,7,,4,46.5,49.4,48.2,6
8,6,9,エンマ,牡4,58.0,高倉,武英,480(-2),栗東,2022102956,1130,バゴ,ウェルノーテッド,ドリームジャーニー,0.1056712064967763,3,-0.0086362835521408,5,,6,47.4,47.8,48.5,5
9,7,10,ダディーズトリップ,牡10,58.0,岩田望,千田,476(-4),栗東,2016100126,1174,ドリームジャーニー,ヴードゥーレディ,デインヒル,-0.1257328935992596,8,-0.0143490680337843,9,,11,46.1,45.2,46.1,9
10,7,11,ハッピーダンチャン,牡4,58.0,国分優,小椋,466(0),栗東,2022100529,1125,ダンカーク,ハッピーエム,プリサイスエンド,0.0326272149637596,4,-0.0104395557548975,6,,5,46.7,47.8,47.6,8
11,8,12,タガノアバンドーネ,牡3,55.0,川田,角田,480(-2),栗東,2023104733,1088,モズアスコット,タガノディーバ,フジキセキ,-0.8683874940557332,12,-0.0326833398766261,1,,1,82.6,82.7,81.4,1
12,8,13,レッドリベルタ,牡5,58.0,田口,庄野,462(+2),栗東,2021102436,1208,リアルスティール,レッドディオーサ,キングカメハメハ,-0.6674899419060489,10,-0.0277236852385079,4,,3,49.2,49.9,53.9,2
