,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ステキサプライズ,牡3,56.0,☆長浜,粕谷,432(+12),美浦,2023101910,1214,ゴールドシップ,ドゥモワゼル,ショウナンカンプ,0.5337367758063409,5,-0.1618190115277427,5,,
1,2,2,ユーベルジーク,牝3,51.0,★河原田,辻,456(-6),美浦,2023102801,1204,タワーオブロンドン,ショウリダバンザイ,プリサイスエンド,0.6473734160854352,4,-0.07858321717164846,4,,
2,3,3,エコロデュラン,牡3,55.0,◇古川奈,矢作,446(-10),栗東,2023103623,1190,カラヴァッジオ,クィーンリズ,Lizard Island,-1.244414744241755,12,-1.4642673582334698,12,,
3,4,4,マーマレードスカイ,牝3,55.0,佐々木,堀内,412(0),美浦,2023103574,1197,レッドファルクス,メープルリキュール,オルフェーヴル,0.3697128400999201,6,-0.2819621497655999,6,,
4,5,5,ソパデアホ,牡3,57.0,岩田康,小島,520(+6),美浦,2023101870,5203,イスラボニータ,ポジショントーク,シンボリクリスエス,-0.8997543335614623,9,-1.211812841841457,9,,
5,5,6,シェイプオブユー,牝3,55.0,川又,吉村,480(+6),栗東,2023100544,1166,タワーオブロンドン,ジェントルヴァウ,Broken Vow,0.8265077883621271,3,0.0526279110024201,3,,
6,6,7,カッサンドラ,牝3,55.0,横山琉,高橋忠,424(-6),栗東,2023103999,1192,インディチャンプ,マレンカヤ,ファンタスティックライト,-0.412307385410693,8,-0.8547710124091996,8,,
7,6,8,コウユーネロガ,牝3,52.0,▲小林美,秋本,432(+8),美浦,2023109140,1206,ネロ,シャイニングアロー,キンシャサノキセキ,0.8606957427386283,2,0.07766967159080926,2,,
8,7,9,ライトオブジアース,牝3,55.0,丹内,松永幹,500(+24),栗東,2023103478,1091,ロードカナロア,デイアウトオブジオフィス,Into Mischief,-0.4057000295718162,7,-0.8499313012870514,7,,
9,7,10,ワイドアルバ,牡3,57.0,古川吉,藤野,480(-2),栗東,2023106359,1015,タワーオブロンドン,オールアイキャンセイイズワウ,Street Cry,-0.9824331584426655,10,-1.2723728658663966,10,,
10,8,11,ラブデウザ,牝3,52.0,▲遠藤,加藤和,400(+2),美浦,2023109094,1218,リアルスティール,ボンニデー,キングカメハメハ,-1.2003995920392276,11,-1.4320274385360572,11,,
11,8,12,グレイトソン,牡3,54.0,▲和田陽,鈴木孝,464(+6),栗東,2023105059,1223,カリフォルニアクローム,デンファレ,フジキセキ,1.9069826801751681,1,0.8440468202643712,1,,
