,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,グランテレーズ,牝5,56.0,小沢,渡辺,458(-8),栗東,2021102401,1185,シュヴァルグラン,アドマイヤテレサ,エリシオ,0.5345687576021247,5,-0.00047562625756216424,5,,
1,2,2,アイムインディ,牝3,53.0,武豊,蛯名正,446(-4),美浦,2023105263,666,インディチャンプ,アイムユアーズ,Invincible Spirit,-1.033482785000632,8,-0.010959803753990359,8,,
2,3,3,スプリングデイ,牝5,54.0,◇古川奈,伊藤大,426(-2),美浦,2021103322,1190,ディスクリートキャット,ヴァップ,ストーミングホーム,-1.395831406748854,10,-0.013382509362052684,10,,
3,4,4,ダブルチャレンジ,牝3,53.0,吉田隼,深山,440(0),美浦,2023104875,1095,シャンハイボビー,ペプチドサクラ,キズナ,-1.033482785000632,8,-0.010959803753990359,8,,
4,5,5,ジュジュドール,牝3,52.0,☆長浜,西園翔,458(+16),栗東,2023106912,1214,レイデオロ,エクシードリミッツ,Exceed And Excel,0.5345687576021247,5,-0.00047562625756216424,5,,
5,6,6,ツルノマイハシ,牝3,53.0,佐々木,杉浦,458(-2),美浦,2023103528,1197,モーリス,ブリッツアウェイ,ディープインパクト,-1.395831406748854,10,-0.013382509362052684,10,,
6,6,7,マナボニート,牝3,53.0,丹内,北出,480(-4),栗東,2023100617,1091,グァンチャーレ,スカイシーアキラ,Swiss Spirit,0.6393612884984513,4,0.00022502895967220612,4,,
7,7,8,アルバニー,牝5,54.0,△舟山,千田,460(+2),栗東,2021105715,1221,ロードカナロア,ピースアンドウォー,War Front,-0.03876939130713228,7,-0.004309032721141037,7,,
8,7,9,ファニーバニー,牝3,53.0,横山武,杉山佳,438(+2),栗東,2023105277,1170,シスキン,カゼルタ,ハービンジャー,0.7446083670382094,2,0.0009287233360444244,2,,
9,8,10,ナンナンプー,牝4,56.0,岩田康,水野,464(-2),美浦,2022102878,5203,フィエールマン,シエルクレール,ダイワメジャー,1.6638283015774398,1,0.007074736199861274,1,,
10,8,11,ヴェガリア,牝3,53.0,斎藤,栗田,438(-6),美浦,2023104159,1178,リオンディーズ,ホールハーテッド,Awesome Again,0.7446083670382094,2,0.0009287233360444244,2,,
