,式別,馬番,配当,人気
0,単勝,14,1150,5
1,複勝,14,310,5
2,複勝,6,160,1
3,複勝,10,710,10
4,枠連,4-8,450,1
5,馬連,6-14,1670,6
6,ワイド,6-14,660,5
7,ワイド,10-14,3980,37
8,ワイド,6-10,1960,22
9,馬単,14→6,4450,16
10,3連複,6-10-14,15150,51
11,3連単,14→6→10,88610,269
