,式別,馬番,配当,人気
0,単勝,6,140,1
1,複勝,6,110,1
2,複勝,13,190,4
3,複勝,14,120,2
4,枠連,3-7,200,1
5,馬連,6-13,700,3
6,ワイド,6-13,300,3
7,ワイド,6-14,170,1
8,ワイド,13-14,660,8
9,馬単,6→13,790,4
10,3連複,6-13-14,1160,3
11,3連単,6→13→14,3000,6
