,式別,馬番,配当,人気
0,単勝,13,310,1
1,複勝,13,170,2
2,複勝,10,1450,11
3,複勝,16,230,4
4,枠連,5-7,1140,3
5,馬連,10-13,13860,40
6,ワイド,10-13,5190,45
7,ワイド,13-16,470,1
8,ワイド,10-16,7220,56
9,馬単,13→10,19480,67
10,3連複,10-13-16,27140,92
11,3連単,13→10→16,147650,489
