,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ユイアヴェニール,牡2,56.0,秋山稔,高橋忠,432(0),栗東,2023109105,01181,アレスバローズ  ,プリンセスゴールド  ,サンデーサイレンス  Sunday Silence(米)  ,-0.12407157322706189,6
1,2,2,レガリアーナ,牝2,55.0,松若,安達,384(0),栗東,2023103763,01154,トーセンラー  ,オルトルート  ,ローエングリン  ,-0.10072488530828236,5
2,3,3,ジーティーシップ,牡2,56.0,鮫島駿,森田,460(0),栗東,2023106054,01157,ルーラーシップ  ,レジーナファースト  ,キンシャサノキセキ  ,0.691987996751938,4
3,4,4,ジーティーリボーン,牝2,55.0,坂井,中村,454(0),栗東,2023105353,01163,ナダル  Nadal(米)  ,ロゼヤ  Roseya(仏)  ,Invincible Spirit  (愛)  ,-3.4971335135950126,12
4,5,5,ハンザキ,牝2,55.0,藤懸,高橋忠,450(0),栗東,2023101004,01138,ハクサンムーン  ,ミッキーアップル  ,クロフネ  ,-1.9510665464659682,9
5,5,6,マーブルパレス,牝2,55.0,酒井,西園正,418(0),栗東,2023105203,01034,アドマイヤマーズ  ,マーブルサニー  ,クロフネ  ,-1.704057291475651,8
6,6,7,キシュウサラトイロ,牝2,55.0,田口,安達,432(0),栗東,2023106092,01208,イスラボニータ  ,スーパーノーマル  ,ロードカナロア  ,0.75078061923584,2
7,6,8,モカプウイング,牝2,54.0,☆吉村,加藤公,458(0),栗東,2023103334,01216,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ウイングドウィール  ,シンボリクリスエス  ,-2.3890444904031387,10
8,7,9,ピルスナー,牝2,55.0,斎藤,青木,434(0),美浦,2023106458,01178,ベンバトル  Benbatl(英)  ,ネオザミスティック  ,ハーツクライ  ,-0.9467825243417878,7
9,7,10,パッションマーレ,牝2,55.0,富田,四位,406(0),栗東,2023105989,01168,タワーオブロンドン  ,マディラストーン  ,ゼンノロブロイ  ,0.6982834815526979,3
10,8,11,オフクマメ,牝2,55.0,荻野琢,松下,462(0),栗東,2023102105,01112,アメリカンペイトリオット  ,オフクヒメ  ,キンシャサノキセキ  ,0.93371050520688,1
11,8,12,ヒバリノコ,牡2,56.0,亀田,北出,422(0),栗東,2023101094,01176,ロジャーバローズ  ,ヒバリ  ,エピファネイア  ,-2.543288228935458,11
