,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サンライズソレイユ,牡4,57.0,坂井,矢作,522(0),栗東,2021105104,01163,キズナ  ,ソラリア  Solaria(智)  ,Scat Daddy  (米)  ,-2.5382746993473404,15
1,1,2,カネフラ,牡5,57.0,団野,高橋康,448(0),栗東,2020103082,01180,グランデッツァ  ,ラカ  ,キングカメハメハ  ,0.028489952179883933,8
2,2,3,ディープモンスター,牡7,57.0,浜中,池江,466(0),栗東,2018104475,01115,ディープインパクト  ,シスタリーラヴ  Sisterly Love(米)  ,Bellamy Road  ,-0.37180549355774406,11
3,2,4,アドマイヤテラ,牡4,58.0,川田,友道,496(+2),栗東,2021105369,01088,レイデオロ  ,アドマイヤミヤビ  ,ハーツクライ  ,0.5176363590736469,6
4,3,5,サンライズアース,牡4,58.0,池添,石坂,534(+4),栗東,2021105560,01032,レイデオロ  ,シャンドランジュ  ,マンハッタンカフェ  ,-4.624875787602768,18
5,3,6,プラダリア,牡6,57.0,高杉,池添,468(-2),栗東,2019100109,01213,ディープインパクト  ,シャッセロール  ,クロフネ  ,0.9700662561670701,3
6,4,7,ドゥレッツァ,牡5,58.0,横山武,尾関,478(+10),美浦,2020103650,01170,ドゥラメンテ  ,モアザンセイクリッド  More Than Sacred(豪)  ,More Than Ready  ,1.705778426216833,2
7,4,8,ヴェルミセル,牝5,55.0,鮫島駿,吉村,468(+4),栗東,2020103945,01157,ゴールドシップ  ,マルーンドロップ  ,コンデュイット  Conduit(愛)  ,-1.2400560211714635,14
8,5,9,ミクソロジー,セ6,57.0,斎藤,辻野,434(-10),栗東,2019101847,01178,オルフェーヴル  ,スターエンジェル  ,アフリート  Afleet(加)  ,2.066443208119095,1
9,5,10,ブレイヴロッカー,セ5,57.0,太宰,本田,466(-6),栗東,2020102870,01037,ドゥラメンテ  ,シティイメージ  City Image(愛)  ,Elusive City  ,-3.114378788426898,16
10,6,11,ヴェルテンベルク,牡5,57.0,松若,宮本,486(+4),栗東,2020103060,01154,キタサンブラック  ,マルカアイチャン  ,フレンチデピュティ  French Deputy(米)  ,0.4649127502520949,7
11,6,12,ワープスピード,牡6,57.0,吉村,高木,498(-10),美浦,2019105312,01216,ドレフォン  Drefong(米)  ,ディープラヴ  ,ディープインパクト  ,-3.4154551073962933,17
12,7,13,メイショウブレゲ,牡6,57.0,酒井,本田,474(+4),栗東,2019104091,01034,ゴールドシップ  ,メイショウスイヅキ  ,パイロ  Pyro(米)  ,-0.9565664578242526,12
13,7,14,サブマリーナ,牡4,57.0,横山和,庄野,478(-2),栗東,2021106449,01140,スワーヴリチャード  ,ヒシサブリナ  ,Bernardini  (米)  ,0.9549674015892734,4
14,7,15,ジューンテイク,牡4,57.0,菱田,武英,490(-14),栗東,2021100913,01144,キズナ  ,アドマイヤサブリナ  ,シンボリクリスエス  ,0.9538321509843617,5
15,8,16,ボルドグフーシュ,牡6,57.0,内田博,宮本,510(+6),栗東,2019104909,00422,スクリーンヒーロー  ,ボルドグザグ  Boldogsag(仏)  ,Layman  ,-0.11374045969287536,10
16,8,17,アルナシーム,牡6,57.0,藤岡佑,橋口,446(-2),栗東,2019105252,01093,モーリス  ,ジュベルアリ  ,ディープインパクト  ,-0.011407666333583998,9
17,8,18,ショウナンラプンタ,牡4,57.0,松山,高野,542(-2),栗東,2021105195,01126,キズナ  ,フリアアステカ  Furia Azteca(亜)  ,Zensational  ,-1.2090594694416623,13
