,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,セキテイリノ,牡2,56.0,江田照,田中剛,468(+6),美浦,2023103447,00689,サトノダイヤモンド  ,ステイアライヴ  Stay Alive(愛)  ,Iffraaj  ,-0.39769525072378786,3
1,2,2,コスモクラシック,牡2,56.0,石川,嘉藤,484(0),美浦,2023104491,01150,ダノンバラード  ,マーマレードガール  ,タイキシャトル  ,-0.6393800384731444,4
2,3,3,ムーングレイル,牡2,56.0,三浦,森一,468(0),美浦,2023102843,01122,ミッキーアイル  ,グレースグランド  ,アドマイヤムーン  ,-1.1446372588260842,5
3,4,4,ナデシコ,牝2,55.0,杉原,村田,418(+4),美浦,2023102431,01135,ダノンバラード  ,ラステラ  ,サッカーボーイ  ,-0.2998291115594008,1
4,5,5,ナムラパピ,牝2,55.0,木幡初,武市,434(0),美浦,2023106241,01153,キセキ  ,ナムラビバ  ,アジアエクスプレス  ,-0.33501847443069716,2
5,6,6,ナハトナナレオン,牝2,53.0,△長浜,矢嶋,412(+14),美浦,2023102619,01214,モーリス  ,メモリーズ  ,ディープインパクト  ,-1.576619616769879,7
6,6,7,レッドジェルブロワ,牡2,56.0,荻野極,鹿戸,444(+2),美浦,2023103603,01160,エピファネイア  ,レッドベルローズ  ,ディープインパクト  ,-1.5677448737573243,6
7,7,8,ソロイノシタク,牝2,52.0,▲小林美,矢嶋,414(-8),美浦,2023101473,01206,ヤングマンパワー  ,アプローズユウ  ,ルーラーシップ  ,-3.4921094473252774,10
8,7,9,ラフターラインズ,牝2,55.0,戸崎圭,小笠,456(-4),美浦,2023107154,05386,アルアイン  ,バンゴール  ,キングカメハメハ  ,-1.6755126082771552,8
9,8,10,ダノンドナウ,牝2,55.0,丹内,菊沢,444(0),美浦,2023106058,01091,ダノンスマッシュ  ,ダノンディーヴァ  ,ディープインパクト  ,-2.147837652542861,9
10,8,11,ルディドゥゲンジ,牝2,55.0,黛,蛯名利,414(-8),美浦,2023103934,01109,ファインニードル  ,ウルバーノ  ,ハーツクライ  ,-4.607103013761202,11
