,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ヨドノティアラ,牝2,55.0,津村,矢嶋,436(+10),美浦,2023101827,01092,マテラスカイ  ,ヨドノプルメリア  ,アンライバルド  ,-1.364071285761726,15
1,1,2,シシリアンキッス,牝2,53.0,◇今村,佐藤吉,434(-4),美浦,2023104616,01193,イスラボニータ  ,シセイイワイ  ,ヴィクトワールピサ  ,0.8289569710653161,2
2,2,3,セイウンシシマイ,牡2,53.0,▲佐藤,杉浦,462(-4),美浦,2023104697,01207,インディチャンプ  ,セイウンアカマイ  ,アニマルキングダム  Animal Kingdom(米)  ,-1.0159335456166425,9
3,2,4,フェーダーローター,牝2,55.0,原,天間,444(+4),美浦,2023106484,01184,ベンバトル  Benbatl(英)  ,リープフラウミルヒ  ,ステイゴールド  ,-0.814432323709398,8
4,3,5,ニシノゴージャス,牝2,52.0,▲遠藤,村田,410(+2),美浦,2023101271,01218,シスキン  Siskin(米)  ,ニシノドレッシー  ,リーチザクラウン  ,-2.4556429458392866,17
5,3,6,ノーブルラホーヤ,牝2,53.0,△長浜,深山,382(-8),美浦,2023103195,01214,ダノンキングリー  ,ラホーヤビーチ  ,タイキシャトル  ,-1.0600520490828844,10
6,4,7,ダイシンレスター,牡2,56.0,岩田康,戸田,446(0),美浦,2023104317,05203,ダイシンサンダー  ,タガノカピート  ,ケイムホーム  Came Home(米)  ,-0.7481073009542839,7
7,4,8,ロット,牝2,55.0,嶋田,本間,416(+2),美浦,2023106586,01134,ダノンバラード  ,オクリモノ  ,ゴールドアリュール  ,-1.2381310816312645,12
8,5,9,カラーオブサクセス,牝2,55.0,菊沢,武市,440(-6),美浦,2023102896,01161,ゴールドドリーム  ,カラフルワード  ,キングカメハメハ  ,0.3938873629850337,4
9,5,10,リュウセイコウテイ,牡2,56.0,丹内,奥平,442(+4),美浦,2023106437,01091,ウインブライト  ,ケイティラブ  ,スキャン  Scan(米)  ,-1.3620594418316012,14
10,6,11,ジェンダウィナー,牝2,52.0,▲石田,青木,468(0),美浦,2023106777,01203,マテラスカイ  ,ラピッドライズ  ,メイショウボーラー  ,-1.3165717259458596,13
11,6,12,レヴェンドール,牝2,55.0,野中,柄崎,460(+4),美浦,2023106025,01158,カレンブラックヒル  ,メルティングポット  ,Hard Spun  (米)  ,-0.3673537570472496,6
12,7,13,エレクトロン,牡2,56.0,杉原,佐藤吉,430(+6),美浦,2023106608,01135,ビーチパトロール  Beach Patrol(米)  ,ヨイミヤ  ,マツリダゴッホ  ,-1.576047864470686,16
13,7,14,アドミ,牝2,55.0,菅原明,中川,442(-2),美浦,2023100283,01179,アドマイヤマーズ  ,カリフォルニアネクター  California Nectar(米)  ,Stormy Atlantic  ,0.32407014065698514,5
14,8,15,レディアエラ,牝2,55.0,石橋脩,大和田,430(-2),美浦,2023105702,01077,コパノリッキー  ,レディマールボロ  Lady Marlboro(米)  ,Smoke Glacken  ,0.7220660567812633,3
15,8,16,シンハ,牡2,53.0,▲石神道,和田郎,472(0),美浦,2023104160,01209,リオンディーズ  ,エバーローズ  ,ウインクリューガー  ,1.267223541084345,1
16,8,17,エルリオ,牝2,52.0,▲小林美,深山,444(-4),美浦,2023100614,01206,キセキ  ,ゴールドカルラ  ,ゼンノロブロイ  ,-1.0940191542472657,11
