,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ラカーリア,牝2,55.0,菱田,大根田,448(0),栗東,2023105167,01144,リオンディーズ,サウスエンピリカル,マンハッタンカフェ,-1.0555144353248789,8
1,2,2,テスタヴェローチェ,牡2,56.0,Ｍデムーロ,須貝,--,栗東,2023102132,05212,マテラスカイ,ユキエチャン,ジャスタウェイ,-0.34662287224414284,4
2,3,3,ドメイン,牡2,56.0,松若,松下,510(0),栗東,2023105445,01154,リオンディーズ,ラヴィアンフルール,ステイゴールド,0.5310959186475002,1
3,4,4,ジャスティンゴッホ,牡2,55.0,☆吉村,茶木,496(0),栗東,2023104887,01216,ヴァンゴッホ,フラワーロック,アッミラーレ,-0.4823825453882288,6
4,5,5,ワールドロイヤル,牡2,56.0,和田竜,本田,512(0),栗東,2023102098,01018,シニスターミニスター,ムーンオブザシティー,City Banker,-0.30883158600719074,3
5,6,6,マルベック,牝2,55.0,団野,坂口,496(0),栗東,2023105155,01180,ホッコータルマエ,ダイワバーガンディ,ブライアンズタイム,0.10407337673195455,2
6,7,7,クイノールト,牡2,56.0,プーシャン,橋口,472(0),栗東,2023107371,05678,クリソベリル,ワシントンレガシー,クロフネ,-1.4833110223029602,10
7,7,8,シャフメラン,牝2,55.0,鮫島駿,新谷,438(0),栗東,2023103568,01157,ドレフォン,ミラクルレジェンド,フジキセキ,-0.35301305476158085,5
8,8,9,サンライズオスカー,牡2,53.0,▲田山,石坂,508(0),栗東,2023106129,01220,インカンテーション,ティボリドライヴ,カジノドライヴ,-1.0651663072011426,9
9,8,10,コテツハマー,牡2,56.0,田口,佐藤悠,506(0),栗東,2023102077,01208,ホッコータルマエ,キンショーオトヒメ,マーベラスサンデー,-0.7073924038233286,7
