,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ハヤブサオヒメサマ,牝3,51.0,★河原田,渡辺,450(+8),栗東,2022105973,1204,ロードカナロア,フェアリーダンス,アグネスタキオン,0.03368888428622868,10,-0.1761723517898303,10,,
1,1,2,カレンナオトメ,牝4,56.0,黛,小野,416(-4),美浦,2021103325,1109,カレンブラックヒル,オルレアンノオトメ,チーフベアハート,0.5485571710130885,7,-0.012805102059974687,7,,
2,2,3,アンリーベイビー,牝4,56.0,西村淳,茶木,438(+2),栗東,2021103723,1171,ロードカナロア,サンビスタ,スズカマンボ,-2.573295398808224,16,-1.0033661475577174,16,,
3,2,4,ハイゼンスレイ,牝3,55.0,ジェルー,畑端,480(-2),栗東,2022102631,5680,ディスクリートキャット,シルクドレス,ディープスカイ,0.99764664640485,4,0.12969058930176,4,,
4,3,5,ワキノノーブル,牝4,53.0,▲川端,宮本,466(+2),栗東,2021106394,1195,トウケイヘイロー,トウケイスペシャル,スペシャルウィーク,-1.3047274836294487,12,-0.6008506756575488,12,,
5,3,6,ウィンターサン,牝3,55.0,佐々木,加藤征,440(-10),美浦,2022101649,1197,サンダースノー,サンレーン,Oasis Dream,0.3279295337647497,8,-0.08281005525061182,8,,
6,4,7,ヒミノエトワール,牝3,55.0,池添,宮地,466(+2),栗東,2022102388,1032,パイロ,ヒミノプリンセス,マンハッタンカフェ,-1.898257471975484,15,-0.7891772133915081,15,,
7,4,8,カンカール,牝4,55.0,☆松本,藤野,466(+2),栗東,2021102303,1191,シャンハイボビー,ウィズペイシェンス,ネオユニヴァース,1.0448061694386006,3,0.14465426404190337,3,,
8,5,9,ビアフォーナウ,牝4,56.0,原,池上,464(-4),美浦,2021104481,1184,バトルプラン,カリストーガ,ダノンシャンティ,0.5735251145563738,6,-0.004882795766830013,6,,
9,5,10,エコロカレン,牝4,54.0,△柴田裕,秋山,492(+6),栗東,2021103484,1212,ロージズインメイ,エレガンテココ,ブラックホーク,0.057806195627051,9,-0.16851995033842962,9,,
10,6,11,マーゴットレーヴ,牝5,53.0,▲古川奈,伊坂,472(-4),美浦,2020105813,1190,エスポワールシチー,シリカ,メイショウボーラー,0.6735853673895202,5,0.026866233517036247,5,,
11,6,12,ララバッカナール,牝4,56.0,川田,佐藤悠,476(+30),栗東,2021107097,1088,ヘニーヒューズ,ゴッドダンシング,ダンスインザダーク,-1.7215273420915826,14,-0.7331009002686342,14,,
12,7,13,ホウオウショコラ,牝3,55.0,坂井,大竹,476(-2),美浦,2022101108,1163,ゴールドドリーム,マイネレーヌ,マイネルラヴ,-0.46243423170301695,11,-0.33359177550657354,11,,
13,7,14,ユージュアーナ,牝3,55.0,亀田,奥村豊,464(+2),栗東,2022102952,1176,リアルスティール,アルボナンザ,キングカメハメハ,2.0725904890826805,1,0.47076931510310666,1,,
14,8,15,リヤンドゥミラクル,牝4,56.0,岩田康,和田勇,446(-2),美浦,2021105125,5203,ルーラーシップ,ツインエンジェルズ,ハーツクライ,1.676729708927638,2,0.34516304142684034,2,,
15,8,16,アクアマリーナ,牝3,55.0,岩田望,伊坂,460(-4),美浦,2022102026,1174,シニスターミニスター,コーラルビュー,キングヘイロー,-1.3177355404961069,13,-0.6049781205389285,13,,
