,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ウィリアムバローズ,牡7,58.0,岩田望,上村,490(-2),栗東,2018100829,1174,ミッキーアイル,ダイアナバローズ,シンボリクリスエス,-1.145092212886766,11,-0.6325337973540549,11,,
1,1,2,ダブルハートボンド,牝4,56.0,坂井,大久保,474(-2),栗東,2021105700,1163,キズナ,パーシステントリー,Smoke Glacken,-2.7659158897804974,16,-1.1930961843255843,16,,
2,2,3,メイショウハリオ,牡8,58.0,武豊,岡田,504(+10),栗東,2017106404,666,パイロ,メイショウオウヒ,マンハッタンカフェ,0.3788864612967566,3,-0.10546528553959378,3,,
3,2,4,セラフィックコール,牡5,58.0,西村淳,寺島,538(+10),栗東,2020103400,1171,ヘニーヒューズ,シャンドランジュ,マンハッタンカフェ,-0.373514484576272,8,-0.3656833932775858,8,,
4,3,5,ヘリオス,セ9,58.0,原,地方千葉幸,466(-9), ,2016102370,1184,オルフェーヴル,アンジュシュエット,フレンチデピュティ,-0.7805929698956483,9,-0.5064716176035718,9,,
5,3,6,ハギノアレグリアス,牡8,58.0,岩田康,四位,494(0),栗東,2017103290,5203,キズナ,タニノカリス,ジェネラス,-0.23957034525083826,6,-0.3193587698583321,6,,
6,4,7,ラムジェット,牡4,58.0,三浦,佐々木,516(0),栗東,2021106640,1122,マジェスティックウォリアー,ネフェルティティ,ゴールドアリュール,-2.606916397446712,15,-1.1381061590560237,15,,
7,4,8,ウィルソンテソーロ,牡6,58.0,川田,高木,484(-3),美浦,2019102383,1088,キタサンブラック,チェストケローズ,Uncle Mo,-0.3147504819313618,7,-0.34535984417089793,7,,
8,5,9,アウトレンジ,牡5,58.0,松山,大久保,492(-6),栗東,2020105621,1126,レガーロ,クイーンパイレーツ,キングカメハメハ,-2.3251994011138186,13,-1.040674245784948,13,,
9,5,10,テンカジョウ,牝4,56.0,国分優,岡田,496(+1),栗東,2021102729,1125,サンダースノー,フィオレロ,エンパイアメーカー,-0.14660718320666952,5,-0.28720743053697484,5,,
10,6,11,シックスペンス,牡4,58.0,ルメール,国枝,502(-1),美浦,2021105724,5339,キズナ,フィンレイズラッキーチャーム,Twirling Candy,-2.341933996414915,14,-1.046461910921333,14,,
11,6,12,ナルカミ,牡3,57.0,戸崎圭,田中博,508(+3),美浦,2022101638,5386,サンダースノー,オムニプレゼンス,ディープインパクト,0.7314942929807813,2,0.016484245807616104,2,,
12,7,13,サンライズジパング,牡4,58.0,池添,前川,524(+17),栗東,2021104756,1032,キズナ,サイマー,Zoffany,-1.8326102361197738,12,-0.870312125548301,12,,
13,7,14,ペプチドナイル,牡7,58.0,藤岡佑,武英,526(-4),栗東,2018106084,1093,キングカメハメハ,クイーンオリーブ,マンハッタンカフェ,2.454290867129988,1,0.6123139919045265,1,,
14,8,15,ペリエール,牡5,58.0,佐々木,黒岩,484(+2),美浦,2020101874,1197,ヘニーヒューズ,ソフトライム,フジキセキ,-1.0873874349779824,10,-0.6125765814610824,10,,
15,8,16,ルクソールカフェ,牡3,57.0,ジェルー,堀,550(+6),美浦,2022110083,5680,American Pharoah,Mary's Follies,More Than Ready,0.2983475501109151,4,-0.13331969372848856,4,,
