,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,スマートグロワール,牡2,56.0,岩田望,畑端,528(-6),栗東,2023102752,1174,デクラレーションオブウォー,アンフィデルマール,エンパイアメーカー,-0.5584787792207707,10,-0.42965335372950453,10,,
1,2,2,アメリカンイズム,牡2,56.0,ルメール,池江,498(+8),栗東,2023110081,5339,Authentic,Crescentcitypretty,Bernardini,-0.567164449178935,11,-0.43265729546209725,11,,
2,3,3,リベッチオ,牡2,56.0,川田,杉山晴,492(0),栗東,2023107082,1088,ルヴァンスレーヴ,スーブレット,ゴールドアリュール,-2.0530645084505474,12,-0.9465563061322402,12,,
3,4,4,エクヴァータル,牡2,56.0,松山,前川,516(-4),栗東,2023104348,1126,リアルスティール,プリティカポレイ,クロフネ,1.2682441591621365,3,0.20211935867189873,3,,
4,4,5,アデルフィー,牡2,56.0,吉田隼,金成,462(+2),美浦,2023105753,1095,モーニン,ソロフライト,ミスキャスト,0.3067767525745711,7,-0.13040445136088644,7,,
5,5,6,クリコバロー,牡2,52.0,★河原田,渡辺,490(+6),栗東,2023101412,1204,ロジャーバローズ,クリノリトミシュル,アグネスデジタル,0.9134079899658922,5,0.07939915608349506,5,,
6,5,7,レイサンソク,牡2,56.0,ジェルー,吉村,524(+14),栗東,2023102706,5680,シスキン,ミラグロッサ,フジキセキ,-3.0995442347797932,13,-1.3084816541334936,13,,
7,6,8,マイカラー,牡2,56.0,長岡,吉岡,460(+4),栗東,2023110031,1142,City of Light,Moart,Uncle Mo,-0.0515232633394043,8,-0.25432262644430953,8,,
8,6,9,テイクザスローン,牡2,56.0,富田,武英,462(0),栗東,2023103707,1168,サトノクラウン,トロイメント,ダイワメジャー,2.726889396496844,1,0.706592280459434,1,,
9,7,10,タケルムサシ,牡2,56.0,岩田康,斎藤誠,482(0),美浦,2023105177,5203,ルヴァンスレーヴ,ヒシアルコル,ダイワメジャー,1.8754291763999205,2,0.41211449105327086,2,,
10,7,11,ストラドーネ,牡2,56.0,西村淳,中竹,424(-6),栗東,2023103586,1171,マインドユアビスケッツ,ランブリングアレー,ディープインパクト,1.0252532158183858,4,0.11808086321119406,4,,
11,8,12,ジーティーウンカイ,牡2,56.0,原,青木,482(+2),美浦,2023101630,1184,ルーラーシップ,ティーエスクライ,ハーツクライ,0.7717147226094281,6,0.030394494256641487,6,,
12,8,13,マーゴットデイズ,牡2,56.0,佐々木,中村,486(-8),栗東,2023103896,1197,ドレフォン,デリケートアーチ,アフリート,-0.4439349137949141,9,-0.39003832124236887,9,,
