,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ミクニインスパイア,牡3,56.0,丹内,林,508(0),美浦,2022106120,01091,アドマイヤマーズ,シルクヴィーナス,ティンバーカントリー,-1.052239536446776,3
1,2,2,ヴァイザーバルコ,セ5,58.0,丸田,水野,476(+8),美浦,2020106694,01117,ゴールドシップ,カレイメモワール,アドマイヤムーン,-1.020523333223684,2
2,3,3,バーケンヘッド,牡3,53.0,▲石神道,武井,428(+8),美浦,2022105227,01209,アドマイヤマーズ,アークロイヤル,ハービンジャー,-2.68241905300349,8
3,4,4,プルミエソルティ,牡3,56.0,横山武,斎藤誠,484(0),美浦,2022103243,01170,レイデオロ,マドモアゼル,ブラックタイド,-1.9912219895770313,5
4,5,5,サトノソティラス,牡3,56.0,丸山,池江,492(-2),栗東,2022105587,01127,サトノダイヤモンド,ロングホットサマー,Street Boss,0.3930926726807302,1
5,6,6,ハイラント,牡4,58.0,北村宏,伊藤大,454(+4),美浦,2021103033,01043,バゴ,サトノサンシャイン,ステイゴールド,-3.1086455529410317,10
6,6,7,ソワドリヨン,牝5,53.0,▲舟山,古賀,484(+4),美浦,2020102725,01221,ハーツクライ,ルシルク,Dynaformer,-2.9108562446938677,9
7,7,8,フィーリウス,牡3,56.0,マーカンド,手塚久,510(+8),美浦,2022105175,05626,キタサンブラック,レーヴドゥラメール,ロードカナロア,-2.5579348110970295,6
8,7,9,エコロレイズ,牡4,58.0,菅原明,岩戸,504(-2),美浦,2021103976,01179,アメリカンペイトリオット,ペブルガーデン,ディープインパクト,-2.679745663123216,7
9,8,10,オールマイデイズ,牡5,58.0,荻野極,矢嶋,502(0),美浦,2020103718,01160,リアルスティール,ロザリンド,シンボリクリスエス,-1.6216214119044812,4
10,8,11,キャネル,牡4,58.0,内田博,手塚久,500(0),美浦,2021105885,00422,ブリックスアンドモルタル,レッドラヴィータ,スペシャルウィーク,-3.2490705806946494,11
