,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,パヴィーア,牝3,55.0,ルメール,田中克,462(-6),栗東,2022110082,5339,Medaglia d'Oro,Pavini,Dubawi,0.5691809949577705,5,-0.006261181054129478,5,,
1,1,2,カレンワッツアップ,牡4,58.0,松山,小林,476(0),栗東,2021104321,1126,キズナ,ホワットアスポット,Arch,-0.40897709990300474,9,-0.3166298751026215,9,,
2,2,3,レーヴドアンジュ,牝3,55.0,佐々木,河嶋,428(-4),栗東,2022110157,1197,Maximum Security,Tiz Midnight,Midnight Lute,-1.7032691825554787,15,-0.7273076024768735,15,,
3,2,4,ボディブロー,牡4,58.0,武豊,森秀,534(-2),栗東,2021110057,666,City of Light,Race to Urga,Bernstein,-0.13614665387238073,7,-0.23006101708663293,7,,
4,3,5,インディゴ,牡3,57.0,岩田望,野中,488(-4),栗東,2022101062,1174,Tiz the Law,サムカインドオブブルー,Union Rags,-1.8845315866141366,16,-0.7848220021668165,16,,
5,3,6,アメリカンビヨンド,牡3,57.0,ジェルー,藤原,536(+4),栗東,2022110104,5680,McKinzie,Church by the Sea,Harlan's Holiday,-1.6003615843608745,14,-0.6946551130407234,14,,
6,4,7,マリブオレンジ,牝3,54.0,☆松本,福永,452(0),栗東,2022110134,1191,Vekoma ヴェコマ,Malibu Pier,Malibu Moon,0.20456295233760008,6,-0.1219541618811675,6,,
7,4,8,ハイケンス,牡4,58.0,岩田康,今野,456(-2),栗東,2021102813,5203,アジアエクスプレス,パリーナチャン,メイショウオウドウ,0.8757100004965266,3,0.09100019994030771,3,,
8,5,9,パトジュニア,セ4,58.0,国分恭,小崎,518(+8),栗東,2021110135,1124,St Patrick's Day,Desoto First Lady,Colonel John,-0.7180433010402375,10,-0.41469630600523016,10,,
9,5,10,アスタールテニウム,牡4,56.0,△柴田裕,中竹,516(-8),栗東,2021101548,1212,ニューイヤーズデイ,アスターヒューモア,More Than Ready,1.7528694985784836,1,0.3693221290050333,1,,
10,6,11,エコロカディス,セ3,57.0,黛,森一,452(0),美浦,2022110126,1109,Global Campaign,Meadow Mystique,Ghostzapper,-0.8648763216975233,12,-0.46128629294500345,12,,
11,6,12,マテンロウミラクル,牡4,58.0,三浦,佐々木,502(+8),栗東,2021105993,1122,カリフォルニアクローム,レイナカスターニャ,キングカメハメハ,-1.0232105462561434,13,-0.5115256016596486,13,,
12,7,13,メイプルギャング,牡4,55.0,▲古川奈,中竹,508(0),栗東,2021110063,1190,War Front,Crimson Maple,Rahy,-0.8216348661385965,11,-0.44756581753198726,11,,
13,7,14,レーティッシュ,牡3,57.0,川田,高橋一,512(0),栗東,2022110152,1088,American Pharoah,Bernina Star,Harlan's Holiday,0.6303203781405577,4,0.013138290885090033,4,,
14,8,15,ゼットスパンキー,牡4,58.0,藤岡佑,宮,472(-4),栗東,2021107255,1093,ディスクリートキャット,ゼットガガ,バゴ,-0.2306721203113479,8,-0.2600538635673059,8,,
15,8,16,タイセイブロウ,牡4,58.0,池添,平田,504(+4),栗東,2021104101,1032,キンシャサノキセキ,ギブユースマイル,エンパイアメーカー,1.5159133127453832,2,0.2941361418623323,2,,
