,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ヴォンフレ,牝3,55.0,ルメール,村田,486(-6),美浦,2022101227,5339,ブラックタイド,ショウリノウタゲ,プリサイスエンド,0.7353857469436137,3,0.017830106405096902,3,,
1,1,2,プウスカンドゥール,牝5,56.0,中井,坂口,460(0),栗東,2020104791,1141,シャンハイボビー,トレノトマト,デヒア,0.9174016855797339,2,0.08078037698867291,2,,
2,2,3,シンコーナホチャン,牝4,56.0,国分優,畑端,490(+2),栗東,2021100471,1125,パイロ,モエレフルール,ゴールドヘイロー,-0.5024589720855474,12,-0.41027888551739905,12,,
3,2,4,プチボヌール,牝5,56.0,吉田隼,畠山,450(-12),美浦,2020102962,1095,ジャスタウェイ,トロワボヌール,バゴ,0.5012013592526184,6,-0.0631626389668831,6,,
4,3,5,アンドリーナ,牝3,55.0,戸崎圭,牧浦,464(+4),栗東,2022101457,5386,リオンディーズ,マーメイドティアラ,シンボリクリスエス,-0.6987889847033939,14,-0.47817968316500536,14,,
5,3,6,ブーバー,牝5,56.0,富田,新開,430(-2),美浦,2020102840,1168,ロゴタイプ,クードロア,ハードスパン,0.536315499519804,5,-0.05101840232644243,5,,
6,4,7,エターナルプロミス,牝3,55.0,西村淳,茶木,466(+4),栗東,2022104917,1171,ドレフォン,ディライトプロミス,Lemon Drop Kid,-0.10011949390387667,11,-0.2711296483254598,11,,
7,4,8,カフェアローロ,牝4,56.0,佐々木,古賀,508(+2),美浦,2021100469,1197,ダンカーク,カフェローレル,マンハッタンカフェ,2.5055231874958093,1,0.6300327062864598,1,,
8,5,9,ロフティーイデアル,牝5,56.0,松山,林,454(-20),美浦,2020102607,1126,サトノクラウン,ロフティーエイム,サンデーサイレンス,-0.827025268297349,15,-0.5225302428542309,15,,
9,5,10,フクキタテーラー,牝3,55.0,坂井,緒方,438(-6),栗東,2022104292,1163,ルヴァンスレーヴ,デュアルウィールド,アイルハヴアナザー,0.43955707408241435,7,-0.08448233470601985,7,,
10,6,11,サラサハウプリティ,牝5,56.0,柴田裕,岡田,454(0),栗東,2020104126,1212,ドレフォン,ハヤブサエミネンス,Medaglia d'Oro,-0.5096130457343953,13,-0.41275312417663057,13,,
11,6,12,コンアフェット,牝3,55.0,岩田望,斎藤誠,478(0),美浦,2022105787,1174,ルーラーシップ,コンダクトレス,ホワイトマズル,0.3003975182798456,10,-0.13261071158171142,10,,
12,7,13,タマモナポリ,牝4,56.0,岩田康,河嶋,470(-2),栗東,2021106177,5203,カレンブラックヒル,タマモリド,ワイルドラッシュ,0.41721862836703744,9,-0.09220809330022048,9,,
13,7,14,ベファーナ,牝5,56.0,国分恭,松下,516(+1),栗東,2020102757,1124,エピファネイア,アーヴェイ,Danehill Dancer,0.4376070376429315,8,-0.08515675543221068,8,,
14,8,15,ユウェンタース,牝3,55.0,藤岡佑,宮,488(+12),栗東,2022103515,1093,マインドユアビスケッツ,シグルーン,アイルハヴアナザー,0.6273172026230919,4,-0.01954543420703724,4,,
15,8,16,エイシンナデシコ,牝3,55.0,原,田中剛,442(0),美浦,2022103355,1184,タリスマニック,エーシンエムディー,キングカメハメハ,-2.2703707249890197,16,-1.0217117306137056,16,,
