,式別,馬番,配当,人気
0,単勝,9,1330,5
1,複勝,9,530,3
2,複勝,2,530,4
3,複勝,3,700,5
4,枠連,2-6,2060,6
5,馬連,2-9,6490,14
6,ワイド,2-9,1600,16
7,ワイド,3-9,2480,20
8,ワイド,2-3,2760,23
9,馬単,9→2,13320,30
10,3連複,2-3-9,43830,73
11,3連単,9→2→3,281740,397
