,式別,馬番,配当,人気
0,単勝,11,260,1
1,複勝,11,170,2
2,複勝,9,210,5
3,複勝,1,530,7
4,枠連,7-8,600,2
5,馬連,9-11,1480,6
6,ワイド,9-11,590,8
7,ワイド,1-11,1300,15
8,ワイド,1-9,2700,25
9,馬単,11→9,1990,7
10,3連複,1-9-11,8910,28
11,3連単,11→9→1,23150,87
