,式別,馬番,配当,人気
0,単勝,4,160,1
1,複勝,4,110,1
2,複勝,9,150,2
3,複勝,5,150,3
4,枠連,4-8,330,1
5,馬連,4-9,580,3
6,ワイド,4-9,220,1
7,ワイド,4-5,290,3
8,ワイド,5-9,840,13
9,馬単,4→9,650,2
10,3連複,4-5-9,1150,3
11,3連単,4→9→5,3490,7
