,式別,馬番,配当,人気
0,単勝,3,1600,6
1,複勝,3,350,6
2,複勝,2,180,3
3,複勝,12,160,1
4,枠連,2-3,3920,15
5,馬連,2-3,3950,13
6,ワイド,2-3,1050,13
7,ワイド,3-12,1180,15
8,ワイド,2-12,620,6
9,馬単,3→2,8930,31
10,3連複,2-3-12,6730,22
11,3連単,3→2→12,70630,241
