,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,シュートザムーン,牡3,57.0,原,伊藤伸,,美浦,2023101279,01184,サトノジェネシス,ムーンエコロジー,クリーンエコロジー,-1.9879590594872392,10
1,1,2,センノウィン,セ3,54.0,▲佐藤,南田,,美浦,2023107475,01207,アルアイン,イグアスフォールズ,サウスヴィグラス,-4.157245881448762,16
2,2,3,マジンタクシー,牝3,55.0,木幡初,深山,,美浦,2023100949,01153,マテラスカイ,ネオヴァシュラン,エンパイアメーカー,-2.64413965662522,13
3,2,4,ナンヨーロイヤル,牡3,57.0,田辺,中舘,,美浦,2023106305,01075,キタサンブラック,アウトスマート,Smart Strike,-1.579551358169656,8
4,3,5,ジョイグリーン,セ3,57.0,小林脩,青木,,美浦,2023100668,01183,ルヴァンスレーヴ,エスコルピオン,ダンスインザダーク,-1.553050265247069,7
5,3,6,アツンケル,牝3,55.0,柴田大,深山,,美浦,2023106576,01009,タニノフランケル,アツコ,ワークフォース,-3.620233975355201,15
6,4,7,ドレドレ,牝3,55.0,津村,矢嶋,,美浦,2023103291,01092,ドレフォン,ダイワドレッサー,ネオユニヴァース,-2.4722492122291113,11
7,4,8,ヌクレオチド,牡3,57.0,柴田善,粕谷,,美浦,2023101724,00641,モズアスコット,スニップ,エピファネイア,-1.7578859978064312,9
8,5,9,ジュピターテソーロ,牡3,57.0,菅原明,高木,,美浦,2023105398,01179,キタサンブラック,シェイリーン,Rip Van Winkle,-1.1039394901621415,5
9,5,10,ベアハンドキャッチ,牡3,57.0,キング,池上,,美浦,2023107400,05643,ミスターメロディ,ディアルーモ,ネオユニヴァース,-0.877984663030348,4
10,6,11,オセアフェアモント,牡3,57.0,佐々木,菊川,,美浦,2023105962,01197,オルフェーヴル,フジマサリアル,リアルインパクト,-0.31987131292899773,2
11,6,12,カンノンミッキー,牡3,57.0,木幡巧,小西,,美浦,2023103149,01162,ミッキーロケット,マーケットレイズン,フサイチリシャール,-0.6022597908639644,3
12,7,13,マランドロ,牡3,54.0,▲遠藤,奥平,,美浦,2023101837,01218,ダノンキングリー,アングレカム,Pour Moi,-2.5265616343566815,12
13,7,14,ロザヴィータ,牝3,53.0,△長浜,矢嶋,,美浦,2023104952,01214,サンダースノー,ロザリウム,キングカメハメハ,-1.3650327038448438,6
14,8,15,ウェスケンジントン,牡3,57.0,大野,小野,,美浦,2023100861,01096,タワーオブロンドン,スマートプラネット,ファルブラヴ,-2.7231291570994984,14
15,8,16,レピュニット,牡3,57.0,戸崎圭,宮田,,美浦,2023105208,05386,モズアスコット,ピエモンテ,フジキセキ,0.3420477185825054,1
