,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202607020704,1,8,14,モンシーク,牡3,57,松山弘平,0:1:19.8,,8-7,33.6,1.4,1,448,[西]橋口慎介,1400,曇,芝,良,2026年08月15日,未勝利,2023105000,01126
202607020704,2,3,4,パトローナス,セ3,57,吉村誠之,0:1:19.8,ハナ,8-7,33.6,6.3,2,482,[西]高橋亮,1400,曇,芝,良,2026年08月15日,未勝利,2023106931,01216
202607020704,3,7,12,リントゥラウル,牡3,57,幸英明,0:1:19.9,1,10-10,33.4,12.7,4,466,[西]秋山真一,1400,曇,芝,良,2026年08月15日,未勝利,2023101735,00732
202607020704,4,5,8,ハピネスサンライズ,牝3,55,団野大成,0:1:19.9,ハナ,3-3,34.1,31.0,7,474,[西]東田明士,1400,曇,芝,良,2026年08月15日,未勝利,2023100910,01180
202607020704,5,3,3,ペアピーターソン,牡3,57,松若風馬,0:1:20.3,2,13-14,33.3,80.7,10,498,[西]梅田智之,1400,曇,芝,良,2026年08月15日,未勝利,2023106404,01154
202607020704,6,8,13,パノラマステージ,牝3,55,国分優作,0:1:20.4,1/2,2-2,34.7,214.5,14,472,[西]牧浦充徳,1400,曇,芝,良,2026年08月15日,未勝利,2023107072,01125
202607020704,7,4,6,スワトウ,牝3,55,Ｍ．デム,0:1:20.4,クビ,13-12,33.7,19.6,6,444,[西]牧田和弥,1400,曇,芝,良,2026年08月15日,未勝利,2023103333,05212
202607020704,8,4,5,ルナカカオ,牝3,54,田山旺佑,0:1:20.5,クビ,5-5,34.5,49.6,9,426,[西]前川恭子,1400,曇,芝,良,2026年08月15日,未勝利,2023107432,01220
202607020704,9,1,1,アンリミテッド,牡3,57,藤懸貴志,0:1:20.5,クビ,10-10,34.0,46.3,8,498,[西]高野友和,1400,曇,芝,良,2026年08月15日,未勝利,2023104417,01138
202607020704,10,6,10,ルージュエテルナ,牝3,55,西塚洸二,0:1:20.6,3/4,5-5,34.6,12.0,3,478,[西]友道康夫,1400,曇,芝,良,2026年08月15日,未勝利,2023103330,01200
202607020704,11,7,11,リーガルスプレンダ,牝3,55,加藤祥太,0:1:20.6,クビ,1-1,35.0,85.3,11,472,[西]庄野靖志,1400,曇,芝,良,2026年08月15日,未勝利,2023103685,01156
202607020704,12,5,7,ロングジーニアス,牝3,55,長岡禎仁,0:1:20.7,クビ,7-7,34.6,192.9,13,396,[西]高橋亮,1400,曇,芝,良,2026年08月15日,未勝利,2023103159,01142
202607020704,13,6,9,ヴィーラー,牝3,55,中井裕二,0:1:20.9,1.1/4,12-12,34.2,131.6,12,420,[西]矢作芳人,1400,曇,芝,良,2026年08月15日,未勝利,2023103081,01141
202607020704,14,2,2,アイルトン,牡3,57,酒井学,0:1:21.5,3.1/2,4-3,35.6,13.0,5,512,[西]橋田宜長,1400,曇,芝,良,2026年08月15日,未勝利,2023102920,01034
