,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ユイノサダハル,牡2,56.0,吉田隼,古賀,460(0),美浦,2023101841,01095,キセキ  ,カノン  ,フォーティナイナーズサン  Fourty Niners Son(米)  ,-1.371580201879029,10
1,2,2,アラクラン,牡2,56.0,ルメール,田村,506(0),美浦,2023107086,05339,リアルスティール  ,セルキス  Selkis(独)  ,Monsun  ,-0.8473216489437001,7
2,3,3,オーケーグリット,牡2,56.0,石川,相沢,460(0),美浦,2023101880,01150,ハービンジャー  Harbinger(英)  ,ヒアーズトウショウ  ,フジキセキ  ,-1.2598528342473425,9
3,4,4,マイネルディザイア,牡2,56.0,丹内,西園正,434(0),栗東,2023106476,01091,イスラボニータ  ,マイネエスポワール  ,アグネスデジタル  ,-0.19285488800809308,3
4,4,5,スタニングレディ,牝2,55.0,津村,高木,456(0),美浦,2023106469,01092,ベンバトル  Benbatl(英)  ,フォクシーレディ  ,ディープインパクト  ,-0.9243715806634796,8
5,5,6,リゾートアイランド,牡2,56.0,荻野極,上原佑,504(0),美浦,2023106916,01160,イスラボニータ  ,エディスバーグ  ,Frankel  ,-0.5707208346957856,5
6,5,7,オウケンハニー,牝2,55.0,木幡巧,岩戸,446(0),美浦,2023106936,01162,ダンカーク  Dunkirk(米)  ,オウケンビリーヴ  ,クロフネ  ,-2.124709071222601,12
7,6,8,マンサニージャ,牝2,52.0,▲石神道,菊川,432(0),美浦,2023106411,01209,ダノンバラード  ,マイネアロマ  ,ロージズインメイ  Roses in May(米)  ,1.352047176199352,1
8,6,9,ポッドクロス,牡2,56.0,横山武,大竹,454(0),美浦,2023103468,01170,レイデオロ  ,ダイワミランダ  ,ハービンジャー  Harbinger(英)  ,0.26918020084165556,2
9,7,10,ノービレ,牡2,56.0,西村淳,小椋,490(0),栗東,2023105826,01171,ダノンプレミアム  ,レジデンス  ,ケープブランコ  Cape Blanco(英)  ,-0.48816600021506834,4
10,7,11,イロゴルシ,牡2,56.0,鮫島駿,牧田,510(0),栗東,2023106126,01157,ゴールドシップ  ,イロジカケ  ,クロフネ  ,-0.7218326555136343,6
11,8,12,ラクシオンデクラ,牡2,56.0,原,尾関,430(0),美浦,2023103597,01184,ブリックスアンドモルタル  Bricks and Mortar(米)  ,レッドオーラム  ,ダイワメジャー  ,-1.6635915073466596,11
12,8,13,ネッカーズルム,牡2,56.0,吉田豊,土田,464(0),美浦,2023103639,00733,フォーウィールドライブ  Four Wheel Drive(米)  ,ティッカーテープ  Ticker Tape(英)  ,Royal Applause  ,-2.4923644501566766,13
