,式別,馬番,配当,人気
0,単勝,8,230,2
1,複勝,8,130,2
2,複勝,10,350,6
3,複勝,15,1550,11
4,枠連,4-5,2580,11
5,馬連,8-10,1900,8
6,ワイド,8-10,680,8
7,ワイド,8-15,2970,23
8,ワイド,10-15,11700,52
9,馬単,8→10,2520,7
10,3連複,8-10-15,26600,48
11,3連単,8→10→15,78370,184
