,式別,馬番,配当,人気
0,単勝,7,160,1
1,複勝,7,110,1
2,複勝,3,250,5
3,複勝,6,170,3
4,枠連,3-5,1160,5
5,馬連,3-7,1030,4
6,ワイド,3-7,420,3
7,ワイド,6-7,300,2
8,ワイド,3-6,1370,17
9,馬単,7→3,1380,4
10,3連複,3-6-7,2280,5
11,3連単,7→3→6,7260,13
