race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
201909020411,2019/03/31,阪神,曇,11,大阪杯(GI),オープン,14,3,4,14.3,8,10,戸崎圭太,57,芝,2000,良,2:02.0,1.0,1-1-1-1,36.5,490,アルアイン
201906020211,2019/02/24,中山,晴,11,中山記念(GII),オープン,11,7,9,5.3,3,5,戸崎圭太,57,芝,1800,良,1:45.7,0.2,3-3-3-3,34.2,496,ウインブライト
201808040711,2018/10/21,京都,晴,11,菊花賞(GI),オープン,18,3,5,5.5,3,8,戸崎圭太,57,芝,3000,良,3:06.9,0.8,3-3-3-5,34.8,490,フィエールマン
201809040711,2018/09/23,阪神,曇,11,神戸新聞杯(GII),オープン,10,7,8,2.7,1,4,戸崎圭太,56,芝,2400,良,2:26.1,0.5,8-8-8-8,34.5,486,ワグネリアン
201805021210,2018/05/27,東京,晴,10,東京優駿(GI),オープン,18,6,12,10.5,4,2,戸崎圭太,57,芝,2400,良,2:23.7,0.1,1-1-1-1,34.7,490,ワグネリアン
201806030811,2018/04/15,中山,曇,11,皐月賞(GI),オープン,16,4,7,14.5,7,1,戸崎圭太,57,芝,2000,稍,2:00.8,-0.3,4-4-4-4,35.1,492,(サンリヴァル)
201806020811,2018/03/18,中山,曇,11,フジTVスプリングS(GII),オープン,13,4,5,5.3,3,2,戸崎圭太,56,芝,1800,良,1:48.1,0.0,2-2-2-2,34.7,492,ステルヴィオ
201810010109,2018/02/10,小倉,雨,9,あすなろ賞(500万下),,12,1,1,2.5,1,1,戸崎圭太,56,芝,2000,稍,2:00.8,-0.6,1-1-1-1,35.2,496,(スーパーフェザー)
201808010705,2018/01/21,京都,晴,5,3歳未勝利,未勝利,16,4,8,5.6,4,1,福永祐一,56,芝,1600,良,1:36.1,-0.4,1-1,35.8,498,(ラノカウ)
201708040305,2017/10/09,京都,晴,5,2歳新馬,新馬,10,6,6,17.2,4,3,北村友一,55,芝,1800,良,1:50.9,0.5,2-2,34.2,484,タングルウッド
