race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
,2023/08/31,佐賀,曇,10,サードニクス賞,,10,6,6,54.1,7,10,倉富隆一,56,ダート,1400,良,1:36.9,7.0,3-2-7-10,45.0,489,バチスカーフ
202207050708,2022/09/25,中京,晴,8,3歳以上1勝クラス,1勝クラス,13,7,10,34.5,10,12,松本大輝,55,芝,2000,良,2:01.3,2.1,1-1-2-2,37.4,490,ヴェールランス
202210040412,2022/08/21,小倉,晴,12,3歳以上1勝クラス,1勝クラス,10,7,8,33.7,6,9,幸英明,57,芝,1800,良,1:47.8,1.8,2-2-2-2,36.5,490,マテンロウスカイ
202210030608,2022/07/17,小倉,晴,8,3歳以上1勝クラス,1勝クラス,11,6,6,6.7,4,9,幸英明,57,芝,1800,良,1:48.1,1.1,1-1-1-1,35.2,488,ストロングウィル
202209030408,2022/06/26,阪神,晴,8,城崎特別,1勝クラス,11,1,1,16.9,6,3,幸英明,57,芝,1800,良,1:46.5,0.3,1-1,34.6,484,アルナシーム
202207020607,2022/03/27,中京,晴,7,4歳以上1勝クラス,1勝クラス,16,8,15,10.4,6,10,鮫島克駿,57,芝,2200,重,2:17.2,1.1,1-1-1-1,38.1,488,ダノンセレスタ
202209011007,2022/03/13,阪神,曇,7,4歳以上1勝クラス,1勝クラス,10,6,6,6.5,4,3,浜中俊,57,芝,2000,良,2:00.8,0.3,1-1-1-1,36.2,488,アサケレディ
202210020408,2022/02/20,小倉,晴,8,4歳以上1勝クラス,1勝クラス,13,5,6,5.6,3,3,浜中俊,57,芝,2000,稍,2:04.1,0.9,1-1-1-1,37.4,488,ゾンニッヒ
202207011107,2022/02/05,中京,晴,7,4歳以上1勝クラス,1勝クラス,11,4,4,23.2,5,4,幸英明,57,芝,2000,良,2:02.6,0.6,3-3-3-3,35.2,486,ヴェルトハイム
202107050108,2021/09/11,中京,曇,8,3歳以上1勝クラス,1勝クラス,12,4,4,80.1,11,9,松若風馬,57,芝,2000,良,2:00.7,1.3,7-6-10-9,35.2,480,ジャックドール
202110040609,2021/08/29,小倉,晴,9,英彦山特別,1勝クラス,12,7,10,27.1,7,11,松若風馬,57,芝,2000,良,2:00.5,1.3,2-2-2-1,35.9,482,コーディアル
202107020607,2021/03/28,中京,雨,7,4歳以上1勝クラス,1勝クラス,14,4,6,4.4,2,6,Ｍ．デム,56,芝,2200,稍,2:16.7,0.4,2-2-4-4,35.7,482,タイセイモンストル
202109011008,2021/03/14,阪神,晴,8,4歳以上1勝クラス,1勝クラス,9,5,5,4.5,2,4,鮫島克駿,57,芝,2000,良,2:01.4,0.7,4-4-3-4,35.3,478,エールブラーヴ
202110020507,2021/02/27,小倉,曇,7,4歳以上1勝クラス,1勝クラス,12,3,3,23.8,6,1,鮫島克駿,56,芝,2000,重,2:02.3,-0.2,3-3-3-2,35.9,480,(ピノクル)
202110010810,2021/02/07,小倉,晴,10,波佐見特別,1勝クラス,14,7,11,42.7,8,8,斎藤新,56,芝,1800,良,1:49.1,1.0,3-4-4-4,36.1,482,ルヴァン
202010020707,2020/09/05,小倉,曇,7,3歳未勝利,未勝利,15,3,5,37.1,11,4,松若風馬,56,芝,2000,良,2:01.3,0.8,2-2-2-2,36.1,470,バルトロメウ
202010020103,2020/08/15,小倉,晴,3,3歳未勝利,未勝利,15,8,16,58.5,10,7,酒井学,56,ダート,1700,良,1:48.5,1.3,8-8-6-5,39.0,474,スプリットロック
202009030303,2020/06/13,阪神,曇,3,3歳未勝利,未勝利,16,8,15,229.5,14,8,斎藤新,55,ダート,1800,不,1:53.9,2.1,7-8-11-10,38.9,470,メイショウカズサ
202008030904,2020/05/23,京都,晴,4,3歳未勝利,未勝利,13,2,2,40.9,9,7,斎藤新,55,ダート,1900,良,2:03.7,4.5,6-6-5-8,42.6,472,メイショウコジョウ
202008030502,2020/05/09,京都,晴,2,3歳未勝利,未勝利,16,2,3,55.3,10,9,川須栄彦,56,ダート,1800,良,1:54.9,1.4,7-5-10-10,38.2,470,タガノウィリアム
202007010306,2020/03/07,中京,晴,6,3歳未勝利,未勝利,14,5,8,7.6,4,10,岩田望来,55,ダート,1900,良,2:05.1,2.6,4-5-2-3,42.0,478,ドスハーツ
202008020502,2020/02/15,京都,曇,2,3歳未勝利,未勝利,11,3,3,72.7,7,4,川須栄彦,56,ダート,1800,稍,1:56.4,0.5,7-6-7-7,38.4,480,セルファース
202008020201,2020/02/02,京都,晴,1,3歳未勝利,未勝利,12,6,7,10.3,5,7,岡田祥嗣,56,ダート,1800,稍,1:57.2,2.4,4-4-5-6,40.7,482,サンデーミラージュ
201908040205,2019/10/06,京都,晴,5,2歳新馬,新馬,16,4,7,56.1,9,11,岡田祥嗣,55,芝,2000,良,2:03.5,2.3,12-14-14-13,36.1,470,ジャストナウ
