,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202603010411,2026/04/19,福島,晴,11,福島牝馬S,オープン,16,3,6,8.1,4,16,横山典弘,55,芝,1800,良,0:1:47.4,1.8,12-12-14-15,35.4,450,コガネノソラ
1,202605010411,2026/02/10,東京,曇,11,東京新聞杯,オープン,16,7,14,28.8,12,6,横山典弘,55,芝,1600,良,0:1:32.5,0.3,4-4,33.9,456,トロヴァトーレ
2,202509050711,2025/12/27,阪神,晴,11,阪神C,オープン,16,7,13,22.8,6,9,横山和生,56,芝,1400,良,0:1:19.9,0.9,14-14,33.7,456,ルガル
3,202505050711,2025/11/29,東京,晴,11,キャピタルS,オープン,18,2,4,6.5,3,1,レーン,55,芝,1600,良,0:1:31.9,-0.0,8-10,33.5,462,(シヴァース)
4,202509040911,2025/09/28,阪神,曇,11,ポートアイランドS,オープン,12,5,5,10.8,6.0,3,浜中俊,57.0,芝,1600,良,0:1:33.2,0.2,1-1,34.4,458,ヤマニンサンパ
5,202408040611,2024/06/16,京都,晴,11,マーメイドS,オープン,16,2,4,7.5,2.0,13,浜中俊,56.5,芝,2000,良,0:1:58.6,1.4,3-3-3-3,35.9,452,アリスヴェリテ
6,202409020411,2024/03/31,阪神,晴,11,大阪杯,オープン,16,1,1,21.2,10.0,14,Ｍ．デム,56.0,芝,2000,良,0:1:59.5,1.3,9-10-14-15,34.9,444,ベラジオオペラ
7,202410010111,2024/01/13,小倉,晴,11,愛知杯,オープン,14,7,12,2.0,1.0,1,川田将雅,54.0,芝,2000,良,0:1:57.9,-0.1,10-10-4-2,35.5,450,(タガノパッション)
8,202308030309,2023/11/11,京都,曇,09,,3勝クラス,16,5,9,2.7,1.0,1,川田将雅,53.0,芝,2000,稍重,0:1:59.3,-0.2,7-7-7-5,35.0,448,(エアサージュ)
9,202309040709,2023/09/24,阪神,晴,09,,2勝クラス,11,1,1,1.9,1.0,1,川田将雅,53.0,芝,2000,良,0:1:58.8,-0.1,4-6-5-5,34.1,448,(ヘネラルカレーラ)
10,202310030510,2023/08/26,小倉,晴,10,,2勝クラス,10,8,9,1.4,1.0,5,斎藤新,53.0,芝,2000,良,0:2:01.1,0.1,4-5-3-4,36.0,448,ピピオラ
11,202305021011,2023/05/21,東京,晴,11,,オープン,18,6,11,44.3,9.0,14,戸崎圭太,55.0,芝,2400,良,0:2:26.1,3.0,14-13-15-16,35.9,440,リバティアイランド
12,202306030507,2023/04/08,中山,曇,07,,1勝クラス,10,7,7,1.4,1.0,1,戸崎圭太,54.0,芝,1800,稍重,0:1:49.5,-0.2,3-3-2-3,35.0,436,(アップトゥミー)
13,202310020405,2023/02/19,小倉,曇,05,,未勝利,18,5,10,3.8,1.0,1,斎藤新,54.0,芝,2000,重,0:2:04.2,-0.8,5-5-4-1,36.7,440,(フォーチュンコード)
